期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2022年4月6日 - 6月22日,水曜 21:30 - 22:00,AT-X,日本全域,製作参加 / CS放送 / 字幕放送[25] / リピート放送あり,放送,,2022-04-06,2022-06-22
2022年4月6日 - 6月22日,水曜 23:00 - 23:30,TOKYO MX,東京都,,放送,,2022-04-06,2022-06-22
2022年4月7日 - 6月23日,木曜 0:00 - 0:30（水曜深夜）,サンテレビ,兵庫県,,放送,,2022-04-07,2022-06-23
2022年4月8日 - 6月24日,金曜 0:30 - 1:00（木曜深夜）,BS日テレ,日本全域,製作参加 / BS放送 / 『アニメにむちゅ〜』枠,放送,,2022-04-08,2022-06-24
2022年4月8日 - 6月24日,金曜 1:00 - 1:30（木曜深夜）,KBS京都,京都府,,放送,,2022-04-08,2022-06-24
2022年4月9日 - 6月25日,土曜 3:05 - 3:35（金曜深夜）,テレビ愛知,愛知県,,放送,,2022-04-09,2022-06-25
2022年4月6日,水曜 22:00 更新,,,,配信,dアニメストア,2022-04-06,
2022年4月9日,土曜 22:00 - 22:30,,,,配信,ABEMA,2022-04-09,
2022年4月13日,水曜 22:00 更新,,,,配信,ニコニコチャンネル[26],2022-04-13,
2022年4月13日,水曜 23:30 - 木曜 0:00,,,,配信,ニコニコ生放送[26],2022-04-13,
2022年4月13日以降順次,水曜 22:00 以降順次更新,,,,配信,GYAO!,2022-04-13,
2022年4月13日以降順次,水曜 22:00 以降順次更新,,,,配信,ひかりTV,2022-04-13,
2022年4月13日以降順次,水曜 22:00 以降順次更新,,,,配信,FOD,2022-04-13,
2022年4月13日以降順次,水曜 22:00 以降順次更新,,,,配信,バンダイチャンネル,2022-04-13,
2022年4月13日以降順次,水曜 22:00 以降順次更新,,,,配信,Hulu,2022-04-13,
2022年4月13日以降順次,水曜 22:00 以降順次更新,,,,配信,TELASA,2022-04-13,
2022年4月13日以降順次,水曜 22:00 以降順次更新,,,,配信,J:COMオンデマンド,2022-04-13,
2022年4月13日以降順次,水曜 22:00 以降順次更新,,,,配信,みるプラス見放題プレミアム,2022-04-13,
2022年4月13日以降順次,水曜 22:00 以降順次更新,,,,配信,U-NEXT,2022-04-13,
2022年4月13日以降順次,水曜 22:00 以降順次更新,,,,配信,アニメ放題,2022-04-13,
2022年4月13日以降順次,水曜 22:00 以降順次更新,,,,配信,Amazon Prime Video,2022-04-13,
2022年4月13日以降順次,水曜 22:00 以降順次更新,,,,配信,Rakuten TV,2022-04-13,
2022年4月13日以降順次,水曜 22:00 以降順次更新,,,,配信,DMM.com,2022-04-13,
2022年4月13日以降順次,水曜 22:00 以降順次更新,,,,配信,music.jp,2022-04-13,
2022年4月13日以降順次,水曜 22:00 以降順次更新,,,,配信,ビデオマーケット,2022-04-13,
2022年4月13日以降順次,水曜 22:00 以降順次更新,,,,配信,HAPPY!動画,2022-04-13,
2022年4月13日以降順次,水曜 22:00 以降順次更新,,,,配信,クランクイン！ビデオ,2022-04-13,
