期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2020年1月11日 - 3月28日,土曜 2:25 - 2:55（金曜深夜）,毎日放送,近畿広域圏,製作局 / 『アニメイズム』B2枠,放送,,2020-01-11,2020-03-28
2020年1月11日 - 3月28日,土曜 2:25 - 2:55（金曜深夜）,TBSテレビ,関東広域圏,『アニメイズム』B2枠,放送,,2020-01-11,2020-03-28
2020年1月12日 - 3月29日,日曜 1:30 - 2:00（土曜深夜）,BS-TBS,日本全域,BS/BS4K放送 / 『アニメイズム』B2枠,放送,,2020-01-12,2020-03-29
2020年1月13日 - 3月30日,月曜 22:30 - 23:00,AT-X,日本全域,CS放送 / リピート放送あり,放送,,2020-01-13,2020-03-30
2020年1月25日 - 4月11日,土曜 1:55 - 2:25（金曜深夜）,山陰放送,鳥取県・島根県,『森谷佳奈のアニ物語』枠,放送,,2020-01-25,2020-04-11
2020年1月29日 - 4月15日,水曜 2:25 - 2:55（火曜深夜）,静岡放送,静岡県,『アニメ6区』後半枠 / 4月15日は2話連続放送,放送,,2020-01-29,2020-04-15
2020年1月11日,土曜 2:55（金曜深夜） 更新,,,,配信,dアニメストア,2020-01-11,
2020年1月11日,土曜 2:55（金曜深夜） 更新,,,,配信,U-NEXT,2020-01-11,
2020年1月14日,火曜 2:55（月曜深夜） 更新,,,,配信,Amazon Prime Video,2020-01-14,
2020年1月14日,火曜 2:55（月曜深夜） 更新,,,,配信,Netflix,2020-01-14,
2020年1月14日,火曜 2:55（月曜深夜） 更新,,,,配信,dTV,2020-01-14,
2020年1月14日,火曜 2:55（月曜深夜） 更新,,,,配信,FOD,2020-01-14,
2020年1月14日,火曜 2:55（月曜深夜） 更新,,,,配信,ひかりTV,2020-01-14,
2020年1月14日,火曜 2:55（月曜深夜） 更新,,,,配信,TVer,2020-01-14,
2020年1月14日,火曜 2:55（月曜深夜） 更新,,,,配信,MBS動画イズム,2020-01-14,
2020年1月14日,火曜 2:55（月曜深夜） 更新,,,,配信,ニコニコチャンネル,2020-01-14,
2020年1月14日,火曜 2:55（月曜深夜） 更新,,,,配信,ビデオマーケット,2020-01-14,
2020年1月14日,火曜 2:55（月曜深夜） 更新,,,,配信,music.jp,2020-01-14,
2020年1月14日,火曜 2:55（月曜深夜） 更新,,,,配信,クランクイン!ビデオ,2020-01-14,
2020年1月14日,火曜 3:00（月曜深夜） 更新,,,,配信,GYAO!,2020-01-14,
2020年1月14日,火曜 12:00 更新,,,,配信,アニメ放題,2020-01-14,
2020年1月14日,火曜 12:00 更新,,,,配信,DMM.com,2020-01-14,
2020年1月14日,火曜 12:00 更新,,,,配信,Hulu,2020-01-14,
2020年1月14日,火曜 12:00 更新,,,,配信,ビデオパス,2020-01-14,
2020年1月14日,火曜 12:00 更新,,,,配信,J:COMオンデマンド,2020-01-14,
2020年1月14日,火曜 12:00 更新,,,,配信,バンダイチャンネル,2020-01-14,
2020年1月14日,火曜 22:30 - 23:00,,,,配信,ニコニコ生放送,2020-01-14,
