期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2023年4月4日 -,火曜 1:05 - 1:35（月曜深夜）,TOKYO MX,東京都,,放送,,2023-04-04,
2023年4月4日 -,火曜 23:30 - 水曜 0:00,BS日テレ,日本全域,BS/BS4K放送 / 『アニメにむちゅ〜』枠,放送,,2023-04-04,
2023年4月5日 -,水曜 2:30 - 3:00（火曜深夜）,毎日放送,近畿広域圏,『アニメ特区』第1部,放送,,2023-04-05,
2023年4月5日 -,水曜 21:00 - 21:30,AT-X,日本全域,CS放送 / 字幕放送[21] / リピート放送あり,放送,,2023-04-05,
2023年4月7日 -,金曜 23:00 - 23:30,とちぎテレビ,栃木県,,放送,,2023-04-07,
2023年4月8日 -,土曜 1:29 - 1:59（金曜深夜）,テレビせとうち,岡山県・香川県,,放送,,2023-04-08,
2023年4月20日 -,木曜 1:55 - 2:25（水曜深夜）,静岡放送,静岡県,『スーパーアニメ6区』枠[22],放送,,2023-04-20,
2023年4月21日 -,金曜 1:18 - 1:48（木曜深夜）,長崎文化放送,長崎県,『あに。』枠,放送,,2023-04-21,
2023年4月3日,月曜 21:00 更新,,,,配信,dアニメストア,2023-04-03,
2023年4月3日,月曜 21:00 更新,,,,配信,DMM TV,2023-04-03,
2023年4月10日,月曜 21:00 更新,,,,配信,Amazon Prime Video,2023-04-10,
2023年4月10日,月曜 21:00 更新,,,,配信,J:COMオンデマンドメガパック,2023-04-10,
2023年4月10日,月曜 21:00 更新,,,,配信,milplus見放題パックプライム,2023-04-10,
2023年4月10日,月曜 21:00 更新,,,,配信,TELASA,2023-04-10,
2023年4月10日,月曜 21:00 更新,,,,配信,auスマートパスプレミアム,2023-04-10,
2023年4月10日,月曜 21:00 更新,,,,配信,ABEMA,2023-04-10,
2023年4月10日,月曜 21:00 更新,,,,配信,U-NEXT,2023-04-10,
2023年4月10日,月曜 21:00 更新,,,,配信,アニメ放題,2023-04-10,
2023年4月10日,月曜 21:00 更新,,,,配信,Hulu,2023-04-10,
2023年4月10日,月曜 21:00 更新,,,,配信,バンダイチャンネル,2023-04-10,
2023年4月10日,月曜 21:00 更新,,,,配信,FOD,2023-04-10,
2023年4月10日,月曜 21:00 更新,,,,配信,ニコニコチャンネル,2023-04-10,
2023年4月10日,月曜 21:00 更新,,,,配信,HAPPY!動画,2023-04-10,
2023年4月10日,月曜 21:00 更新,,,,配信,ムービーフルPlus,2023-04-10,
2023年4月10日,月曜 21:00 更新,,,,配信,クランクイン！ビデオ,2023-04-10,
