期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2022年1月9日 - 3月27日,日曜 0:30 - 1:00（土曜深夜）[注釈 26],TOKYO MX,東京都,,放送,,2022-01-09,2022-03-27
2022年1月9日 - 3月27日,日曜 0:30 - 1:00（土曜深夜）[注釈 26],とちぎテレビ,栃木県,,放送,,2022-01-09,2022-03-27
2022年1月9日 - 3月27日,日曜 0:30 - 1:00（土曜深夜）[注釈 26],群馬テレビ,群馬県,,放送,,2022-01-09,2022-03-27
2022年1月9日 - 3月27日,日曜 0:30 - 1:00（土曜深夜）[注釈 26],BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2022-01-09,2022-03-27
2022年1月9日 - 3月27日,日曜 2:08 - 2:38（土曜深夜）,毎日放送,近畿広域圏,『アニメシャワー』第1部,放送,,2022-01-09,2022-03-27
2022年1月9日 - 3月27日,日曜 23:00 - 23:30,BS朝日,日本全域,製作参加 / BS/BS4K放送 / 『アニメA』枠,放送,,2022-01-09,2022-03-27
2022年1月10日 - 3月28日,月曜 21:00 - 21:30,AT-X,日本全域,CS放送 / 字幕放送[30] / リピート放送あり,放送,,2022-01-10,2022-03-28
2022年1月9日,日曜 1:00（土曜深夜） 更新,,,,配信,dアニメストア（本店・ニコニコ支店・for Prime Video）,2022-01-09,
2022年1月11日,火曜 12:00 更新,,,,配信,バンダイチャンネル,2022-01-11,
2022年1月11日,火曜 12:00 更新,,,,配信,Hulu,2022-01-11,
2022年1月11日,火曜 12:00 更新,,,,配信,ニコニコチャンネル,2022-01-11,
2022年1月11日,火曜 12:00 更新,,,,配信,GYAO!,2022-01-11,
2022年1月11日,火曜 12:00 更新,,,,配信,U-NEXT,2022-01-11,
2022年1月11日,火曜 12:00 更新,,,,配信,アニメ放題,2022-01-11,
2022年1月11日,火曜 12:00 更新,,,,配信,ABEMA,2022-01-11,
2022年1月11日,火曜 12:00 更新,,,,配信,Amazon Prime Video,2022-01-11,
2022年1月11日,火曜 12:00 更新,,,,配信,ひかりTV,2022-01-11,
2022年1月11日,火曜 12:00 更新,,,,配信,FOD,2022-01-11,
2022年1月11日,火曜 12:00 更新,,,,配信,アニメカ,2022-01-11,
2022年1月11日,火曜 23:30 - 水曜 0:00,,,,配信,ニコニコ生放送,2022-01-11,
2022年1月12日,水曜 0:00（火曜深夜） 更新,,,,配信,J:COMオンデマンド,2022-01-12,
2022年1月12日,水曜 0:00（火曜深夜） 更新,,,,配信,auスマートパスプレミアム,2022-01-12,
2022年1月12日,水曜 0:00（火曜深夜） 更新,,,,配信,TELASA,2022-01-12,
2022年1月12日,水曜 0:00（火曜深夜） 更新,,,,配信,milplus,2022-01-12,
