期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2015年4月5日 - 6月21日,日曜 22:00 - 22:28,TOKYO MX,東京都,製作委員会参加[注 19] / リピート放送あり,放送,,2015-04-05,2015-06-21
2015年4月7日 - 6月23日,火曜 3:00 - 3:30（月曜深夜）,BS11,日本全域,『ANIME+』枠,放送,,2015-04-07,2015-06-23
2015年4月7日 - 6月23日,火曜 3:02 - 3:33（月曜深夜）,読売テレビ,近畿広域圏,『MANPA』第3部,放送,,2015-04-07,2015-06-23
2015年4月7日,火曜 12:00 更新,,,,配信,ニコニコチャンネル,2015-04-07,
2015年4月7日,火曜 12:00 更新,,,,配信,dアニメストア,2015-04-07,
2015年4月7日,火曜 22:30 - 23:00,,,,配信,ニコニコ生放送,2015-04-07,
2015年4月21日,火曜 12:00 更新,,,,配信,バンダイチャンネル,2015-04-21,
2015年4月22日,水曜 0:00 更新,,,,配信,PlayStation Store,2015-04-22,
2015年4月22日,水曜 16:00 更新（第1話のみ）火曜 12:00 更新（第2話以降）,,,,配信,GYAO!,2015-04-22,
2016年7月5日 - 9月20日,火曜 1:00 - 1:05（月曜深夜）,TOKYO MX,東京都,リピート放送あり,放送,,2016-07-05,2016-09-20
2016年7月5日 - 9月20日,火曜 1:00 - 1:05（月曜深夜）,BSフジ,日本全域,,放送,,2016-07-05,2016-09-20
2016年7月5日 - 9月20日,火曜 2:59 - 3:03（月曜深夜）,読売テレビ,近畿広域圏,『MANPA』第3部,放送,,2016-07-05,2016-09-20
2016年12月27日,火曜 2:59 - 3:29（月曜深夜）,テレビ愛知,愛知県,"セレクト放送(#01,#02,#07,#04,#06,#11,#09,#12)",放送,,2016-12-27,
2016年12月28日,水曜 3:00 - 3:30（火曜深夜）,BS11,日本全域,"『ANIME+』枠 / セレクト放送(#01,#02,#07,#04,#06,#11,#09,#12)",放送,,2016-12-28,
2016年7月5日,火曜 12:00 更新,,,,配信,dアニメストア,2016-07-05,
2016年7月5日,火曜 22:56 - 23:00,,,,配信,AbemaTV 新作TVアニメch,2016-07-05,
2016年10月2日 - 12月18日,日曜 22:00 - 22:28,TOKYO MX,東京都,製作委員会参加[注 19] / リピート放送あり / エムキャス対応,放送,,2016-10-02,2016-12-18
2016年10月4日 - 12月20日,火曜 2:35 - 3:05（月曜深夜）,テレビ愛知,愛知県,,放送,,2016-10-04,2016-12-20
2016年10月4日 - 12月20日,火曜 3:01 - 3:33（月曜深夜）,読売テレビ,近畿広域圏,『MANPA』第3部,放送,,2016-10-04,2016-12-20
2016年10月5日 - 12月21日,水曜 3:00 - 3:30（火曜深夜）,BS11,日本全域,『ANIME+』枠,放送,,2016-10-05,2016-12-21
2016年10月3日,月曜 12:00 更新,,,,配信,dアニメストア,2016-10-03,
2016年10月5日,水曜 19:00 - 19:30,,,,配信,エムキャス,2016-10-05,
2016年10月6日,木曜 22:00 - 22:30,,,,配信,ニコニコ生放送,2016-10-06,
2016年10月6日,木曜 22:30 更新,,,,配信,ニコニコチャンネル,2016-10-06,
2016年10月10日,月曜 12:00 更新,,,,配信,バンダイチャンネル,2016-10-10,
2016年10月10日,月曜 12:00 更新,,,,配信,U-NEXT,2016-10-10,
2016年10月10日,月曜 12:00 更新,,,,配信,アニメ放題,2016-10-10,
2016年10月10日,月曜 12:00 更新,,,,配信,フジテレビオンデマンド,2016-10-10,
2016年10月10日,月曜 12:00 更新,,,,配信,J:COMオンデマンド,2016-10-10,
2016年10月10日,月曜 12:00 更新,,,,配信,ビデオパス,2016-10-10,
2016年10月10日,月曜 12:00 更新,,,,配信,ひかりTV,2016-10-10,
2016年10月10日,月曜 12:00 更新,,,,配信,GYAO!,2016-10-10,
2016年10月10日,月曜 12:00 更新,,,,配信,ShowTime,2016-10-10,
2016年10月10日,月曜 23:30 - 23:56,,,,配信,AbemaTV 新作TVアニメch,2016-10-10,
