期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2021年1月10日 - 3月28日,日曜 1:30 - 2:00（土曜深夜）,TOKYO MX,東京都,,放送,,2021-01-10,2021-03-28
2021年1月10日 - 3月28日,日曜 1:30 - 2:00（土曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2021-01-10,2021-03-28
2021年1月10日 - 3月28日,日曜 22:00 - 22:30,AT-X,日本全域,CS放送 / リピート放送あり,放送,,2021-01-10,2021-03-28
2021年1月14日 - 4月1日,木曜 1:50 - 2:20（水曜深夜）,北海道テレビ,北海道,,放送,,2021-01-14,2021-04-01
2021年1月10日,日曜 1:30 更新（土曜深夜）,,,,配信,dアニメストア,2021-01-10,
2021年1月10日,日曜 1:30 更新（土曜深夜）,,,,配信,U-NEXT,2021-01-10,
2021年1月17日,日曜 1:30 更新（土曜深夜）,,,,配信,Amazonプライム・ビデオ,2021-01-17,
2021年1月17日,日曜 1:30 更新（土曜深夜）,,,,配信,dTV,2021-01-17,
2021年1月17日,日曜 1:30 更新（土曜深夜）,,,,配信,FOD,2021-01-17,
2021年1月17日,日曜 1:30 更新（土曜深夜）,,,,配信,GYAO!,2021-01-17,
2021年1月17日,日曜 1:30 更新（土曜深夜）,,,,配信,Hulu,2021-01-17,
2021年1月17日,日曜 1:30 更新（土曜深夜）,,,,配信,あにてれ,2021-01-17,
2021年1月17日,日曜 1:30 更新（土曜深夜）,,,,配信,クランクイン！ビデオ,2021-01-17,
2021年1月17日,日曜 1:30 更新（土曜深夜）,,,,配信,バンダイチャンネル,2021-01-17,
2021年1月17日,日曜 1:30 更新（土曜深夜）,,,,配信,Google Play,2021-01-17,
2021年1月17日,日曜 1:30 更新（土曜深夜）,,,,配信,ひかりTV,2021-01-17,
2021年1月17日,日曜 1:30 更新（土曜深夜）,,,,配信,Rakuten TV,2021-01-17,
2021年1月17日,日曜 1:30 - 2:00（土曜深夜）,,,,配信,ニコニコ生放送,2021-01-17,
2021年1月17日,日曜 12:00 更新,,,,配信,HAPPY!動画,2021-01-17,
2021年1月17日,日曜 12:00 更新,,,,配信,ビデオマーケット,2021-01-17,
2021年1月17日,日曜 12:00 更新,,,,配信,music.jp,2021-01-17,
2021年1月17日,日曜 12:00 更新,,,,配信,DMM.com,2021-01-17,
2021年1月17日,日曜 12:00 更新,,,,配信,GYAO!ストア,2021-01-17,
2021年1月17日,日曜 12:00 更新,,,,配信,ココロビデオ,2021-01-17,
2021年1月17日,日曜 22:00 更新,,,,配信,ニコニコチャンネル,2021-01-17,
2021年1月18日,月曜 0:00 更新（日曜深夜）,,,,配信,TELASA,2021-01-18,
2021年1月18日,月曜 0:00 更新（日曜深夜）,,,,配信,J:COMオンデマンド,2021-01-18,
2021年1月18日,月曜 0:00 更新（日曜深夜）,,,,配信,milplus,2021-01-18,
2021年1月18日,月曜 0:00 更新（日曜深夜）,,,,配信,スマートパスプレミアム,2021-01-18,
2021年1月18日,月曜 19:00 更新,,,,配信,TSUTAYA TV,2021-01-18,
