期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2018年1月6日 - 2019年6月29日,土曜 7:00 - 7:30,TBSテレビ（製作局）をはじめとするTBS系列全28局,日本国内[注 25],『アニメサタデー630』第2部連動データ放送,放送,,2018-01-06,2019-06-29
2018年4月7日 - 2019年9月21日,土曜 16:00 - 16:30,キッズステーション,日本全域,3月24日に4話先行放送[77],放送,,2018-04-07,2019-09-21
2018年7月2日 - 2019年12月16日,月曜 1:25 - 1:55（日曜深夜）月曜 1:50 - 2:20（日曜深夜） [78][注 26],秋田放送,秋田県,日本テレビ系列[79],放送,,2018-07-02,2019-12-16
2018年1月6日 - 2019年6月29日,土曜 7:30 更新↓日曜 8:30 更新↓金曜 15:00 更新[注 27],,,,配信,Tver,2018-01-06,2019-06-29
2018年1月6日 - 2019年6月29日,土曜 7:30 更新↓日曜 8:30 更新↓金曜 15:00 更新[注 27],,,,配信,TBS FREE,2018-01-06,2019-06-29
2018年1月6日 - 2019年6月29日,土曜 7:30 更新↓日曜 8:30 更新↓金曜 15:00 更新[注 27],,,,配信,GYAO!,2018-01-06,2019-06-29
2018年1月6日 - 2019年6月29日,土曜 7:30 更新↓日曜 8:30 更新↓金曜 15:00 更新[注 27],,,,配信,YouTube（シンカリオンTV、タカラトミー公式YouTubeチャンネル、コロコロチャンネル）,2018-01-06,2019-06-29
2018年1月 -,不明,,,,配信,Amazonビデオ,,
2018年1月 -,不明,,,,配信,dTV,,
2018年1月 -,不明,,,,配信,Google Playストア,,
2018年1月 -,不明,,,,配信,HAPPY！動画,,
2018年1月 -,不明,,,,配信,J:COMオンデマンド,,
2018年1月 -,不明,,,,配信,ビデオパス,,
2018年1月 -,不明,,,,配信,みるプラス,,
2018年1月 -,不明,,,,配信,Rakuten TV,,
2018年1月 -,不明,,,,配信,TSUTAYA TV,,
2018年1月 -,不明,,,,配信,アニメ放題,,
2018年1月 -,不明,,,,配信,U-NEXT,,
2018年1月 -,不明,,,,配信,ビデックスJP,,
2018年1月 -,不明,,,,配信,ニコニコチャンネル,,
2018年1月 -,不明,,,,配信,ひかりTV,,
2018年4月 -,不明,,,,配信,Paravi,,
