期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2022年4月7日 - 6月23日,木曜 23:30 - 金曜 0:00,AT-X,日本全域,製作参加 / CS放送 / 字幕放送[42] / リピート放送あり,放送,,2022-04-07,2022-06-23
2022年4月8日 - 6月24日,金曜 0:30 - 1:00（木曜深夜）,TOKYO MX,東京都,,放送,,2022-04-08,2022-06-24
2022年4月8日 - 6月24日,金曜 0:30 - 1:00（木曜深夜）,サンテレビ,兵庫県,,放送,,2022-04-08,2022-06-24
2022年4月8日 - 6月24日,金曜 1:00 - 1:30（木曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2022-04-08,2022-06-24
2022年4月8日,金曜 0:00（木曜深夜） 更新,,,,配信,dアニメストア,2022-04-08,
2022年4月8日,金曜 0:00（木曜深夜） 更新,,,,配信,Amazon Prime Video,2022-04-08,
2022年4月14日,木曜 23:30 更新,,,,配信,ABEMAビデオ,2022-04-14,
2022年4月14日,木曜 23:30 更新,,,,配信,Netflix,2022-04-14,
2022年4月14日,木曜 23:30 更新,,,,配信,Hulu,2022-04-14,
2022年4月14日,木曜 23:30 更新,,,,配信,バンダイチャンネル,2022-04-14,
2022年4月14日,木曜 23:30 更新,,,,配信,GYAO!,2022-04-14,
2022年4月14日,木曜 23:30 更新,,,,配信,TELASA,2022-04-14,
2022年4月14日,木曜 23:30 更新,,,,配信,J:COMオンデマンド,2022-04-14,
2022年4月14日,木曜 23:30 更新,,,,配信,milplus,2022-04-14,
2022年4月14日,木曜 23:30 更新,,,,配信,auスマートパスプレミアム,2022-04-14,
2022年4月14日,木曜 23:30 更新,,,,配信,U-NEXT,2022-04-14,
2022年4月14日,木曜 23:30 更新,,,,配信,アニメ放題,2022-04-14,
2022年4月14日,木曜 23:30 更新,,,,配信,ひかりTV,2022-04-14,
2022年4月14日,木曜 23:30 更新,,,,配信,FOD,2022-04-14,
2022年4月14日,木曜 23:30 更新,,,,配信,ニコニコチャンネル[43],2022-04-14,
2022年4月14日,木曜 23:30 更新,,,,配信,Disney+,2022-04-14,
2022年4月14日,木曜 23:30 更新,,,,配信,Rakuten TV,2022-04-14,
2022年4月14日,木曜 23:30 更新,,,,配信,ビデオマーケット,2022-04-14,
2022年4月14日,木曜 23:30 更新,,,,配信,DMM.com,2022-04-14,
2022年4月14日,木曜 23:30 更新,,,,配信,HAPPY!動画,2022-04-14,
2022年4月14日,木曜 23:30 更新,,,,配信,ムービーフルPlus,2022-04-14,
2022年4月14日,木曜 23:30 更新,,,,配信,クランクイン!ビデオ,2022-04-14,
2022年4月14日,木曜 23:30 - 金曜 0:00,,,,配信,ABEMA[44],2022-04-14,
2022年4月14日,木曜 23:30 - 金曜 0:00,,,,配信,ニコニコ生放送[43],2022-04-14,
