期間,時間,放送局,対象地域,備考,タイプ,開始,終了
2022年10月9日 - 12月25日,日曜 22:00 - 22:30,AT-X,日本全域,製作参加 / CS放送 / リピート放送あり,放送,2022-10-09,2022-12-25
2022年10月10日 - 12月26日,月曜 0:30 - 1:00（日曜深夜）,TOKYO MX,東京都,,放送,2022-10-10,2022-12-26
2022年10月10日 - 12月26日,月曜 0:30 - 1:00（日曜深夜）,サンテレビ,兵庫県,製作参加,放送,2022-10-10,2022-12-26
2022年10月10日 - 12月26日,月曜 0:45 - 1:15（日曜深夜）,KBS京都,京都府,,放送,2022-10-10,2022-12-26
2022年10月12日 - 12月28日,水曜 0:00 - 0:30（火曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,2022-10-12,2022-12-28
