期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2023年1月4日 - 3月22日,水曜 21:00 - 21:30,AT-X,日本全域,製作参加 / CS放送 / 字幕放送[32] / リピート放送あり,放送,,2023-01-04,2023-03-22
2023年1月5日 - 3月23日,木曜 1:00 - 1:30（水曜深夜）,TOKYO MX,東京都,,放送,,2023-01-05,2023-03-23
2023年1月5日 - 3月23日,木曜 1:00 - 1:30（水曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2023-01-05,2023-03-23
2023年1月5日 - 3月23日,木曜 2:05 - 2:35（水曜深夜）,テレビ愛知,愛知県,,放送,,2023-01-05,2023-03-23
2023年1月6日 -  3月24日,金曜 2:55 - 3:25（木曜深夜）,関西テレビ,近畿広域圏,製作参加,放送,,2023-01-06,2023-03-24
2022年1月5日,木曜 0:00 - 0:30（水曜深夜）,,,,配信,ABEMA,2022-01-05,
2022年1月8日,日曜 0:00（土曜深夜） 更新,,,,配信,dアニメストア,2022-01-08,
2022年1月12日,木曜 0:00（水曜深夜） 以降順次更新,,,,配信,ニコニコ生放送,2022-01-12,
2022年1月12日,木曜 0:00（水曜深夜） 以降順次更新,,,,配信,ニコニコチャンネル,2022-01-12,
2022年1月12日,木曜 0:00（水曜深夜） 以降順次更新,,,,配信,ひかりTV,2022-01-12,
2022年1月12日,木曜 0:00（水曜深夜） 以降順次更新,,,,配信,GYAO!,2022-01-12,
2022年1月12日,木曜 0:00（水曜深夜） 以降順次更新,,,,配信,FOD,2022-01-12,
2022年1月12日,木曜 0:00（水曜深夜） 以降順次更新,,,,配信,バンダイチャンネル,2022-01-12,
2022年1月12日,木曜 0:00（水曜深夜） 以降順次更新,,,,配信,Hulu,2022-01-12,
2022年1月12日,木曜 0:00（水曜深夜） 以降順次更新,,,,配信,TELASA,2022-01-12,
2022年1月12日,木曜 0:00（水曜深夜） 以降順次更新,,,,配信,J:COMオンデマンドメガパック,2022-01-12,
2022年1月12日,木曜 0:00（水曜深夜） 以降順次更新,,,,配信,milplus,2022-01-12,
2022年1月12日,木曜 0:00（水曜深夜） 以降順次更新,,,,配信,U-NEXT,2022-01-12,
2022年1月12日,木曜 0:00（水曜深夜） 以降順次更新,,,,配信,アニメ放題,2022-01-12,
2022年1月12日,木曜 0:00（水曜深夜） 以降順次更新,,,,配信,Amazon Prime Video,2022-01-12,
2022年1月12日,木曜 0:00（水曜深夜） 以降順次更新,,,,配信,DMM TV,2022-01-12,
2022年1月12日,木曜 0:00（水曜深夜） 以降順次更新,,,,配信,カンテレドーガ,2022-01-12,
2022年1月12日,木曜 0:00（水曜深夜） 以降順次更新,,,,配信,TVer,2022-01-12,
2022年1月12日,木曜 0:00（水曜深夜） 以降順次更新,,,,配信,Rakuten TV,2022-01-12,
2022年1月12日,木曜 0:00（水曜深夜） 以降順次更新,,,,配信,music.jp,2022-01-12,
2022年1月12日,木曜 0:00（水曜深夜） 以降順次更新,,,,配信,ビデオマーケット,2022-01-12,
2022年1月12日,木曜 0:00（水曜深夜） 以降順次更新,,,,配信,HAPPY!動画,2022-01-12,
2022年1月12日,木曜 0:00（水曜深夜） 以降順次更新,,,,配信,クランクイン！ビデオ,2022-01-12,
