期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2022年1月7日 - 3月25日,金曜 22:00 - 22:30,AT-X,日本全域,製作参加 / CS放送 / 字幕放送[41] / リピート放送あり,放送,,2022-01-07,2022-03-25
2022年1月7日 - 3月25日,金曜 22:30 - 23:00,TOKYO MX,東京都,,放送,,2022-01-07,2022-03-25
2022年1月7日 - 3月25日,金曜 23:00 - 23:30,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2022-01-07,2022-03-25
2022年1月8日 - 3月26日,土曜 0:00 - 0:30（金曜深夜）,KBS京都,京都府,,放送,,2022-01-08,2022-03-26
2022年1月8日 - 3月26日,土曜 0:00 - 0:30（金曜深夜）,サンテレビ,兵庫県,,放送,,2022-01-08,2022-03-26
2022年1月8日 - 3月26日,土曜 3:05 - 3:35（金曜深夜）,テレビ愛知,愛知県,,放送,,2022-01-08,2022-03-26
2022年1月7日,金曜 22:30 更新,,,,配信,dアニメストア,2022-01-07,
2022年1月10日,月曜 22:30 更新,,,,配信,ABEMA,2022-01-10,
2022年1月14日,金曜 22:30 - 23:00,,,,配信,ニコニコ生放送,2022-01-14,
2022年1月14日以降順次,金曜 22:30 以降順次更新,,,,配信,ニコニコチャンネル,2022-01-14,
2022年1月14日以降順次,金曜 22:30 以降順次更新,,,,配信,GYAO!,2022-01-14,
2022年1月14日以降順次,金曜 22:30 以降順次更新,,,,配信,ひかりTV,2022-01-14,
2022年1月14日以降順次,金曜 22:30 以降順次更新,,,,配信,FOD,2022-01-14,
2022年1月14日以降順次,金曜 22:30 以降順次更新,,,,配信,バンダイチャンネル,2022-01-14,
2022年1月14日以降順次,金曜 22:30 以降順次更新,,,,配信,Hulu,2022-01-14,
2022年1月14日以降順次,金曜 22:30 以降順次更新,,,,配信,TELASA,2022-01-14,
2022年1月14日以降順次,金曜 22:30 以降順次更新,,,,配信,J:COMオンデマンド,2022-01-14,
2022年1月14日以降順次,金曜 22:30 以降順次更新,,,,配信,みるプラス,2022-01-14,
2022年1月14日以降順次,金曜 22:30 以降順次更新,,,,配信,U-NEXT,2022-01-14,
2022年1月14日以降順次,金曜 22:30 以降順次更新,,,,配信,アニメ放題,2022-01-14,
2022年1月14日以降順次,金曜 22:30 以降順次更新,,,,配信,Amazon Prime Video,2022-01-14,
2022年1月14日以降順次,金曜 22:30 以降順次更新,,,,配信,アニメカ,2022-01-14,
2022年1月14日以降順次,金曜 22:30 以降順次更新,,,,配信,Rakuten TV,2022-01-14,
2022年1月14日以降順次,金曜 22:30 以降順次更新,,,,配信,DMM.com,2022-01-14,
2022年1月14日以降順次,金曜 22:30 以降順次更新,,,,配信,music.jp,2022-01-14,
2022年1月14日以降順次,金曜 22:30 以降順次更新,,,,配信,ビデオマーケット,2022-01-14,
2022年1月14日以降順次,金曜 22:30 以降順次更新,,,,配信,HAPPY!動画,2022-01-14,
2022年1月14日以降順次,金曜 22:30 以降順次更新,,,,配信,クランクイン！ビデオ,2022-01-14,
