期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2015年7月7日 - 9月29日,火曜 23:00 - 23:30,AT-X,日本全域,製作参加 / CS放送 / リピート放送あり,放送,,2015-07-07,2015-09-29
2015年7月9日 - 10月1日,木曜 0:00 - 0:30（水曜深夜）,TOKYO MX,東京都,,放送,,2015-07-09,2015-10-01
2015年7月9日 - 10月1日,木曜 0:30 - 1:00（水曜深夜）,サンテレビ,兵庫県,,放送,,2015-07-09,2015-10-01
2015年7月9日 - 10月1日,木曜 1:00 - 1:30（水曜深夜）,KBS京都,京都府,,放送,,2015-07-09,2015-10-01
2015年7月9日 - 10月1日,木曜 2:05 - 2:35（水曜深夜）,テレビ愛知,愛知県,,放送,,2015-07-09,2015-10-01
2015年7月10日 - 10月2日,金曜 0:00 - 0:30（木曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2015-07-10,2015-10-02
2015年7月10日,金曜 0:30（木曜深夜） 更新,,,,配信,GYAO!,2015-07-10,
2015年7月17日,金曜 1:30 - 2:00（木曜深夜）,,,,配信,ニコニコ生放送,2015-07-17,
2015年7月17日,金曜 2:00（木曜深夜） 更新,,,,配信,ニコニコチャンネル,2015-07-17,
2015年7月17日,金曜 12:00 更新,,,,配信,バンダイチャンネル,2015-07-17,
2018年1月9日 - 4月3日,火曜 22:30 - 23:00,AT-X,日本全域,製作参加 / CS放送 / リピート放送あり,放送,,2018-01-09,2018-04-03
2018年1月10日 - 4月4日,水曜 0:30 - 1:00（火曜深夜）,TOKYO MX,東京都,,放送,,2018-01-10,2018-04-04
2018年1月10日 - 4月4日,水曜 1:35 - 2:05（火曜深夜）,テレビ愛知,愛知県,,放送,,2018-01-10,2018-04-04
2018年1月10日 - 4月4日,水曜 2:30 - 3:00（火曜深夜）,毎日放送,近畿広域圏,『アニメ特区』第1部,放送,,2018-01-10,2018-04-04
2018年1月11日 - 4月5日,木曜 0:00 - 0:30（水曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2018-01-11,2018-04-05
2018年1月10日,水曜 0:00（火曜深夜） 更新,,,,配信,ひかりTV,2018-01-10,
2018年1月10日,水曜 0:00 - 0:30（火曜深夜）,,,,配信,AbemaTV Abemaアニメチャンネル（旧新作TVアニメチャンネル）,2018-01-10,
2018年7月10日 - 10月2日,火曜 22:00 - 22:30,AT-X,日本全域,製作参加 / CS放送 / リピート放送あり,放送,,2018-07-10,2018-10-02
2018年7月11日 - 10月3日,水曜 0:30 - 1:00（火曜深夜）,TOKYO MX,東京都,,放送,,2018-07-11,2018-10-03
2018年7月11日 - 10月3日,水曜 2:30 - 3:00（火曜深夜）,毎日放送,近畿広域圏,『アニメ特区』第1部 / 最終話は『アニメ特区』第2部（火曜深夜3:00 - 3:30）,放送,,2018-07-11,2018-10-03
2018年7月12日 - 10月4日,木曜 0:00 - 0:30（水曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2018-07-12,2018-10-04
2018年7月13日 - 10月5日,金曜 2:35 - 3:05（木曜深夜）,テレビ愛知,愛知県,,放送,,2018-07-13,2018-10-05
2018年7月11日,水曜 0:00 - 0:30,,,,配信,ひかりTV / AbemaTV,2018-07-11,
2018年7月14日,土曜 11:30 更新,,,,配信,dTVチャンネル,2018-07-14,
2018年7月18日,水曜 更新,,,,配信,U-NEXT,2018-07-18,
2022年7月5日 - 9月27日,火曜 22:00 - 22:30,AT-X,日本全域,製作参加 / CS放送 / 字幕放送[23] / リピート放送あり,放送,,2022-07-05,2022-09-27
2022年7月6日 - 9月28日,水曜 0:30 - 1:00（火曜深夜）,TOKYO MX,東京都,,放送,,2022-07-06,2022-09-28
2022年7月6日 - 9月28日,水曜 0:30 - 1:00（火曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2022-07-06,2022-09-28
2022年7月6日 - 9月28日,水曜 1:30 - 2:00（火曜深夜）,テレビ愛知,愛知県,,放送,,2022-07-06,2022-09-28
2022年7月6日 - 9月28日,水曜 2:30 - 3:00（火曜深夜）,毎日放送,近畿広域圏,『アニメ特区』第1部,放送,,2022-07-06,2022-09-28
2022年7月5日,水曜 0:00（火曜深夜） 更新,,,,配信,ひかりTV,2022-07-05,
2022年7月5日,水曜 0:00（火曜深夜） 更新,,,,配信,dアニメストア,2022-07-05,
2022年7月5日,水曜 0:00（火曜深夜） 更新,,,,配信,ABEMA,2022-07-05,
