期間,時間,放送局,対象地域,備考,タイプ,開始,終了
2023年1月12日 - 3月23日,木曜 0:55 - 1:25（水曜深夜）,フジテレビ,関東広域圏,製作参加 / 『+Ultra』枠,放送,2023-01-12,2023-03-23
2023年1月12日 - 3月23日,木曜 1:55 - 2:25（水曜深夜）,テレビ西日本,福岡県,,放送,2023-01-12,2023-03-23
2023年1月13日 - 3月24日,金曜 2:25 - 2:55（木曜深夜）,関西テレビ,近畿広域圏,,放送,2023-01-13,2023-03-24
2023年1月15日 - 3月26日,日曜 1:45 - 2:15（土曜深夜）,東海テレビ,中京広域圏,,放送,2023-01-15,2023-03-26
2023年1月15日 - 3月26日,日曜 23:00 - 23:30,AT-X,日本全域,CS放送 / 字幕放送[19] / リピート放送あり,放送,2023-01-15,2023-03-26
2023年1月16日 - 3月27日,月曜 1:10 - 1:40（日曜深夜）,北海道文化放送,北海道,,放送,2023-01-16,2023-03-27
2023年1月19日 - 3月30日,木曜 0:00 - 0:30（水曜深夜）,BSフジ,日本全域,製作参加 / BS放送 / 『アニメギルド』枠,放送,2023-01-19,2023-03-30
