期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2020年7月11日 - 9月26日,土曜 1:25 - 1:55（金曜深夜）,毎日放送（製作参加）をはじめとするTBS系列全28局,日本国内[注 5],字幕放送 / 連動データ放送『スーパーアニメイズム』枠,放送,,2020-07-11,2020-09-26
2020年7月12日 - 9月27日,日曜 23:00 - 23:30,AT-X,日本全域,CS放送 / リピート放送あり,放送,,2020-07-12,2020-09-27
2020年7月11日,土曜 2:00（金曜深夜） 更新,,,,配信,dアニメストア,2020-07-11,
2020年7月11日,土曜 2:00（金曜深夜） 更新,,,,配信,Netflix,2020-07-11,
2020年7月16日,木曜 2:00（水曜深夜） 更新,,,,配信,U-NEXT,2020-07-16,
2020年7月16日,木曜 2:00（水曜深夜） 更新,,,,配信,アニメ放題,2020-07-16,
2020年7月16日,木曜 2:00（水曜深夜） 更新,,,,配信,Amazon Prime Video,2020-07-16,
2020年7月16日,木曜 2:00（水曜深夜） 更新,,,,配信,ニコニコチャンネル,2020-07-16,
2020年7月16日,木曜 2:00（水曜深夜） 更新,,,,配信,FOD,2020-07-16,
2020年7月16日,木曜 2:00（水曜深夜） 更新,,,,配信,ABEMA,2020-07-16,
2020年7月16日,木曜 2:00（水曜深夜） 更新,,,,配信,ひかりTV,2020-07-16,
2020年7月16日,木曜 2:00（水曜深夜） 更新,,,,配信,dTV,2020-07-16,
2020年7月16日,木曜 2:00（水曜深夜） 更新,,,,配信,GYAO!,2020-07-16,
2020年7月16日,木曜 2:00（水曜深夜） 更新,,,,配信,MBS動画イズム,2020-07-16,
2020年7月16日,木曜 2:00（水曜深夜） 更新,,,,配信,TVer,2020-07-16,
2020年7月16日,木曜 2:00（水曜深夜） 更新,,,,配信,クランクイン！ビデオ,2020-07-16,
2020年7月16日,木曜 2:00（水曜深夜） 更新,,,,配信,ビデオマーケット,2020-07-16,
2020年7月16日,木曜 2:00（水曜深夜） 更新,,,,配信,music.jp,2020-07-16,
2020年7月16日,木曜 2:00（水曜深夜） 更新,,,,配信,バンダイチャンネル,2020-07-16,
2020年7月16日,木曜 2:00（水曜深夜） 更新,,,,配信,Hulu,2020-07-16,
2020年7月16日,木曜 10:00 更新,,,,配信,DMM.com,2020-07-16,
2020年7月16日,木曜 12:00 更新,,,,配信,J:COMオンデマンド,2020-07-16,
2020年7月16日,木曜 12:00 更新,,,,配信,auスマートパスプレミアム,2020-07-16,
2020年7月16日,木曜 12:00 更新,,,,配信,milplus,2020-07-16,
2020年7月16日,木曜 12:00 更新,,,,配信,HAPPY!動画,2020-07-16,
2020年7月16日,木曜 12:00 更新,,,,配信,TELASA,2020-07-16,
2020年7月16日,木曜 23:00 - 23:30,,,,配信,ニコニコ生放送,2020-07-16,
2022年7月2日 - 9月17日,土曜 1:25 - 1:55（金曜深夜）,毎日放送（製作参加）をはじめとするTBS系列全28局,日本国内[注 5],字幕放送 / 連動データ放送『スーパーアニメイズム』枠,放送,,2022-07-02,2022-09-17
2022年7月2日 - 9月17日,土曜 2:30 - 3:00（金曜深夜）,BS-TBS,日本全域,BS/BS4K放送[50],放送,,2022-07-02,2022-09-17
2022年7月7日 -,木曜 21:30 - 22:00,AT-X,日本全域,CS放送 / 字幕放送[51] / リピート放送あり,放送,,2022-07-07,
2022年7月2日,土曜 2:00（金曜深夜） 更新,,,,配信,dアニメストア,2022-07-02,
2022年7月2日,土曜 2:00（金曜深夜） 更新,,,,配信,ひかりTV,2022-07-02,
2022年7月7日,木曜 2:00（水曜深夜） 更新,,,,配信,U-NEXT,2022-07-07,
2022年7月7日,木曜 2:00（水曜深夜） 更新,,,,配信,ABEMA,2022-07-07,
2022年7月7日,木曜 2:00（水曜深夜） 更新,,,,配信,Disney+,2022-07-07,
2022年7月7日,木曜 2:00（水曜深夜） 更新,,,,配信,Netflix,2022-07-07,
2022年7月7日,木曜 2:00（水曜深夜） 更新,,,,配信,Amazon Prime Video,2022-07-07,
2022年7月7日,木曜 2:00（水曜深夜） 更新,,,,配信,アニメ放題,2022-07-07,
2022年7月7日,木曜 2:00（水曜深夜） 更新,,,,配信,バンダイチャンネル,2022-07-07,
2022年7月7日,木曜 2:00（水曜深夜） 更新,,,,配信,Hulu,2022-07-07,
2022年7月7日,木曜 2:00（水曜深夜） 更新,,,,配信,FOD,2022-07-07,
2022年7月7日,木曜 2:00（水曜深夜） 更新,,,,配信,MBS動画イズム,2022-07-07,
2022年7月7日,木曜 2:00（水曜深夜） 更新,,,,配信,GYAO!,2022-07-07,
2022年7月7日,木曜 2:00（水曜深夜） 更新,,,,配信,dTV,2022-07-07,
2022年7月7日,木曜 2:00（水曜深夜） 更新,,,,配信,ニコニコチャンネル,2022-07-07,
2022年7月7日,木曜 2:00（水曜深夜） 更新,,,,配信,TVer,2022-07-07,
2022年7月7日,木曜 2:00（水曜深夜） 更新,,,,配信,ビデオマーケット,2022-07-07,
2022年7月7日,木曜 2:00（水曜深夜） 更新,,,,配信,music.jp,2022-07-07,
2022年7月7日,木曜 2:00（水曜深夜） 更新,,,,配信,GYAO!ストア,2022-07-07,
2022年7月7日,木曜 2:00（水曜深夜） 更新,,,,配信,クランクイン！ビデオ,2022-07-07,
2022年7月7日,木曜 10:00 更新,,,,配信,DMM.com,2022-07-07,
2022年7月7日,木曜 12:00 更新,,,,配信,HAPPY!動画,2022-07-07,
2022年7月7日,木曜 22:30 - 23:00,,,,配信,ニコニコ生放送,2022-07-07,
2022年7月8日,金曜 0:00（木曜深夜） 更新,,,,配信,TELASA,2022-07-08,
2022年7月8日,金曜 0:00（木曜深夜） 更新,,,,配信,J:COMオンデマンド,2022-07-08,
2022年7月8日,金曜 0:00（木曜深夜） 更新,,,,配信,milplus,2022-07-08,
2022年7月8日,金曜 0:00（木曜深夜） 更新,,,,配信,auスマートパスプレミアム,2022-07-08,
2023年7月8日 -,土曜  1:23 - 1:53（金曜深夜）,毎日放送をはじめとするTBS系列全28局,日本国内[注 5],『スーパーアニメイズム』枠,放送,,2023-07-08,
