期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2020年1月11日 - 3月28日,土曜 21:00 - 21:30,AT-X,日本全域,製作参加 / CS放送 / 字幕放送 / リピート放送あり,放送,,2020-01-11,2020-03-28
2020年1月12日 - 3月29日,日曜 22:00 - 22:30,TOKYO MX,東京都,,放送,,2020-01-12,2020-03-29
2020年1月12日 - 3月29日,日曜 23:30 - 月曜 0:00,サンテレビ,兵庫県,,放送,,2020-01-12,2020-03-29
2020年1月14日 - 3月31日,火曜 0:00 - 0:30（月曜深夜）,BSフジ,日本全域,BS/BS4K放送 / 『アニメギルド』枠,放送,,2020-01-14,2020-03-31
2020年1月12日,日曜 22:30 更新,,,,配信,ビデオマーケット,2020-01-12,
2020年1月12日,日曜 22:30 更新,,,,配信,GYAO!ストア,2020-01-12,
2020年1月12日,日曜 22:30 更新,,,,配信,DMM.com,2020-01-12,
2020年1月12日,日曜 22:30 更新,,,,配信,music.jp,2020-01-12,
2020年1月12日,日曜 22:30 更新,,,,配信,COCORO VIDEO,2020-01-12,
2020年1月12日,日曜 22:30 更新,,,,配信,dアニメストア,2020-01-12,
2020年1月12日,日曜 22:30 更新,,,,配信,FOD,2020-01-12,
2020年1月12日,日曜 22:30 更新,,,,配信,Rakuten TV,2020-01-12,
2020年1月12日,日曜 22:30 更新,,,,配信,U-NEXT,2020-01-12,
2020年1月12日,日曜 22:30 更新,,,,配信,アニメ放題,2020-01-12,
2020年1月12日,日曜 22:30 更新,,,,配信,TSUTAYA TV,2020-01-12,
2020年1月12日,日曜 22:30 更新,,,,配信,あにてれ,2020-01-12,
2020年1月12日,日曜 22:30 更新,,,,配信,HAPPY!動画,2020-01-12,
2020年1月13日,月曜 10:00 更新,,,,配信,ビデックスJP,2020-01-13,
2020年1月13日,月曜 12:00 更新,,,,配信,ふらっと動画,2020-01-13,
2020年1月13日,月曜 12:00 更新,,,,配信,ジャンバリ.TVプレミアム,2020-01-13,
2020年1月14日 - 3月31日,火曜 0:00 更新,,,,配信,J:COMオンデマンド,2020-01-14,2020-03-31
2020年1月14日 - 3月31日,火曜 0:00 更新,,,,配信,ビデオパス,2020-01-14,2020-03-31
2020年1月14日 - 3月31日,火曜 0:00 更新,,,,配信,milplus,2020-01-14,2020-03-31
2020年1月 -,不明,,,,配信,Google Play,2020-01-11,
2020年1月11日 - ,不明,,,,配信,AbemaTV,,2020-01-11
2020年1月11日 - ,不明,,,,配信,Amazonプライム・ビデオ,,2020-01-11
