期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2020年4月3日 - 6月19日,金曜 22:00 - 22:30,TOKYO MX,東京都,,放送,,2020-04-03,2020-06-19
2020年4月3日 - 6月19日,金曜 23:30 - 土曜 0:00,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2020-04-03,2020-06-19
2020年4月26日 - 6月21日,日曜 1:30 - 2:00（土曜深夜）,サンテレビ,兵庫県,第6話まで2話連続放送。,放送,,2020-04-26,2020-06-21
2020年4月26日 - 6月21日,日曜 2:30 - 3:00（土曜深夜）,KBS京都,京都府,第6話まで2話連続放送。,放送,,2020-04-26,2020-06-21
2020年5月15日 -,金曜 1:30 - 2:00（木曜深夜）,日テレプラス,日本全域,CS放送 / リピート放送あり,放送,,2020-05-15,
2020年4月3日,金曜 22:00 - 22:30,,,,配信,ABEMA,2020-04-03,
2020年4月10日,金曜 0:00（木曜深夜） 更新,,,,配信,Amazonプライムビデオ,2020-04-10,
2020年4月10日,金曜 0:00（木曜深夜） 更新,,,,配信,dアニメストア,2020-04-10,
2020年4月10日,金曜 0:00（木曜深夜） 更新,,,,配信,dTV,2020-04-10,
2020年4月10日,金曜 0:00（木曜深夜） 更新,,,,配信,FOD,2020-04-10,
2020年4月10日,金曜 0:00（木曜深夜） 更新,,,,配信,Netflix,2020-04-10,
2020年4月10日,金曜 0:00（木曜深夜） 更新,,,,配信,TSUTAYA TV,2020-04-10,
2020年4月10日,金曜 0:00（木曜深夜） 更新,,,,配信,ニコニコチャンネル,2020-04-10,
2020年4月10日,金曜 0:00（木曜深夜） 更新,,,,配信,バンダイチャンネル,2020-04-10,
2020年4月10日,金曜 0:00（木曜深夜） 更新,,,,配信,ひかりTV,2020-04-10,
2020年4月10日,金曜 0:00（木曜深夜） 更新,,,,配信,ビデオマーケット,2020-04-10,
2020年4月10日,金曜 0:00（木曜深夜） 更新,,,,配信,Rakuten TV,2020-04-10,
2020年4月10日,金曜 0:00 - 0:30（木曜深夜）,,,,配信,ニコニコ生放送,2020-04-10,
