期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2020年1月10日 - 3月27日,金曜 0:30 - 1:00（木曜深夜）,TOKYO MX,東京都,,放送,,2020-01-10,2020-03-27
2020年1月14日 - 3月31日,火曜 0:00 - 0:30（月曜深夜）,BS日テレ,日本全域,BS放送 /『アニメにむちゅ〜』枠,放送,,2020-01-14,2020-03-31
2020年1月10日,金曜 0:00 - 0:30,,,,配信,AbemaTV,2020-01-10,
2020年1月12日,日曜 12:00 更新,,,,配信,dアニメストア,2020-01-12,
2020年1月13日,月曜 12:00 更新,,,,配信,Netflix,2020-01-13,
2020年1月13日,月曜 12:00 更新,,,,配信,Amazonプライム・ビデオ,2020-01-13,
2020年1月13日,月曜 12:00 更新,,,,配信,Hulu,2020-01-13,
2020年1月13日,月曜 12:00 更新,,,,配信,U-NEXT,2020-01-13,
2020年1月13日,月曜 12:00 更新,,,,配信,ビデオパス,2020-01-13,
2020年1月13日,月曜 12:00 更新,,,,配信,dTV,2020-01-13,
2020年1月13日,月曜 12:00 更新,,,,配信,バンダイチャンネル,2020-01-13,
2020年1月13日,月曜 12:00 更新,,,,配信,ひかりTV,2020-01-13,
2020年1月13日,月曜 12:00 更新,,,,配信,アニメ放題,2020-01-13,
2020年1月13日,月曜 12:00 更新,,,,配信,J:COMオンデマンド,2020-01-13,
2020年1月13日,月曜 12:00 更新,,,,配信,auスマートパス,2020-01-13,
2020年1月13日,月曜 12:00 更新,,,,配信,ニコニコ動画,2020-01-13,
2020年1月13日,月曜 12:00 更新,,,,配信,あにてれ,2020-01-13,
2020年1月13日,月曜 12:00 更新,,,,配信,GYAO!,2020-01-13,
2020年1月13日,月曜 12:00 更新,,,,配信,ビデオマーケット,2020-01-13,
2020年1月13日,月曜 12:00 更新,,,,配信,HAPPY動画,2020-01-13,
