期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2020年10月3日 - 2021年3月27日,土曜 1:23 - 1:53（金曜深夜）,テレビ東京,東京都,,放送,,2020-10-03,2021-03-27
2020年10月3日 - 2021年3月27日,土曜 2:05 - 2:35（金曜深夜）,テレビ愛知,愛知県,,放送,,2020-10-03,2021-03-27
2020年10月3日 - 2021年3月27日,土曜 2:10 - 2:40（金曜深夜）,テレビ大阪,大阪府,,放送,,2020-10-03,2021-03-27
2020年10月8日 - 12月24日2021年1月5日2021年1月12日 - 3月30日,木曜 23:00 - 23:30火曜 23:00 - 水曜 0:00火曜 23:00 - 23:30,AT-X,日本全域,CS放送 / リピート放送あり2021年1月5日のみ2話連続放送[21],放送,,2020-10-08,
2020年10月3日,土曜 12:00 更新,,,,配信,dアニメストア,2020-10-03,
2020年10月3日,土曜 12:00 更新,,,,配信,ビデオマーケット,2020-10-03,
2020年10月3日,土曜 12:00 更新,,,,配信,music.jp,2020-10-03,
2020年10月3日,土曜 12:00 更新,,,,配信,DMM.com,2020-10-03,
2020年10月3日,土曜 12:00 更新,,,,配信,GYAO!ストア,2020-10-03,
2020年10月3日,土曜 12:00 更新,,,,配信,ココロビデオ,2020-10-03,
2020年10月3日,土曜 12:00 更新,,,,配信,HAPPY!動画,2020-10-03,
2020年10月3日,土曜 12:00 更新,,,,配信,Rakuten TV,2020-10-03,
2020年10月3日,土曜 12:00 更新,,,,配信,Google Play,2020-10-03,
2020年10月3日,土曜 12:00 更新,,,,配信,バンダイチャンネル,2020-10-03,
2020年10月3日,土曜 12:00 更新,,,,配信,ムービーフル / ムービーフルplus,2020-10-03,
2020年10月3日,土曜 12:00 更新,,,,配信,TSUTAYA TV,2020-10-03,
2020年10月3日,土曜 12:00 更新,,,,配信,J:COMオンデマンド,2020-10-03,
2020年10月3日,土曜 12:00 更新,,,,配信,TELASA,2020-10-03,
2020年10月3日,土曜 12:00 更新,,,,配信,ニコニコ動画,2020-10-03,
2020年10月3日,土曜 12:00 更新,,,,配信,Amazonプライム・ビデオ,2020-10-03,
2020年10月3日,土曜 12:00 更新,,,,配信,ひかりTV,2020-10-03,
2020年10月6日,火曜 12:00 更新,,,,配信,あにてれ,2020-10-06,
2020年10月6日,火曜 12:00 更新,,,,配信,ふらっと動画,2020-10-06,
2020年10月6日,火曜 12:00 更新,,,,配信,auスマートパスプレミアム,2020-10-06,
2020年10月6日,火曜 12:00 更新,,,,配信,Hulu,2020-10-06,
2020年10月6日,火曜 12:00 更新,,,,配信,U-NEXT,2020-10-06,
2020年10月9日,金曜 12:00 更新,,,,配信,dTV,2020-10-09,
2020年10月13日,火曜 12:00 更新,,,,配信,ABEMA,2020-10-13,
