期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2014年10月17日 - 12月26日,金曜 2:19 - 2:49（木曜深夜）[注 39],毎日放送,近畿広域圏,製作局,放送,,2014-10-17,2014-12-26
2014年10月18日 - 12月27日,土曜 2:25 - 2:55（金曜深夜）[注 40],TBSテレビ,関東広域圏,,放送,,2014-10-18,2014-12-27
2014年10月18日 - 12月27日,土曜 3:12 - 3:42（金曜深夜）[注 41],CBCテレビ,中京広域圏,,放送,,2014-10-18,2014-12-27
2014年10月19日 - 12月28日,日曜 0:30 - 1:00（土曜深夜）[注 42],BS-TBS,日本全域,BS放送,放送,,2014-10-19,2014-12-28
2014年10月23日 - 2015年1月15日,木曜 1:35 - 2:05（水曜深夜）,南日本放送,鹿児島県,,放送,,2014-10-23,2015-01-15
2014年10月19日,日曜 22:00 - 22:30,,,,配信,ニコニコ生放送,2014-10-19,
2014年10月19日,日曜 22:30 更新,,,,配信,ニコニコチャンネル,2014-10-19,
2014年10月19日,日曜 23:00 更新,,,,配信,バンダイチャンネル,2014-10-19,
2014年10月20日,月曜 12:00 更新,,,,配信,dアニメストア,2014-10-20,
2017年10月7日 - 2018年1月6日,土曜 1:55 - 2:25（金曜深夜）,毎日放送,近畿広域圏,製作局,放送,,2017-10-07,2018-01-06
2017年10月7日 - 2018年1月6日,土曜 1:55 - 2:25（金曜深夜）,TBSテレビ,関東広域圏,,放送,,2017-10-07,2018-01-06
2017年10月7日 - 2018年1月6日,土曜 2:39 - 3:09（金曜深夜）,CBCテレビ,中京広域圏,,放送,,2017-10-07,2018-01-06
2017年10月8日 - 2018年1月7日,日曜 0:00 - 0:30（土曜深夜）,BS-TBS,日本全域,BS放送,放送,,2017-10-08,2018-01-07
2017年10月9日 - 2018年1月11日,月曜 22:00 - 22:30,AT-X,日本全域,CS放送 / リピート放送あり最終回は木曜 0:00 - 0:30（水曜深夜）,放送,,2017-10-09,2018-01-11
2017年10月7日,土曜 2:25（金曜深夜） 更新,,,,配信,Amazon Prime Video,2017-10-07,
2017年11月21日,火曜 0:00（月曜深夜） 更新,,,,配信,ニコニコチャンネル,2017-11-21,
2017年11月21日,火曜 0:00（月曜深夜） 更新,,,,配信,GYAO!ストア,2017-11-21,
2017年11月21日,火曜 0:00（月曜深夜） 更新,,,,配信,ビデオマーケット,2017-11-21,
2017年11月21日,火曜 0:00（月曜深夜） 更新,,,,配信,初回は『鷲尾須美の章』第1話 - 第3話同時配信,2017-11-21,
2021年10月2日 - 12月18日,土曜 1:55 - 2:25（金曜深夜）,毎日放送,近畿広域圏,製作局 / 字幕放送,放送,,2021-10-02,2021-12-18
2021年10月2日 - 12月18日,土曜 1:55 - 2:25（金曜深夜）,TBSテレビ,関東広域圏,字幕放送,放送,,2021-10-02,2021-12-18
2021年10月2日 - 12月18日,土曜 2:30 - 3:00（金曜深夜）,BS-TBS,日本全域,BS/BS4K放送,放送,,2021-10-02,2021-12-18
2021年10月4日 - 12月20日,月曜 21:00 - 21:30,AT-X,日本全域,CS放送 / 字幕放送[40] / リピート放送あり,放送,,2021-10-04,2021-12-20
