期間,時間,放送局,"対象地域
[11]",タイプ,開始,終了
2017年4月7日 - 6月23日2018年7月9日 - 12月17日2019年10月7日 - 12月23日2020年10月2日 - 12月22日,金曜 21:55 - 22:00月曜 21:54 - 22:00月曜 21:54 - 22:00金曜 21:54 - 22:00,TOKYO MX,東京都,放送,2017-04-07,
