期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2022年7月24日 - 10月9日,日曜 2:00 - 2:30（土曜深夜）,朝日放送テレビ（幹事局）、メ〜テレ（製作参加）およびテレビ朝日系列全24局,日本国内[注釈 1],『ANiMAZiNG!!!』枠,放送,,2022-07-24,2022-10-09
2022年7月27日 - 10月12日,水曜 20:30 - 21:00,AT-X,日本全域,CS放送 / 字幕放送[22] / リピート放送あり,放送,,2022-07-27,2022-10-12
2022年7月30日 - 10月15日,土曜 2:00 - 2:30（金曜深夜）,BS12 トゥエルビ,日本全域,BS放送 / 『アニメ26』枠,放送,,2022-07-30,2022-10-15
2022年7月24日,日曜 2:30（土曜深夜）更新,,,,配信,バンダイチャンネル,2022-07-24,
2022年7月24日,日曜 2:30（土曜深夜）更新,,,,配信,Hulu,2022-07-24,
2022年7月26日,火曜 2:30（月曜深夜）更新,,,,配信,Amazon Prime Video,2022-07-26,
2022年7月26日,火曜 2:30（月曜深夜）更新,,,,配信,U-NEXT,2022-07-26,
2022年7月26日,火曜 2:30（月曜深夜）更新,,,,配信,アニメ放題,2022-07-26,
2022年7月26日,火曜 2:30（月曜深夜）更新,,,,配信,ABEMA,2022-07-26,
2022年7月26日,火曜 2:30（月曜深夜）更新,,,,配信,dアニメストア（本店・ニコニコ支店・for Prime Video）,2022-07-26,
2022年7月26日,火曜 2:30（月曜深夜）更新,,,,配信,GYAO!,2022-07-26,
2022年7月26日,火曜 2:30（月曜深夜）更新,,,,配信,FOD,2022-07-26,
2022年7月26日,火曜 2:30（月曜深夜）更新,,,,配信,ひかりTV,2022-07-26,
2022年7月26日,火曜 2:30（月曜深夜）更新,,,,配信,niconico,2022-07-26,
2022年7月26日,火曜 2:30 - 3:00（月曜深夜）,,,,配信,ニコニコ生放送[23],2022-07-26,
2022年7月26日,火曜 12:00 更新,,,,配信,TVer,2022-07-26,
2022年7月27日,水曜 0:00（火曜深夜）更新,,,,配信,TELASA,2022-07-27,
2022年7月27日,水曜 0:00（火曜深夜）更新,,,,配信,J:COMオンデマンド,2022-07-27,
2022年7月27日,水曜 0:00（火曜深夜）更新,,,,配信,milplus,2022-07-27,
2022年7月27日,水曜 0:00（火曜深夜）更新,,,,配信,auスマートパスプレミアム,2022-07-27,
