期間,時間,放送局,対象地域,備考,タイプ,開始,終了
2022年10月5日 - 12月21日,水曜 23:30 - 木曜 0:00,AT-X,日本全域,製作参加 / CS放送 / リピート放送ありR15+指定 / 《すごく不徳な AT-X ver.》での放送[29],放送,2022-10-05,2022-12-21
2022年10月6日 - 12月22日,木曜 1:30 - 2:00（水曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,2022-10-06,2022-12-22
2022年10月6日 - 12月22日,木曜 1:35 - 2:05（水曜深夜）,TOKYO MX,東京都,,放送,2022-10-06,2022-12-22
2022年10月6日 - 12月22日,木曜 1:35 - 2:05（水曜深夜）,KBS京都,京都府,,放送,2022-10-06,2022-12-22
2022年10月6日 - 12月22日,木曜 1:35 - 2:05（水曜深夜）,サンテレビ,兵庫県,,放送,2022-10-06,2022-12-22
2022年10月7日 - 12月23日,金曜 3:05 - 3:35（木曜深夜）,テレビ愛知,愛知県,,放送,2022-10-07,2022-12-23
