期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2021年10月11日 - 12月27日,月曜 23:00 - 23:30,AT-X,日本全域,製作参加 / CS放送 / リピート放送あり,放送,,2021-10-11,2021-12-27
2021年10月12日 - 12月28日,火曜 0:00 - 0:30（月曜深夜）,TOKYO MX,東京都,製作参加,放送,,2021-10-12,2021-12-28
2021年10月12日 - 12月28日,火曜 0:00 - 0:30（月曜深夜）,BS11,日本全域,製作参加 / BS放送 / 『ANIME+』枠,放送,,2021-10-12,2021-12-28
2021年10月12日 - 12月28日,火曜 1:59 - 2:29（月曜深夜）,読売テレビ,近畿広域圏,『MANPA』第1部,放送,,2021-10-12,2021-12-28
2021年10月12日,火曜 0:00（月曜深夜） 更新,,,,配信,dアニメストア,2021-10-12,
2021年10月15日,金曜  0:00（木曜深夜） 更新,,,,配信,ABEMAビデオ（ABEMAプレミアム会員限定）,2021-10-15,
2021年10月15日,金曜 1:30 - 2:00（木曜深夜）,,,,配信,ABEMA,2021-10-15,
2021年10月19日以降,火曜 0:00（月曜深夜） 更新,,,,配信,ニコニコチャンネル,2021-10-19,
2021年10月19日以降,火曜 0:00（月曜深夜） 更新,,,,配信,GYAO!,2021-10-19,
2021年10月19日以降,火曜 0:00（月曜深夜） 更新,,,,配信,ひかりTV,2021-10-19,
2021年10月19日以降,火曜 0:00（月曜深夜） 更新,,,,配信,FOD,2021-10-19,
2021年10月19日以降,火曜 0:00（月曜深夜） 更新,,,,配信,バンダイチャンネル,2021-10-19,
2021年10月19日以降,火曜 0:00（月曜深夜） 更新,,,,配信,Hulu,2021-10-19,
2021年10月19日以降,火曜 0:00（月曜深夜） 更新,,,,配信,TELASA,2021-10-19,
2021年10月19日以降,火曜 0:00（月曜深夜） 更新,,,,配信,J:COMオンデマンド,2021-10-19,
2021年10月19日以降,火曜 0:00（月曜深夜） 更新,,,,配信,みるプラス見放題プレミアム,2021-10-19,
2021年10月19日以降,火曜 0:00（月曜深夜） 更新,,,,配信,アニメ放題,2021-10-19,
2021年10月19日以降,火曜 0:00（月曜深夜） 更新,,,,配信,Amazon Prime Video,2021-10-19,
2021年10月19日以降,火曜 0:00（月曜深夜） 更新,,,,配信,アニメカ,2021-10-19,
2021年10月19日以降,火曜 0:00（月曜深夜） 更新,,,,配信,U-NEXT,2021-10-19,
2021年10月19日以降,火曜 0:00（月曜深夜） 更新,,,,配信,TVer,2021-10-19,
2021年10月19日以降,火曜 0:00（月曜深夜） 更新,,,,配信,ytv MyDo!,2021-10-19,
2021年10月19日以降,火曜 0:00（月曜深夜） 更新,,,,配信,Rakuten TV,2021-10-19,
2021年10月19日以降,火曜 0:00（月曜深夜） 更新,,,,配信,DMM.com,2021-10-19,
2021年10月19日以降,火曜 0:00（月曜深夜） 更新,,,,配信,music.jp,2021-10-19,
2021年10月19日以降,火曜 0:00（月曜深夜） 更新,,,,配信,ビデオマーケット,2021-10-19,
2021年10月19日以降,火曜 0:00（月曜深夜） 更新,,,,配信,HAPPY!動画,2021-10-19,
2021年10月19日以降,火曜 0:00（月曜深夜） 更新,,,,配信,クランクイン！ビデオ,2021-10-19,
2021年10月19日以降,火曜 0:00（月曜深夜） 更新,,,,配信,ムービーフルplus,2021-10-19,
2021年10月19日,火曜 0:30 - 1:00（月曜深夜）,,,,配信,ニコニコ生放送[13],2021-10-19,
