期間,時間,放送局,対象地域,備考,タイプ,開始,終了
2023年1月4日 - 3月22日,水曜 22:30 - 23:00,TOKYO MX,東京都,,放送,2023-01-04,2023-03-22
2023年1月5日 - 3月23日,木曜 2:00 - 2:30（水曜深夜）,メ〜テレ,中京広域圏,製作参加,放送,2023-01-05,2023-03-23
2023年1月5日 - 3月23日,木曜 2:44 - 3:14（水曜深夜）,朝日放送テレビ,近畿広域圏,『水曜アニメ〈水もん〉』第2部,放送,2023-01-05,2023-03-23
2023年1月6日 - 3月24日,金曜 23:00 - 23:30,BS朝日,日本全域,製作参加 / BS/BS4K放送 / 『アニメA』枠,放送,2023-01-06,2023-03-24
2023年1月7日 - 3月25日,土曜 21:00 - 21:30,AT-X,日本全域,CS放送 / 字幕放送[28] / リピート放送あり,放送,2023-01-07,2023-03-25
