期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2021年4月11日 - 6月27日,日曜 2:00 - 2:30（土曜深夜）,朝日放送テレビ（幹事局）をはじめとするテレビ朝日系列全24局,日本国内（一部[注 4]を除く）,『ANiMAZiNG!!!』枠,放送,,2021-04-11,2021-06-27
2021年4月15日 - 7月1日,木曜 21:00 - 21:30,AT-X,日本全域,CS放送 / 字幕放送[9]リピート放送あり[10],放送,,2021-04-15,2021-07-01
2021年4月11日,日曜 2:00 - 2:30（土曜深夜）,,,,配信,ABEMA,2021-04-11,
2021年4月13日,火曜 12:00 更新,,,,配信,U-NEXT,2021-04-13,
2021年4月13日,火曜 12:00 更新,,,,配信,アニメ放題,2021-04-13,
2021年4月13日,火曜 12:00 更新,,,,配信,dアニメストア（本店・for Prime Video）,2021-04-13,
2021年4月13日,火曜 12:00 更新,,,,配信,GYAO!,2021-04-13,
2021年4月13日,火曜 12:00 更新,,,,配信,Amazonプライム・ビデオ,2021-04-13,
2021年4月13日,火曜 12:00 更新,,,,配信,ひかりTV,2021-04-13,
2021年4月13日,火曜 12:00 更新,,,,配信,バンダイチャンネル,2021-04-13,
2021年4月13日,火曜 12:00 更新,,,,配信,Hulu,2021-04-13,
2021年4月13日,火曜 12:00 更新,,,,配信,TELASA,2021-04-13,
2021年4月13日,火曜 12:00 更新,,,,配信,J:COMオンデマンド,2021-04-13,
2021年4月13日,火曜 12:00 更新,,,,配信,FOD,2021-04-13,
2021年4月13日,火曜 12:00 更新,,,,配信,ニコニコチャンネル,2021-04-13,
2021年4月13日,火曜 12:00 更新,,,,配信,TSUTAYA TV,2021-04-13,
2021年4月13日,火曜 12:00 更新,,,,配信,Video Market,2021-04-13,
2021年4月13日,火曜 12:00 更新,,,,配信,DMM.com,2021-04-13,
2021年4月13日,火曜 12:00 更新,,,,配信,music.jp,2021-04-13,
2021年4月13日,火曜 23:30 - 水曜 0:00,,,,配信,ニコニコ生放送,2021-04-13,
