期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2023年1月5日 - 3月30日,木曜 0:00 - 0:30（水曜深夜）,テレビ東京,関東広域圏,,放送,,2023-01-05,2023-03-30
2023年1月5日 - 3月30日,木曜 1:35 - 2:05（水曜深夜）,テレビ大阪,大阪府,,放送,,2023-01-05,2023-03-30
2023年1月22日 -,日曜 2:30 - 3:00（土曜深夜）,テレビ長崎,長崎県,,放送,,2023-01-22,
2023年1月5日,木曜 0:30 - 1:00（水曜深夜）,,,,配信,ABEMA,2023-01-05,
2023年1月5日,木曜 1:00（水曜深夜） 更新,,,,配信,DMM TV,2023-01-05,
2023年1月6日,金曜 1:00（木曜深夜） 更新,,,,配信,dTV,2023-01-06,
2023年1月6日,金曜 1:00（木曜深夜） 更新,,,,配信,アニメタイムズ,2023-01-06,
2023年1月7日,土曜 1:00（金曜深夜） 更新,,,,配信,Amazon Prime Video,2023-01-07,
2023年1月7日,土曜 1:00（金曜深夜） 更新,,,,配信,dアニメストア,2023-01-07,
2023年1月7日,土曜 1:00（金曜深夜） 更新,,,,配信,FOD,2023-01-07,
2023年1月7日,土曜 1:00（金曜深夜） 更新,,,,配信,Hulu,2023-01-07,
2023年1月7日,土曜 1:00（金曜深夜） 更新,,,,配信,Paravi,2023-01-07,
2023年1月7日,土曜 1:00（金曜深夜） 更新,,,,配信,U-NEXT,2023-01-07,
2023年1月7日,土曜 1:00（金曜深夜） 更新,,,,配信,アニメ放題,2023-01-07,
2023年1月7日,土曜 1:00（金曜深夜） 更新,,,,配信,バンダイチャンネル,2023-01-07,
2023年1月7日,土曜 1:00（金曜深夜） 更新,,,,配信,auスマートパスプレミアム,2023-01-07,
2023年1月7日,土曜 1:00（金曜深夜） 更新,,,,配信,J:COMオンデマンド,2023-01-07,
2023年1月7日,土曜 1:00（金曜深夜） 更新,,,,配信,TELASA,2023-01-07,
2023年1月7日,土曜 1:00（金曜深夜） 更新,,,,配信,milplus,2023-01-07,
2023年1月7日,土曜 1:00（金曜深夜） 更新,,,,配信,TVer,2023-01-07,
2023年1月7日,土曜 1:00（金曜深夜） 更新,,,,配信,ネットもテレ東,2023-01-07,
2023年1月7日,土曜 1:00（金曜深夜） 更新,,,,配信,GYAO!,2023-01-07,
2023年1月7日,土曜 1:00 - 1:30（金曜深夜）,,,,配信,ニコニコ生放送,2023-01-07,
