期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2023年1月7日 - 3月25日,土曜 1:35 - 1:50（金曜深夜）,TOKYO MX,東京都,,放送,,2023-01-07,2023-03-25
2023年1月10日 - 3月28日,火曜 1:30 - 1:45（月曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2023-01-10,2023-03-28
2023年1月13日 - 3月31日,金曜 22:45 - 23:00,AT-X,日本全域,ワンダフルver.[19] / CS放送 / 字幕放送[23] / リピート放送あり,放送,,2023-01-13,2023-03-31
2023年1月6日,金曜 0:00 更新（木曜深夜）,,,5日遅れでワンダフルver.を配信,配信,ABEMA,2023-01-06,
2023年1月6日,金曜 0:00 更新（木曜深夜）,,,5日遅れでワンダフルver.を配信,配信,dアニメストア,2023-01-06,
2023年1月12日,木曜 0:00 更新（水曜深夜）,,,ワンダフルver.を配信7日遅れで完全ワンダフルver.を配信（EST販売）,配信,AnimeFesta,2023-01-12,
2023年1月13日,金曜 0:00 更新（木曜深夜）,,,4日遅れでワンダフルver.を配信,配信,U-NEXT,2023-01-13,
2023年1月13日,金曜 0:00 更新（木曜深夜）,,,4日遅れでワンダフルver.を配信,配信,アニメ放題,2023-01-13,
2023年1月13日,金曜 0:00 更新（木曜深夜）,,,4日遅れでワンダフルver.を配信,配信,ひかりTV,2023-01-13,
2023年1月13日,金曜 0:00 更新（木曜深夜）,,,4日遅れでワンダフルver.を配信,配信,TELASA,2023-01-13,
2023年1月13日,金曜 0:00 更新（木曜深夜）,,,4日遅れでワンダフルver.を配信,配信,J:COMオンデマンド,2023-01-13,
2023年1月13日,金曜 0:00 更新（木曜深夜）,,,4日遅れでワンダフルver.を配信,配信,milplus,2023-01-13,
2023年1月13日,金曜 0:00 更新（木曜深夜）,,,4日遅れでワンダフルver.を配信,配信,FOD,2023-01-13,
2023年1月13日,金曜 0:00 更新（木曜深夜）,,,4日遅れでワンダフルver.を配信,配信,ニコニコチャンネル,2023-01-13,
2023年1月13日,金曜 0:00 更新（木曜深夜）,,,4日遅れでワンダフルver.を配信,配信,DMM TV,2023-01-13,
2023年1月13日,金曜 0:00 更新（木曜深夜）,,,4日遅れでワンダフルver.を配信,配信,Hulu,2023-01-13,
2023年1月13日,金曜 0:00 更新（木曜深夜）,,,4日遅れでワンダフルver.を配信,配信,dTV,2023-01-13,
2023年1月13日,金曜 0:00 更新（木曜深夜）,,,4日遅れでワンダフルver.を配信,配信,アニメタイムズ,2023-01-13,
2023年1月13日,金曜 0:00 更新（木曜深夜）,,,4日遅れでワンダフルver.を配信,配信,ビデオマーケット,2023-01-13,
2023年1月13日,金曜 0:00 更新（木曜深夜）,,,4日遅れでワンダフルver.を配信,配信,music.jp,2023-01-13,
2023年1月13日,金曜 0:00 更新（木曜深夜）,,,4日遅れでワンダフルver.を配信,配信,GYAO!ストア,2023-01-13,
2023年1月13日,金曜 0:00 更新（木曜深夜）,,,4日遅れでワンダフルver.を配信,配信,クランクイン！ビデオ,2023-01-13,
2023年1月13日,金曜 0:00 更新（木曜深夜）,,,放送ver.のみ配信,配信,Amazon Prime Video,2023-01-13,
2023年1月13日,金曜 0:00 更新（木曜深夜）,,,放送ver.のみ配信,配信,GYAO!,2023-01-13,
2023年1月13日,金曜 0:00 更新（木曜深夜）,,,放送ver.のみ配信,配信,バンダイチャンネル,2023-01-13,
2023年1月13日,金曜 0:00 更新（木曜深夜）,,,放送ver.のみ配信,配信,スマートパスプレミアム,2023-01-13,
2023年1月17日,火曜 0:00 更新（月曜深夜）,,,ワンダフルver.のみ配信,配信,Rakuten TV,2023-01-17,
2023年1月17日,火曜 12:00 更新,,,放送ver.のみ配信,配信,ムービーフルPlus,2023-01-17,
2023年1月17日,火曜 12:00 更新,,,ワンダフルver.のみ配信,配信,HAPPY!動画,2023-01-17,
2023年1月19日,木曜 12:00 更新,,,放送ver.のみ配信,配信,ふらっと動画,2023-01-19,
