期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2021年10月4日 - 12月20日,月曜 1:35 - 2:05（日曜深夜）,テレビ東京,関東広域圏,,放送,,2021-10-04,2021-12-20
2021年10月4日 - 12月20日,月曜 23:00 - 23:30,BS日テレ,日本全域,製作参加 / BS放送 / 『アニメにむちゅ〜』枠,放送,,2021-10-04,2021-12-20
2021年10月5日 - 12月21日,火曜 0:00 - 0:30（月曜深夜）,KBS京都,京都府,,放送,,2021-10-05,2021-12-21
2021年10月5日 - 12月21日,火曜 0:00 - 0:30（月曜深夜）,サンテレビ,兵庫県,,放送,,2021-10-05,2021-12-21
2021年10月6日 - 12月22日,水曜 21:00 - 21:30,AT-X,日本全域,CS放送 / 字幕放送[32] / リピート放送あり,放送,,2021-10-06,2021-12-22
2021年10月4日,火曜 1:30（月曜深夜） 更新,,,,配信,dアニメストア,2021-10-04,
2021年10月5日,火曜 12:00 更新,,,,配信,Amazon Prime Video,2021-10-05,
2021年10月5日,火曜 12:00 更新,,,,配信,TSUTAYA TV,2021-10-05,
2021年10月5日,火曜 12:00 更新,,,,配信,DMM.com,2021-10-05,
2021年10月5日,火曜 12:00 更新,,,,配信,ひかりTV,2021-10-05,
2021年10月5日,火曜 12:00 更新,,,,配信,ビデオマーケット,2021-10-05,
2021年10月5日,火曜 12:00 更新,,,,配信,Rakuten TV,2021-10-05,
2021年10月5日,火曜 12:00 更新,,,,配信,GYAO!ストア,2021-10-05,
2021年10月5日,火曜 12:00 更新,,,,配信,J:COMオンデマンド,2021-10-05,
2021年10月5日,火曜 12:00 更新,,,,配信,TSUTAYA TV,2021-10-05,
2021年10月5日,火曜 12:00 更新,,,,配信,TELASA,2021-10-05,
2021年10月5日,火曜 12:00 更新,,,,配信,バンダイチャンネル,2021-10-05,
2021年10月5日,火曜 12:00 更新,,,,配信,milplus,2021-10-05,
2021年10月5日,火曜 12:00 更新,,,,配信,music.jp,2021-10-05,
2021年10月12日,火曜 0:30（月曜深夜） 更新,,,,配信,アニメ放題,2021-10-12,
2021年10月12日,火曜 0:30（月曜深夜） 更新,,,,配信,ABEMA,2021-10-12,
2021年10月12日,火曜 0:30（月曜深夜） 更新,,,,配信,スマートパスプレミアム,2021-10-12,
2021年10月12日,火曜 0:30（月曜深夜） 更新,,,,配信,Hulu,2021-10-12,
2021年10月12日,火曜 0:30（月曜深夜） 更新,,,,配信,U-NEXT,2021-10-12,
