期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2020年10月2日 - 12月18日,金曜 21:00 - 21:30,AT-X,日本全域,製作参加 / CS放送 / リピート放送あり,放送,,2020-10-02,2020-12-18
2020年10月2日 - 12月18日,金曜 22:30 - 23:00,TOKYO MX,東京都,,放送,,2020-10-02,2020-12-18
2020年10月2日 - 12月18日,金曜 23:00 - 23:30,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2020-10-02,2020-12-18
2020年10月3日 - 12月19日,土曜 0:00 - 0:30（金曜深夜）,KBS京都,京都府,,放送,,2020-10-03,2020-12-19
2020年10月3日 - 12月19日,土曜 0:00 - 0:30（金曜深夜）,サンテレビ,兵庫県,,放送,,2020-10-03,2020-12-19
2020年10月4日 - 12月20日,日曜 1:50 - 2:20（土曜深夜）,テレビ愛知,愛知県,,放送,,2020-10-04,2020-12-20
2020年10月2日,金曜 22:00 - 22:30,,,,配信,ABEMA,2020-10-02,
2020年10月4日以降,順次更新,,,,配信,dアニメストア,2020-10-04,
2020年10月4日以降,順次更新,,,,配信,Netflix,2020-10-04,
2020年10月4日以降,順次更新,,,,配信,Amazonプライム・ビデオ,2020-10-04,
2020年10月4日以降,順次更新,,,,配信,U-NEXT,2020-10-04,
2020年10月4日以降,順次更新,,,,配信,アニメ放題,2020-10-04,
2020年10月4日以降,順次更新,,,,配信,GYAO!,2020-10-04,
2020年10月4日以降,順次更新,,,,配信,バンダイチャンネル,2020-10-04,
2020年10月4日以降,順次更新,,,,配信,FOD,2020-10-04,
2020年10月4日以降,順次更新,,,,配信,niconico,2020-10-04,
2020年10月4日以降,順次更新,,,,配信,ビデオマーケット,2020-10-04,
2020年10月4日以降,順次更新,,,,配信,あにてれ,2020-10-04,
