期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2020年1月11日 - 3月28日,土曜 23:00 - 23:30,AT-X,日本全域,製作参加 / R15+指定 / CS放送 / リピート放送あり,放送,,2020-01-11,2020-03-28
2020年1月12日 - 2月2日,日曜 1:30 - 2:00（土曜深夜）,TOKYO MX,東京都,「編成上の都合」により第4話で打ち切り[19],放送,,2020-01-12,2020-02-02
2020年1月12日 - 3月29日,日曜 1:30 - 2:00（土曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2020-01-12,2020-03-29
2020年1月13日 - 3月30日,月曜 2:10 - 2:40（日曜深夜）,KBS京都,京都府,,放送,,2020-01-13,2020-03-30
2020年1月16日 - 2月13日,木曜 2:00 - 2:30（水曜深夜）,サンテレビ,兵庫県,「編成上の都合」により第5話で打ち切り,放送,,2020-01-16,2020-02-13
2020年2月29日 - 4月3日,土曜 2:30 - 3:00（金曜深夜）,岐阜放送,岐阜県,第2話から第7話は3日連続で2話連続放送,放送,,2020-02-29,2020-04-03
2020年3月8日 - 4月11日,日曜 2:55 - 3:55（土曜深夜）,びわ湖放送,滋賀県,2話連続放送,放送,,2020-03-08,2020-04-11
2020年3月10日 - 3月30日,放送時間不定（集中放送）,奈良テレビ,奈良県,,放送,,2020-03-10,2020-03-30
2020年1月11日,土曜 23:30 更新,,,6日遅れで裏オプ版を配信,配信,dアニメストア,2020-01-11,
2020年1月11日,土曜 23:30 更新,,,6日遅れで裏オプ版を配信,配信,niconico,2020-01-11,
2020年1月18日,土曜更新,,,6日遅れで裏オプ版を配信,配信,U-NEXT,2020-01-18,
2020年1月18日,土曜更新,,,6日遅れで裏オプ版を配信,配信,アニメ放題,2020-01-18,
2020年1月18日,土曜更新,,,6日遅れで裏オプ版を配信,配信,ビデオパス,2020-01-18,
2020年1月18日,土曜更新,,,6日遅れで裏オプ版を配信,配信,J:COMオンデマンド,2020-01-18,
2020年1月18日,土曜更新,,,6日遅れで裏オプ版を配信,配信,ひかりTV,2020-01-18,
2020年1月18日,土曜更新,,,6日遅れで裏オプ版を配信,配信,AbemaTV,2020-01-18,
2020年1月18日,土曜更新,,,,配信,Amazonプライム・ビデオ,2020-01-18,
2020年1月18日,土曜更新,,,,配信,バンダイチャンネル,2020-01-18,
2020年1月18日,土曜更新,,,,配信,GYAO!,2020-01-18,
2020年1月18日,土曜更新,,,,配信,FOD,2020-01-18,
2020年1月18日,土曜更新,,,,配信,Rakuten TV,2020-01-18,
2020年1月18日,土曜更新,,,,配信,ビデオマーケット,2020-01-18,
2020年1月18日,土曜更新,,,,配信,DMM.com,2020-01-18,
2020年1月18日,土曜更新,,,,配信,HAPPY!動画,2020-01-18,
2020年1月18日,土曜更新,,,,配信,ムービーフル,2020-01-18,
2020年1月18日,土曜更新,,,,配信,クランクイン！ビデオ,2020-01-18,
