期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2020年4月2日 - 6月18日,木曜 23:30 - 金曜 0:00,BS日テレ,日本全域,製作参加 / BS/BS4K放送 / 『アニメにむちゅ〜』枠,放送,,2020-04-02,2020-06-18
2020年4月2日 - 6月18日,木曜 23:30 - 金曜 0:00,AT-X,日本全域,製作参加 / CS放送 / リピート放送あり,放送,,2020-04-02,2020-06-18
2020年4月3日 - 6月19日,金曜 0:00 - 0:30（木曜深夜）,TOKYO MX,東京都,製作参加 / 「朝の家族放送」と題しリピート放送（日曜  11:00 - 11:30）を実施,放送,,2020-04-03,2020-06-19
2020年4月3日 - 6月19日,金曜 0:30 - 1:00（木曜深夜）,サンテレビ,兵庫県,,放送,,2020-04-03,2020-06-19
2020年4月3日,金曜 0:00 更新,,,,配信,dアニメストア,2020-04-03,
2020年4月3日,金曜 0:00 更新,,,,配信,dTV,2020-04-03,
2020年4月3日,金曜 0:00 更新,,,,配信,クランクイン！ビデオ,2020-04-03,
2020年4月8日,水曜 0:00 更新,,,,配信,ビデオマーケット,2020-04-08,
2020年4月8日,水曜 0:00 更新,,,,配信,Amazonプライム・ビデオ,2020-04-08,
2020年4月8日,水曜 0:00 更新,,,,配信,ひかりTV,2020-04-08,
2020年4月8日,水曜 0:00 更新,,,,配信,ミレール,2020-04-08,
2020年4月8日,水曜 0:00 更新,,,,配信,TELASA,2020-04-08,
2020年4月8日,水曜 0:00 更新,,,,配信,MOVIEFULL,2020-04-08,
2020年4月8日,水曜 0:00 更新,,,,配信,Happy!動画,2020-04-08,
2020年4月8日,水曜 0:00 更新,,,,配信,DMM.com,2020-04-08,
2020年4月8日,水曜 0:00 更新,,,,配信,niconico,2020-04-08,
2020年4月8日,水曜 0:00 更新,,,,配信,バンダイチャンネル,2020-04-08,
2020年4月8日,水曜 0:00 更新,,,,配信,J:COMオンデマンド,2020-04-08,
2020年4月8日,水曜 0:00 更新,,,,配信,Hulu,2020-04-08,
2020年4月8日,水曜 0:00 更新,,,,配信,TSUTAYA TV,2020-04-08,
2020年4月8日,水曜 0:00 更新,,,,配信,Rakuten TV,2020-04-08,
2020年4月11日,土曜 12:00 更新,,,,配信,スゴ得,2020-04-11,
