期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2015年10月6日 - 2016年3月29日,火曜 1:35 - 2:05（月曜深夜）,テレビ東京,関東広域圏,製作参加,放送,,2015-10-06,2016-03-29
2015年10月6日 - 2016年3月29日,火曜 1:35 - 2:05（月曜深夜）,テレビ大阪,大阪府,,放送,,2015-10-06,2016-03-29
2015年10月6日 - 2016年3月29日,火曜 3:05 - 3:35（月曜深夜）,テレビ愛知,愛知県,,放送,,2015-10-06,2016-03-29
2015年10月7日 - 2016年3月30日,水曜 0:30 - 1:00（火曜深夜）,AT-X,日本全域,製作参加 / CS放送 / リピート放送あり[注 43],放送,,2015-10-07,2016-03-30
2015年10月11日 - 2016年4月3日,日曜 0:00 - 0:30（土曜深夜）,BSジャパン,日本全域,BS放送,放送,,2015-10-11,2016-04-03
2015年10月7日,水曜 12:00 更新,,,,配信,dTV,2015-10-07,
2015年10月7日,水曜 12:00 更新,,,,配信,あにてれしあたー,2015-10-07,
2015年10月7日,水曜 12:00 更新,,,,配信,楽天ショウタイム,2015-10-07,
2015年10月7日,水曜 12:00 更新,,,,配信,ビデオマーケット,2015-10-07,
2015年10月12日,月曜 12:00 更新,,,,配信,U-NEXT,2015-10-12,
2015年10月12日,月曜 12:00 更新,,,,配信,アニメ放題,2015-10-12,
2015年10月12日,月曜 12:00 更新,,,,配信,dアニメストア,2015-10-12,
2015年10月12日,月曜 12:00 更新,,,,配信,バンダイチャンネル,2015-10-12,
2015年10月13日,火曜 0:00（月曜深夜） 更新,,,,配信,GYAO!,2015-10-13,
2015年10月13日,火曜 0:00 - 0:30（月曜深夜）,,,,配信,ニコニコ生放送,2015-10-13,
2015年10月14日,水曜 12:00 更新,,,,配信,GYAO!ストア,2015-10-14,
2017年10月3日 - 2018年3月27日,火曜 1:35 - 2:05（月曜深夜）,テレビ東京,関東広域圏,製作参加,放送,,2017-10-03,2018-03-27
2017年10月3日 - 2018年3月27日,火曜 1:35 - 2:05（月曜深夜）,テレビ愛知,愛知県,,放送,,2017-10-03,2018-03-27
2017年10月4日 - 2018年3月28日,水曜 1:00 - 1:30（火曜深夜）,テレビ北海道,北海道,,放送,,2017-10-04,2018-03-28
2017年10月4日 - 2018年3月28日,水曜 2:05 - 2:35（火曜深夜）,テレビ大阪,大阪府,,放送,,2017-10-04,2018-03-28
2017年10月4日 - 2018年3月28日,水曜 22:30 - 23:00,AT-X,日本全域,製作参加 / CS放送 / リピート放送あり,放送,,2017-10-04,2018-03-28
2017年10月8日 - 2018年4月1日,日曜 0:30 - 1:00（土曜深夜）,BSジャパン,日本全域,BS放送,放送,,2017-10-08,2018-04-01
2017年10月3日,火曜 12:00 更新,,,,配信,Rakuten TV,2017-10-03,
2017年10月3日,火曜 12:00 更新,,,,配信,ビデオマーケット,2017-10-03,
2017年10月3日,火曜 12:00 更新,,,,配信,GYAO!ストア,2017-10-03,
2017年10月3日,火曜 12:00 更新,,,,配信,あにてれ,2017-10-03,
2017年10月3日,火曜 12:00 更新,,,,配信,dTV,2017-10-03,
2017年10月8日,日曜 0:00（土曜深夜） 更新,,,,配信,プレミアムGYAO!,2017-10-08,
2017年10月8日,日曜 0:00（土曜深夜） 更新,,,,配信,バンダイチャンネル,2017-10-08,
2017年10月8日,日曜 0:00（土曜深夜） 更新,,,,配信,ニコニコチャンネル,2017-10-08,
2017年10月8日,日曜 0:00（土曜深夜） 更新,,,,配信,ビデオパス,2017-10-08,
2017年10月8日,日曜 0:00（土曜深夜） 更新,,,,配信,J:COMオンデマンド メガパック,2017-10-08,
2017年10月8日,日曜 0:00 - 0:30（土曜深夜）,,,,配信,ニコニコ生放送,2017-10-08,
2017年10月8日,日曜 12:00 更新,,,,配信,dアニメストア,2017-10-08,
2017年10月8日,日曜 12:00 更新,,,,配信,U-NEXT,2017-10-08,
2017年10月8日,日曜 12:00 更新,,,,配信,アニメ放題,2017-10-08,
2017年10月8日,日曜 12:00 更新,,,,配信,アニメイトチャンネル,2017-10-08,
2020年10月13日 - 2021年3月23日2021年3月30日[注 44],火曜 1:30 - 2:00（月曜深夜）火曜 1:35 - 2:05（月曜深夜）,テレビ東京,関東広域圏,製作参加,放送,,2020-10-13,2021-03-23
2020年10月13日 - 2021年3月23日2021年3月30日[注 44],火曜 1:30 - 2:00（月曜深夜）火曜 1:35 - 2:05（月曜深夜）,テレビ愛知,愛知県,,放送,,2020-10-13,2021-03-23
2020年10月13日 - 2021年3月23日2021年3月30日[注 44],火曜 1:30 - 2:00（月曜深夜）火曜 1:35 - 2:05（月曜深夜）,テレビ大阪,大阪府,,放送,,2020-10-13,2021-03-23
2020年10月15日 - 2021年4月1日,木曜 21:00 - 21:30,AT-X,日本全域,製作参加 / CS放送 / リピート放送あり,放送,,2020-10-15,2021-04-01
2020年10月16日 - 2021年4月2日,金曜 1:30 - 2:00（木曜深夜）,テレビ北海道,北海道,,放送,,2020-10-16,2021-04-02
2020年10月28日 - 2021年4月28日,水曜 2:35 - 3:05（火曜深夜）,テレビ熊本,熊本県,,放送,,2020-10-28,2021-04-28
2020年11月1日 - 2021年5月2日,日曜 2:10 - 2:40（土曜深夜）,福島中央テレビ,福島県,[注 45],放送,,2020-11-01,2021-05-02
2020年11月6日 - 2021年4月30日,金曜 0:35 - 1:05（木曜深夜）,テレビ和歌山,和歌山県,,放送,,2020-11-06,2021-04-30
2020年11月14日 - 2021年5月22日,土曜 22:30 - 23:00,アニマックス,日本全域,BS / CS放送 / 字幕放送[159],放送,,2020-11-14,2021-05-22
2020年11月22日 - 2021年5月30日,日曜 1:28 - 1:58（土曜深夜）,テレビ高知,高知県,アニメイズム枠,放送,,2020-11-22,2021-05-30
2021年1月13日 - 6月30日,水曜 2:25 - 2:55（火曜深夜）,静岡放送,静岡県,『アニメ6区』枠[160],放送,,2021-01-13,2021-06-30
2021年9月7日 - 2022年3月1日,火曜 0:55 - 1:25（月曜深夜）,南日本放送,鹿児島県,,放送,,2021-09-07,2022-03-01
2020年10月13日,火曜 12:00 更新,,,,配信,dTV,2020-10-13,
2020年10月13日,火曜 12:00 更新,,,,配信,あにてれ,2020-10-13,
2020年10月13日,火曜 12:00 更新,,,,配信,Rakuten TV,2020-10-13,
2020年10月13日,火曜 12:00 更新,,,,配信,ビデオマーケット,2020-10-13,
2020年10月13日,火曜 12:00 更新,,,,配信,music.jp,2020-10-13,
2020年10月13日,火曜 12:00 更新,,,,配信,DMM.com,2020-10-13,
2020年10月13日,火曜 12:00 更新,,,,配信,GYAO!ストア,2020-10-13,
2020年10月13日,火曜 12:00 更新,,,,配信,COCORO VIDEO,2020-10-13,
2020年10月17日,土曜 18:00 更新,,,,配信,Amazonプライム・ビデオ,2020-10-17,
2020年10月17日,土曜 18:00 更新,,,,配信,Netflix,2020-10-17,
2020年10月17日,土曜 18:00 更新,,,,配信,Hulu,2020-10-17,
2020年10月17日,土曜 18:00 更新,,,,配信,Paravi,2020-10-17,
2020年10月17日,土曜 18:00 更新,,,,配信,ABEMAビデオ,2020-10-17,
2020年10月17日,土曜 18:00 更新,,,,配信,U-NEXT,2020-10-17,
2020年10月17日,土曜 18:00 更新,,,,配信,アニメ放題,2020-10-17,
2020年10月17日,土曜 18:00 更新,,,,配信,dアニメストア,2020-10-17,
2020年10月17日,土曜 18:00 更新,,,,配信,バンダイチャンネル,2020-10-17,
2020年10月17日,土曜 18:00 更新,,,,配信,ムービーフルplus,2020-10-17,
2020年10月17日,土曜 18:00 更新,,,,配信,ひかりTV,2020-10-17,
2020年10月17日,土曜 18:00 更新,,,,配信,Google Play,2020-10-17,
2020年10月17日,土曜 18:00 更新,,,,配信,GYAO!,2020-10-17,
2020年10月17日,土曜 19:00 更新,,,,配信,TSUTAYA TV,2020-10-17,
2020年10月17日,土曜 23:00 更新,,,,配信,ニコニコチャンネル,2020-10-17,
