期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2020年4月5日 - 2021年4月4日,日曜 10:30 - 11:00,テレビ東京（製作局）をはじめとするテレビ東京系列全6局,日本国内[注 10],,放送,,2020-04-05,2021-04-04
2020年4月10日 - 12月25日2021年1月5日 - 4月6日,金曜 0:00 - 0:30（木曜深夜）火曜 22:00 - 22:30,AT-X,日本全域,CS放送 / リピート放送あり[37],放送,,2020-04-10,
2020年5月31日 - 2021年5月30日,日曜 11:00 - 11:30,キッズステーション,日本全域,CS放送[38],放送,,2020-05-31,2021-05-30
2020年8月17日 - 2021年7月12日,月曜 17:00 - 17:30,テレビ和歌山,和歌山県,[39],放送,,2020-08-17,2021-07-12
2020年4月5日,日曜 12:00 更新,,,,配信,U-NEXT,2020-04-05,
2020年4月5日,日曜 12:00 更新,,,,配信,アニメ放題,2020-04-05,
2020年4月10日,金曜 12:00 配信開始,,,,配信,YouTube（第1話）[40],2020-04-10,
2020年4月10日,金曜 12:00 更新,,,,配信,ミレール,2020-04-10,
2020年4月10日,金曜 12:00 更新,,,,配信,ABEMA,2020-04-10,
2020年4月10日,金曜 12:00 更新,,,,配信,Amazon Prime Video,2020-04-10,
2020年4月10日,金曜 12:00 更新,,,,配信,dアニメストア,2020-04-10,
2020年4月10日,金曜 12:00 更新,,,,配信,DMM.com,2020-04-10,
2020年4月10日,金曜 12:00 更新,,,,配信,FOD,2020-04-10,
2020年4月10日,金曜 12:00 更新,,,,配信,GYAO!ストア,2020-04-10,
2020年4月10日,金曜 12:00 更新,,,,配信,music.jp,2020-04-10,
2020年4月10日,金曜 12:00 更新,,,,配信,ニコニコチャンネル,2020-04-10,
2020年4月10日,金曜 12:00 更新,,,,配信,Paravi,2020-04-10,
2020年4月10日,金曜 12:00 更新,,,,配信,Rakuten TV,2020-04-10,
2020年4月10日,金曜 12:00 更新,,,,配信,あにてれ,2020-04-10,
2020年4月10日,金曜 12:00 更新,,,,配信,バンダイチャンネル,2020-04-10,
2020年4月10日,金曜 12:00 更新,,,,配信,ひかりTV,2020-04-10,
2020年4月10日,金曜 12:00 更新,,,,配信,ビデオマーケット,2020-04-10,
2020年4月11日,土曜 0:00（金曜深夜） 更新,,,,配信,J:COMオンデマンド,2020-04-11,
2020年4月11日,土曜 0:00（金曜深夜） 更新,,,,配信,TELASA,2020-04-11,
2020年4月11日,土曜 0:00（金曜深夜） 更新,,,,配信,みるプラス,2020-04-11,
2021年4月11日 - 2022年3月27日,日曜 10:30 - 11:00,テレビ東京（製作局）をはじめとするテレビ東京系列全6局,日本国内[注 10],,放送,,2021-04-11,2022-03-27
2021年6月19日 - 2022年6月18日,土曜 7:30 - 8:00,キッズステーション,日本全域,CS放送[41],放送,,2021-06-19,2022-06-18
2021年7月19日 - 2022年7月4日[42],月曜 17:00 - 17:30,テレビ和歌山,和歌山県,[43],放送,,2021-07-19,2022-07-04
2021年8月27日 - 2022年5月13日,金曜 20:00 - 20:30,AT-X,日本全域,CS放送 / リピート放送ありアニメーション話数のみ放送[注 11][44],放送,,2021-08-27,2022-05-13
