期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2021年10月3日 - 12月26日,日曜 8:00 - 8:30,TOKYO MX,東京都,,放送,,2021-10-03,2021-12-26
2021年10月3日 - 12月26日,日曜 8:30 - 9:00,とちぎテレビ,栃木県,,放送,,2021-10-03,2021-12-26
2021年10月3日 - 12月26日,日曜 8:30 - 9:00,千葉テレビ,千葉県,,放送,,2021-10-03,2021-12-26
2021年10月3日 - 12月26日,日曜 10:30 - 11:00,群馬テレビ,群馬県,第11回は未放送（経緯は後述）,放送,,2021-10-03,2021-12-26
2021年10月3日 - 12月26日,日曜 11:00 - 11:30,テレビ神奈川,神奈川県,幹事局[27],放送,,2021-10-03,2021-12-26
2021年10月3日 - 12月26日,日曜 17:00 - 17:30,サンテレビ,兵庫県,,放送,,2021-10-03,2021-12-26
2021年10月3日 - 12月26日,日曜 18:30 - 19:00,テレビ埼玉,埼玉県,,放送,,2021-10-03,2021-12-26
2021年10月5日 - 12月28日,火曜 19:27 - 19:55,KBS京都,京都府,,放送,,2021-10-05,2021-12-28
2021年10月4日,月曜 12:00 更新,,,,配信,dTV,2021-10-04,
2021年10月4日,月曜 12:00 更新,,,,配信,アニメタイムズ,2021-10-04,
2021年10月9日,土曜 10:00 更新,,,,配信,Hulu,2021-10-09,
2021年10月9日,土曜 10:00 更新,,,,配信,FOD,2021-10-09,
2021年10月9日,土曜 10:00 更新,,,,配信,dアニメストア,2021-10-09,
2021年10月9日,土曜 10:00 更新,,,,配信,U-NEXT,2021-10-09,
2021年10月9日,土曜 10:00 更新,,,,配信,アニメ放題,2021-10-09,
2021年10月9日,土曜 10:00 更新,,,,配信,ABEMA,2021-10-09,
2021年10月9日,土曜 10:00 更新,,,,配信,TELASA,2021-10-09,
2021年10月9日,土曜 10:00 更新,,,,配信,J:COM オンデマンド,2021-10-09,
2021年10月9日,土曜 10:00 更新,,,,配信,auスマートパスプレミアム,2021-10-09,
2021年10月9日,土曜 10:00 更新,,,,配信,milplus,2021-10-09,
2021年10月9日,土曜 10:00 更新,,,,配信,バンダイチャンネル,2021-10-09,
2021年10月9日,土曜 10:00 更新,,,,配信,Rakuten TV,2021-10-09,
2021年10月9日,土曜 10:00 更新,,,,配信,GYAO!ストア,2021-10-09,
2021年10月9日,土曜 10:00 更新,,,,配信,DMM.com,2021-10-09,
2021年10月9日,土曜 10:00 更新,,,,配信,music.jp,2021-10-09,
2021年10月9日,土曜 10:00 更新,,,,配信,ビデオマーケット,2021-10-09,
2021年10月9日,土曜 10:00 更新,,,,配信,ニコニコチャンネル,2021-10-09,
2021年10月9日,土曜 10:00 更新,,,,配信,クランクイン!ビデオ,2021-10-09,
2021年10月9日,土曜 10:00 更新,,,,配信,HAPPY!動画,2021-10-09,
2021年10月9日,土曜 10:00 更新,,,,配信,ひかりTV,2021-10-09,
2023年4月8日 -,土曜 7:58 - 8:27,BSフジ,日本全域,BS放送,放送,,2023-04-08,
2023年4月8日 -,土曜 8:00 - 8:30,群馬テレビ,群馬県,,放送,,2023-04-08,
2023年4月9日 -,日曜 8:00 - 8:30,TOKYO MX,東京都,,放送,,2023-04-09,
2023年4月13日 -,木曜 23:30 - 金曜 0:00,AT-X,日本全域,CS放送  / リピート放送あり,放送,,2023-04-13,
2023年4月9日,日曜 8:30 更新,,,,配信,アニメタイムズ,2023-04-09,
2023年4月9日,日曜 8:30 更新,,,,配信,Lemino,2023-04-09,
2023年4月9日,日曜 8:30 更新,,,,配信,dTV,2023-04-09,
2023年4月9日,日曜 8:30 更新,,,,配信,DMM TV,2023-04-09,
2023年4月14日,金曜 12:00 更新,,,,配信,Hulu,2023-04-14,
2023年4月14日,金曜 12:00 更新,,,,配信,FOD,2023-04-14,
2023年4月14日,金曜 12:00 更新,,,,配信,dアニメストア,2023-04-14,
2023年4月14日,金曜 12:00 更新,,,,配信,U-NEXT,2023-04-14,
2023年4月14日,金曜 12:00 更新,,,,配信,アニメ放題,2023-04-14,
2023年4月14日,金曜 12:00 更新,,,,配信,ABEMA,2023-04-14,
2023年4月14日,金曜 12:00 更新,,,,配信,J:COM オンデマンド,2023-04-14,
2023年4月14日,金曜 12:00 更新,,,,配信,milplus,2023-04-14,
2023年4月14日,金曜 12:00 更新,,,,配信,バンダイチャンネル,2023-04-14,
2023年4月14日,金曜 12:00 更新,,,,配信,Amazon Prime Video,2023-04-14,
2023年4月14日,金曜 12:00 更新,,,,配信,Paravi,2023-04-14,
2023年4月14日,金曜 12:00 更新,,,,配信,ニコニコチャンネル,2023-04-14,
2023年4月14日,金曜 12:00 更新,,,,配信,HAPPY!動画,2023-04-14,
2023年4月14日,金曜 12:00 更新,,,,配信,MOVIE FULL PLUS,2023-04-14,
2023年4月14日,金曜 12:00 更新,,,,配信,MOVIE FULL,2023-04-14,
2023年4月14日,金曜 12:00 更新,,,,配信,OnGenムービー,2023-04-14,
2023年4月14日,金曜 12:00 更新,,,,配信,ラブキャLOVE,2023-04-14,
2022年4月4日 - 6月25日,4月4日 - 7日：毎日 18:10 - 18:314月16日 - 6月25日：土曜 11:42 - 11:54,NHK前橋放送局,群馬県,6月11日は11:44 - 11:54,放送,,2022-04-04,2022-06-25
