期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2017年1月12日 - 4月6日,木曜 0:00 - 0:30（水曜深夜）,TOKYO MX,東京都,,放送,,2017-01-12,2017-04-06
2017年1月12日 - 4月6日,木曜 2:05 - 2:35（水曜深夜）,テレビ愛知,愛知県,,放送,,2017-01-12,2017-04-06
2017年1月12日 - 4月6日,木曜 2:14 - 2:44（水曜深夜）,朝日放送,近畿広域圏,『水曜アニメ〈水もん〉』第1部,放送,,2017-01-12,2017-04-06
2017年1月13日 - 4月7日,金曜 0:00 - 0:30（木曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2017-01-13,2017-04-07
2017年1月12日,木曜 22:00 - 22:30,,,,配信,AbemaTV,2017-01-12,
2017年1月13日,金曜 23:30 - 土曜 0:00,,,,配信,ニコニコ生放送,2017-01-13,
2017年1月14日,土曜 0:00（金曜深夜） 更新,,,,配信,GYAO!,2017-01-14,
2017年1月14日,土曜 12:00 更新,,,,配信,dアニメストア,2017-01-14,
2017年1月14日,土曜 12:00 更新,,,,配信,U-NEXT,2017-01-14,
2017年1月14日,土曜 12:00 更新,,,,配信,アニメ放題,2017-01-14,
2017年1月14日,土曜 12:00 更新,,,,配信,ニコニコチャンネル,2017-01-14,
2017年1月15日,日曜 0:00（土曜深夜） 更新,,,,配信,ビデオパス,2017-01-15,
2017年1月15日,日曜 0:00（土曜深夜） 更新,,,,配信,FOD,2017-01-15,
2017年1月15日,日曜 0:00（土曜深夜） 更新,,,,配信,J:COMオンデマンド,2017-01-15,
2021年7月8日 - 9月23日,木曜 0:00 - 0:30（水曜深夜）,TOKYO MX,東京都,,放送,,2021-07-08,2021-09-23
2021年7月8日 - 9月23日,木曜 2:14 - 2:44（水曜深夜）,朝日放送テレビ,近畿広域圏,『水曜アニメ〈水もん〉』第1部,放送,,2021-07-08,2021-09-23
2021年7月8日 - 9月23日,木曜 2:35 - 3:05（水曜深夜）,テレビ愛知,愛知県,,放送,,2021-07-08,2021-09-23
2021年7月9日 - 9月24日,金曜 0:00 - 0:30（木曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2021-07-09,2021-09-24
2021年7月10日 - 9月25日,土曜 21:00 - 21:30,AT-X,日本全域,CS放送 / 字幕放送[77] / リピート放送あり,放送,,2021-07-10,2021-09-25
2021年7月8日,木曜 21:00 更新,,,,配信,dアニメストア,2021-07-08,
2021年7月10日,土曜 21:00 更新,,,,配信,Netflix,2021-07-10,
2021年7月10日,土曜 21:00 更新,,,,配信,Amazon Prime Video,2021-07-10,
2021年7月10日,土曜 21:00 更新,,,,配信,U-NEXT,2021-07-10,
2021年7月10日,土曜 21:00 更新,,,,配信,アニメ放題,2021-07-10,
2021年7月10日,土曜 21:00 更新,,,,配信,TVer,2021-07-10,
2021年7月10日,土曜 21:00 更新,,,,配信,ABEMA,2021-07-10,
2021年7月10日,土曜 21:00 更新,,,,配信,Hulu,2021-07-10,
2021年7月10日,土曜 21:00 更新,,,,配信,バンダイチャンネル,2021-07-10,
2021年7月10日,土曜 21:00 更新,,,,配信,GYAO!,2021-07-10,
2021年7月10日,土曜 21:00 更新,,,,配信,FOD,2021-07-10,
2021年7月10日,土曜 21:00 更新,,,,配信,ニコニコ,2021-07-10,
2021年7月10日,土曜 21:00 更新,,,,配信,ひかりTV,2021-07-10,
2021年7月11日,日曜 0:00（土曜深夜） 更新,,,,配信,J:COMオンデマンド,2021-07-11,
2021年7月11日,日曜 0:00（土曜深夜） 更新,,,,配信,TELASA,2021-07-11,
2021年7月11日,日曜 0:00（土曜深夜） 更新,,,,配信,みるプラス,2021-07-11,
