期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2020年1月11日 - 3月28日,土曜 23:00 - 23:30,TOKYO MX,東京都,製作参加,放送,,2020-01-11,2020-03-28
2020年1月11日 - 3月28日,土曜 23:00 - 23:30,とちぎテレビ,栃木県,,放送,,2020-01-11,2020-03-28
2020年1月11日 - 3月28日,土曜 23:00 - 23:30,群馬テレビ,群馬県,,放送,,2020-01-11,2020-03-28
2020年1月11日 - 3月28日,土曜 23:00 - 23:30,BS11,日本全域,製作参加 / BS放送 / 『ANIME+』枠,放送,,2020-01-11,2020-03-28
2020年1月12日 - 3月29日,日曜 2:10 - 2:40（土曜深夜）,朝日放送テレビ,近畿広域圏,『アニサタ』枠 / 特番の放送はなし,放送,,2020-01-12,2020-03-29
2020年1月12日 - 3月29日,日曜 2:44 - 3:15（土曜深夜）,メ〜テレ,中京広域圏,製作参加,放送,,2020-01-12,2020-03-29
2020年1月24日 - 4月10日,金曜 1:00 - 1:30（木曜深夜）,日テレプラス,日本全域,CS放送 / リピート放送あり,放送,,2020-01-24,2020-04-10
2020年1月12日,日曜 23:00 - 23:30,,,,配信,AbemaTV,2020-01-12,
2020年1月13日,月曜 23:30 更新,,,,配信,dアニメストア,2020-01-13,
2020年1月14日,火曜 23:30 - 水曜 0:00,,,,配信,ニコニコ生放送,2020-01-14,
2020年1月14日,火曜 23:30 更新,,,,配信,GYAO!,2020-01-14,
2020年1月14日,火曜 23:30 更新,,,,配信,バンダイチャンネル,2020-01-14,
2020年1月14日,火曜 23:30 更新,,,,配信,Hulu,2020-01-14,
2020年1月14日,火曜 23:30 更新,,,,配信,J:COMオンデマンド,2020-01-14,
2020年1月14日,火曜 23:30 更新,,,,配信,ビデオパス,2020-01-14,
2020年1月14日,火曜 23:30 更新,,,,配信,ニコニコチャンネル,2020-01-14,
2020年1月14日,火曜 23:30 更新,,,,配信,Amazonプライム・ビデオ,2020-01-14,
2020年1月14日,火曜 23:30 更新,,,,配信,ひかりTV,2020-01-14,
2020年1月14日,火曜 23:30 更新,,,,配信,ビデオマーケット,2020-01-14,
2020年1月14日,火曜 23:30 更新,,,,配信,DMM.com,2020-01-14,
2020年1月14日,火曜 23:30 更新,,,,配信,music.jp,2020-01-14,
2020年1月14日,火曜 23:30 更新,,,,配信,FOD,2020-01-14,
2020年1月15日,水曜 0:00 更新,,,,配信,U-NEXT,2020-01-15,
2020年1月15日,水曜 0:00 更新,,,,配信,アニメ放題,2020-01-15,
