期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2022年4月6日 - 6月22日,水曜 1:29 - 1:59（火曜深夜）,日本テレビ,関東広域圏,製作参加 / 『AnichU』枠,放送,,2022-04-06,2022-06-22
2022年4月7日 - 6月23日,木曜 0:30 - 1:00（水曜深夜）,BS日テレ,日本全域,BS放送 / 『アニメにむちゅ〜』枠,放送,,2022-04-07,2022-06-23
2022年4月15日 - 7月1日,金曜 1:29 - 1:59（木曜深夜）,くまもと県民テレビ,熊本県,,放送,,2022-04-15,2022-07-01
2022年5月4日 -,水曜 20:30 - 21:00,AT-X,日本全域,CS放送 / リピート放送あり,放送,,2022-05-04,
2022年4月6日,水曜 0:00（火曜深夜） 更新,,,,配信,Hulu,2022-04-06,
2022年4月6日,水曜 0:00（火曜深夜） 更新,,,,配信,dアニメストア,2022-04-06,
2022年4月6日,水曜 1:30（火曜深夜） 更新,,,,配信,dTV,2022-04-06,
2022年4月6日,水曜 1:30（火曜深夜） 更新,,,,配信,アニメタイムズ,2022-04-06,
2022年4月6日,水曜 1:30（火曜深夜） 更新,,,,配信,U-NEXT,2022-04-06,
2022年4月6日,水曜 1:30（火曜深夜） 更新,,,,配信,アニメ放題,2022-04-06,
2022年4月9日,土曜 0:00（金曜深夜） 更新,,,,配信,ABEMAビデオ,2022-04-09,
2022年4月9日,土曜 0:00（金曜深夜） 更新,,,,配信,Amazon Prime Video,2022-04-09,
2022年4月9日,土曜 0:00（金曜深夜） 更新,,,,配信,FOD,2022-04-09,
2022年4月9日,土曜 0:00（金曜深夜） 更新,,,,配信,J:COMオンデマンド,2022-04-09,
2022年4月9日,土曜 0:00（金曜深夜） 更新,,,,配信,milplus,2022-04-09,
2022年4月9日,土曜 0:00（金曜深夜） 更新,,,,配信,TELASA,2022-04-09,
2022年4月9日,土曜 0:00（金曜深夜） 更新,,,,配信,WOWOWオンデマンド,2022-04-09,
2022年4月9日,土曜 0:00（金曜深夜） 更新,,,,配信,auスマートパスプレミアム,2022-04-09,
2022年4月9日,土曜 0:00（金曜深夜） 更新,,,,配信,Disney+,2022-04-09,
2022年4月9日,土曜 0:00（金曜深夜） 更新,,,,配信,バンダイチャンネル,2022-04-09,
2022年4月9日,土曜 0:00（金曜深夜） 更新,,,,配信,ひかりTV,2022-04-09,
2022年4月9日,土曜 0:00（金曜深夜） 更新,,,,配信,ビデオマーケット,2022-04-09,
2022年4月9日,土曜 0:00（金曜深夜） 更新,,,,配信,DMM.com,2022-04-09,
2022年4月9日,土曜 0:00（金曜深夜） 更新,,,,配信,GYAO!ストア,2022-04-09,
2022年4月9日,土曜 0:00（金曜深夜） 更新,,,,配信,HAPPY!動画,2022-04-09,
2022年4月9日,土曜 0:00（金曜深夜） 更新,,,,配信,music.jp,2022-04-09,
2022年4月9日,土曜 0:00（金曜深夜） 更新,,,,配信,Rakuten TV,2022-04-09,
2022年4月9日,土曜 0:00（金曜深夜） 更新,,,,配信,YouTube,2022-04-09,
2022年4月9日,土曜 0:00（金曜深夜） 更新,,,,配信,クランクイン！ビデオ,2022-04-09,
2022年4月9日,土曜 0:00（金曜深夜） 更新,,,,配信,ニコニコチャンネル[62],2022-04-09,
2022年4月9日,土曜 0:00（金曜深夜） 更新,,,,配信,ムービーフルPlus,2022-04-09,
2022年4月9日,土曜 0:00（金曜深夜） 更新,,,,配信,GYAO!,2022-04-09,
2022年4月9日,土曜 0:00（金曜深夜） 更新,,,,配信,TVer,2022-04-09,
2022年4月9日,土曜 0:00（金曜深夜） 更新,,,,配信,日テレ無料,2022-04-09,
2022年4月9日,土曜 0:00 - 0:30（金曜深夜）,,,,配信,ニコニコ生放送[62],2022-04-09,
2022年4月9日,土曜 1:00 - 1:30（金曜深夜）,,,,配信,ABEMA[63],2022-04-09,
2022年4月11日,月曜 12:00 更新,,,,配信,ふらっと動画,2022-04-11,
