期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2021年7月7日 - 9月22日,水曜 23:00 - 23:30,TOKYO MX,東京都,製作参加 / リピート放送あり,放送,,2021-07-07,2021-09-22
2021年7月8日 - 9月23日,木曜 0:00 - 0:30（水曜深夜）,BS日テレ,日本全域,製作参加 / BS放送 / 『アニメにむちゅ〜』枠,放送,,2021-07-08,2021-09-23
2021年7月9日 - 9月24日,金曜 2:30 - 3:00（木曜深夜）,毎日放送,近畿広域圏,製作参加,放送,,2021-07-09,2021-09-24
2021年7月9日 - 9月24日,金曜 22:00 - 22:30,AT-X,日本全域,CS放送 / 字幕放送[19] / リピート放送あり,放送,,2021-07-09,2021-09-24
2021年7月10日 - 9月25日,土曜 1:00 - 1:30（金曜深夜）,J:COMテレビ,日本国内,CATV / 『アニおび』枠,放送,,2021-07-10,2021-09-25
2021年9月24日 -,金曜 1:20 - 1:50（木曜深夜）,テレビ長崎,長崎県,,放送,,2021-09-24,
2021年7月7日,水曜 23:30 更新,,,,配信,dアニメストア,2021-07-07,
2021年7月7日,水曜 23:30 更新,,,,配信,Netflix,2021-07-07,
2021年7月12日,月曜 0:00 更新,,,,配信,Amazon Prime Video,2021-07-12,
2021年7月12日,月曜 0:00 更新,,,,配信,J:COMオンデマンド,2021-07-12,
2021年7月12日,月曜 0:00 更新,,,,配信,みるプラス,2021-07-12,
2021年7月12日,月曜 0:00 更新,,,,配信,TELASA,2021-07-12,
2021年7月12日,月曜 0:00 更新,,,,配信,U-NEXT,2021-07-12,
2021年7月12日,月曜 0:00 更新,,,,配信,アニメ放題,2021-07-12,
2021年7月12日,月曜 0:00 更新,,,,配信,ひかりTV,2021-07-12,
2021年7月12日,月曜 0:00 更新,,,,配信,ABEMA,2021-07-12,
2021年7月12日,月曜 0:00 更新,,,,配信,Hulu,2021-07-12,
2021年7月12日,月曜 0:00 更新,,,,配信,バンダイチャンネル,2021-07-12,
2021年7月12日,月曜 0:00 更新,,,,配信,MBS動画イズム,2021-07-12,
2021年7月12日,月曜 0:00 更新,,,,配信,GYAO!,2021-07-12,
2021年7月12日,月曜 0:00 更新,,,,配信,TVer,2021-07-12,
2021年7月12日,月曜 0:00 更新,,,,配信,FOD,2021-07-12,
2021年7月12日,月曜 0:00 更新,,,,配信,niconico,2021-07-12,
2021年7月12日,月曜 0:00 更新,,,,配信,dTV,2021-07-12,
2021年7月12日,月曜 0:00 更新,,,,配信,Rakuten TV,2021-07-12,
2021年7月12日,月曜 0:00 更新,,,,配信,ビデオマーケット,2021-07-12,
2021年7月12日,月曜 0:00 更新,,,,配信,DMM.com,2021-07-12,
2021年7月12日,月曜 0:00 更新,,,,配信,GYAO!ストア,2021-07-12,
2021年7月12日,月曜 0:00 更新,,,,配信,music.jp,2021-07-12,
2021年7月12日,月曜 0:00 更新,,,,配信,HAPPY!動画,2021-07-12,
2021年7月12日,月曜 0:00 更新,,,,配信,MOVIEFULL,2021-07-12,
2021年7月12日,月曜 0:00 更新,,,,配信,クランクイン!ビデオ,2021-07-12,
