期間,時間,放送局,対象地域,備考,タイプ,開始,終了
2022年1月5日 - 3月30日,水曜 23:30 - 木曜 0:00,AT-X,日本全域,製作参加 / CS放送字幕放送[97] / リピート放送あり,放送,2022-01-05,2022-03-30
2022年1月6日 - 3月31日,木曜 1:05 - 1:35（水曜深夜）,TOKYO MX,東京都,,放送,2022-01-06,2022-03-31
2022年1月6日 - 3月31日,木曜 1:05 - 1:35（水曜深夜）,KBS京都,京都府,,放送,2022-01-06,2022-03-31
2022年1月6日 - 3月31日,木曜 1:30 - 2:00（水曜深夜）,サンテレビ,兵庫県,,放送,2022-01-06,2022-03-31
2022年1月6日 - 3月31日,木曜 2:35 - 3:05（水曜深夜）,テレビ愛知,愛知県,,放送,2022-01-06,2022-03-31
2022年1月7日 - 4月1日,金曜 0:00 - 0:30（木曜深夜）,BS日テレ,日本全域,製作参加 / BS/BS4K放送『アニメにむちゅ〜』枠,放送,2022-01-07,2022-04-01
2022年1月7日 - 4月1日,金曜 1:29 - 1:59（木曜深夜）,熊本県民テレビ,熊本県,[注 8],放送,2022-01-07,2022-04-01
