期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2022年11月4日 - 12月23日,金曜 0:30 - 1:00（木曜深夜）,TOKYO MX,東京都,,放送,,2022-11-04,2022-12-23
2022年11月4日 - 12月23日,金曜 0:30 - 1:00（木曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2022-11-04,2022-12-23
2022年11月4日 - 12月23日,金曜 1:00 - 1:30（木曜深夜）,KBS京都,京都府,,放送,,2022-11-04,2022-12-23
2022年11月4日 - 12月23日,金曜 1:30 - 2:00（木曜深夜）,サンテレビ,兵庫県,リピート放送あり,放送,,2022-11-04,2022-12-23
2022年11月4日 - 12月23日,金曜 22:30 - 23:00,AT-X,日本全域,CS放送 / リピート放送あり,放送,,2022-11-04,2022-12-23
2022年11月5日 - 12月24日,土曜 2:05 - 2:35（金曜深夜）,テレビ愛知,愛知県,,放送,,2022-11-05,2022-12-24
2022年11月8日 - 12月27日,火曜 1:30 - 2:00（月曜深夜）,中国放送,広島県,,放送,,2022-11-08,2022-12-27
2022年11月8日 - 12月27日,火曜 1:56 - 2:26（月曜深夜）,北海道放送,北海道,,放送,,2022-11-08,2022-12-27
2022年11月11日 - 12月30日,金曜 1:25 - 1:55（木曜深夜）,長崎放送,長崎県,,放送,,2022-11-11,2022-12-30
2023年1月20日,金曜 1:00 - 1:30（木曜深夜）,TOKYO MX,東京都,,放送,,2023-01-20,
2023年1月20日,金曜 1:00 - 1:30（木曜深夜）,サンテレビ,兵庫県,リピート放送は廃止[注 17],放送,,2023-01-20,
2023年1月20日,金曜 1:30 - 2:00（木曜深夜）,KBS京都,京都府,,放送,,2023-01-20,
2023年1月24日,火曜 1:00 - 1:30（月曜深夜）,AT-X,日本全域,CS放送 / リピート放送あり,放送,,2023-01-24,
2023年1月24日,火曜 1:55 - 2:25（月曜深夜）,中国放送,広島県,,放送,,2023-01-24,
2023年1月24日,火曜 2:26 - 2:56（月曜深夜）,北海道放送,北海道,,放送,,2023-01-24,
2023年1月24日,火曜 3:05 - 3:35（月曜深夜）,テレビ愛知,愛知県,,放送,,2023-01-24,
2023年1月27日,金曜 1:25 - 1:55（木曜深夜）,長崎放送,長崎県,,放送,,2023-01-27,
2023年2月3日,金曜 1:00 - 1:30（木曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2023-02-03,
2023年2月12日,日曜 19:30 - 20:00,TOKYO MX,東京都,,放送,,2023-02-12,
2023年2月12日,日曜 19:30 - 20:00,KBS京都,京都府,,放送,,2023-02-12,
2023年2月12日,日曜 19:30 - 20:00,AT-X,日本全域,CS放送 / リピート放送あり,放送,,2023-02-12,
2023年2月14日,火曜 3:05 - 3:35（月曜深夜）,テレビ愛知,愛知県,,放送,,2023-02-14,
2023年2月17日,金曜 1:00 - 1:30（木曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2023-02-17,
2023年2月17日,金曜 1:00 - 1:30（木曜深夜）,サンテレビ,兵庫県,,放送,,2023-02-17,
2023年2月17日,金曜 1:25 - 1:55（木曜深夜）,長崎放送,長崎県,,放送,,2023-02-17,
2023年2月21日,火曜 2:15 - 2:45（月曜深夜）,中国放送,広島県,,放送,,2023-02-21,
2023年2月21日,火曜 2:26 - 2:56（月曜深夜）,北海道放送,北海道,,放送,,2023-02-21,
2023年3月25日,土曜 20:30 - 21:00,TOKYO MX,東京都,,放送,,2023-03-25,
2023年3月25日,土曜 20:30 - 21:00,KBS京都,京都府,,放送,,2023-03-25,
2023年3月25日,土曜 20:30 - 21:00,AT-X,日本全域,CS放送 / リピート放送あり,放送,,2023-03-25,
2023年3月28日,火曜 3:05 - 3:35（月曜深夜）,テレビ愛知,愛知県,,放送,,2023-03-28,
2023年3月31日,金曜 1:00 - 1:30（木曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2023-03-31,
2023年3月31日,金曜 1:00 - 1:30（木曜深夜）,サンテレビ,兵庫県,,放送,,2023-03-31,
2023年3月31日,金曜 1:25 - 1:55（木曜深夜）,長崎放送,長崎県,,放送,,2023-03-31,
2023年4月4日,火曜 1:56 - 2:26（月曜深夜）,北海道放送,北海道,,放送,,2023-04-04,
2023年4月4日,火曜 2:15 - 2:45（月曜深夜）,中国放送,広島県,,放送,,2023-04-04,
