期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2021年1月13日 - 3月31日,水曜 1:29 - 1:59（火曜深夜）[注 1],日本テレビ,関東広域圏,製作参加 / 『AnichU』第1部,放送,,2021-01-13,2021-03-31
2021年1月13日 - 4月7日,水曜 2:34 - 3:04（火曜深夜）,札幌テレビ,北海道,,放送,,2021-01-13,2021-04-07
2021年1月14日 - 4月1日,木曜 1:00 - 1:30（水曜深夜）,BS日テレ,日本全域,BS放送 / 『アニメにむちゅ〜』枠,放送,,2021-01-14,2021-04-01
2021年1月15日 - 4月2日,金曜 1:29 - 1:59（木曜深夜）,山口放送,山口県,,放送,,2021-01-15,2021-04-02
2021年1月15日 - 4月2日,金曜 1:39 - 2:09（木曜深夜）,ミヤギテレビ,宮城県,,放送,,2021-01-15,2021-04-02
2021年1月15日 - 4月2日,金曜 2:10 - 2:40（木曜深夜）,福岡放送,福岡県,,放送,,2021-01-15,2021-04-02
2021年1月15日2021年1月24日 - 4月4日,金曜 1:37 - 2:07（木曜深夜）（第1話）日曜 1:59 - 2:29（土曜深夜）（第2話以降）,中京テレビ,中京広域圏,『チュッキョアニメ』枠,放送,,2021-01-15,2021-04-04
2021年1月17日 - 4月4日,日曜 1:25 - 1:55（土曜深夜）,南海放送,愛媛県,,放送,,2021-01-17,2021-04-04
2021年1月19日 - 4月6日,火曜 1:59 - 2:29（月曜深夜）,読売テレビ,近畿広域圏,『MANPA』第1部,放送,,2021-01-19,2021-04-06
2021年1月19日 - 4月6日,火曜 2:05 - 2:35（月曜深夜）,日本海テレビ,鳥取県・島根県,,放送,,2021-01-19,2021-04-06
2021年1月21日 - 4月8日,木曜 1:34 - 2:04（水曜深夜）,テレビ金沢,石川県,,放送,,2021-01-21,2021-04-08
2021年1月23日 - 4月10日,土曜 1:56 - 2:26（金曜深夜）,青森放送,青森県,,放送,,2021-01-23,2021-04-10
2021年2月8日 -,月曜 0:30 - 1:00（日曜深夜）,日テレプラス,日本全域,CS放送 / リピート放送あり,放送,,2021-02-08,
2021年6月30日,水曜 1:34 - 2:34（火曜深夜）,日本テレビ,関東広域圏,製作参加,放送,,2021-06-30,
2021年7月1日,木曜 1:37 - 2:37（水曜深夜）,中京テレビ,中京広域圏,,放送,,2021-07-01,
2021年7月2日,金曜 2:40 - 3:40（木曜深夜）,福岡放送,福岡県,,放送,,2021-07-02,
2021年7月4日,日曜 1:05 - 2:05（土曜深夜）,ミヤギテレビ,宮城県,,放送,,2021-07-04,
2021年7月9日,金曜 0:54 - 1:54（木曜深夜）,青森放送,青森県,,放送,,2021-07-09,
2021年7月10日,土曜 2:57 - 3:57（金曜深夜）,南海放送,愛媛県,,放送,,2021-07-10,
2021年7月19日,月曜 2:35 - 3:35（日曜深夜）,札幌テレビ,北海道,,放送,,2021-07-19,
2021年7月29日,木曜 1:45 - 2:49（水曜深夜）,読売テレビ,近畿広域圏,『水曜スターナイト』枠,放送,,2021-07-29,
2021年1月13日,水曜 0:00（火曜深夜） 更新,,,,配信,dアニメストア,2021-01-13,
2021年1月13日,水曜 0:00（火曜深夜） 更新,,,,配信,Hulu,2021-01-13,
2021年1月13日,水曜 12:00 更新,,,,配信,J:COMオンデマンド,2021-01-13,
2021年1月13日,水曜 12:00 更新,,,,配信,TELASA,2021-01-13,
2021年1月13日,水曜 12:00 更新,,,,配信,ひかりTV,2021-01-13,
2021年1月13日,水曜 12:00 更新,,,,配信,みるプラス,2021-01-13,
2021年1月13日,水曜 12:00 更新,,,,配信,FOD,2021-01-13,
2021年1月13日,水曜 12:00 更新,,,,配信,niconico,2021-01-13,
2021年1月13日,水曜 12:00 更新,,,,配信,あにてれ,2021-01-13,
2021年1月13日,水曜 12:00 更新,,,,配信,Paravi,2021-01-13,
2021年1月13日,水曜 12:00 更新,,,,配信,U-NEXT,2021-01-13,
2021年1月13日,水曜 12:00 更新,,,,配信,バンダイチャンネル,2021-01-13,
2021年1月13日,水曜 12:00 更新,,,,配信,Amazonプライム・ビデオ,2021-01-13,
2021年1月13日,水曜 12:00 更新,,,,配信,Google Play,2021-01-13,
2021年1月13日,水曜 12:00 更新,,,,配信,Rakuten TV,2021-01-13,
2021年1月13日,水曜 12:00 更新,,,,配信,TSUTAYA TV,2021-01-13,
2021年1月13日,水曜 12:00 更新,,,,配信,ビデオマーケット,2021-01-13,
2021年1月13日,水曜 12:00 更新,,,,配信,DMM.com,2021-01-13,
2021年1月13日,水曜 12:00 更新,,,,配信,GYAO!ストア,2021-01-13,
2021年1月13日,水曜 12:00 更新,,,,配信,music.jp,2021-01-13,
2021年1月13日,水曜 12:00 更新,,,,配信,COCORO VIDEO,2021-01-13,
2021年1月13日,水曜 12:00 更新,,,,配信,HAPPY!動画,2021-01-13,
2021年1月13日,水曜 12:00 更新,,,,配信,ムービーフルPlus,2021-01-13,
2021年1月13日,水曜 12:00 更新,,,,配信,日テレ無料,2021-01-13,
2021年1月13日,水曜 12:00 更新,,,,配信,TVer,2021-01-13,
2021年1月13日,水曜 12:00 更新,,,,配信,GYAO!,2021-01-13,
2021年6月30日,水曜 0:00（火曜深夜） 更新,,,,配信,Hulu,2021-06-30,
2021年6月30日,水曜 0:00（火曜深夜） 更新,,,,配信,dアニメストア,2021-06-30,
