期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2017年10月4日 - 12月27日,水曜 22:30 - 23:00,TOKYO MX,東京都,,放送,,2017-10-04,2017-12-27
2017年10月4日 - 12月27日,水曜 23:00 - 23:30,KBS京都,京都府,,放送,,2017-10-04,2017-12-27
2017年10月5日 - 12月28日,木曜 0:30 - 1:00（水曜深夜）,サンテレビ,兵庫県,,放送,,2017-10-05,2017-12-28
2017年10月5日 - 12月28日,木曜 1:30 - 2:00（水曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2017-10-05,2017-12-28
2017年10月5日 - 12月28日,木曜 2:05 - 2:35（水曜深夜）,テレビ愛知,愛知県,,放送,,2017-10-05,2017-12-28
2017年10月6日 - 12月29日,金曜 20:00 - 20:30,AT-X,日本全域,CS放送 / リピート放送あり,放送,,2017-10-06,2017-12-29
2017年10月5日,火曜 12:00 更新,,,,配信,dアニメストア / アニメイトチャンネル,2017-10-05,
2017年10月11日,水曜 22:00 - 22:30,,,,配信,AbemaTV,2017-10-11,
2021年7月7日 - 8月25日2021年10月6日 - 12月29日,水曜 22:30 - 23:00,TOKYO MX,東京都,,放送,,2021-07-07,
2021年7月7日 - 8月25日2021年10月9日 - 2022年1月1日,水曜 23:00 - 23:30土曜 23:00 - 23:30,KBS京都,京都府,,放送,,2021-07-07,
2021年7月8日 - 8月26日2021年10月9日 - 2022年1月1日,木曜 0:00 - 0:30（水曜深夜）土曜 22:30 - 23:00,サンテレビ,兵庫県,,放送,,2021-07-08,
2021年7月8日 - 8月26日2021年10月6日 - 12月29日,木曜 0:30 - 1:00（水曜深夜）土曜 22:30 - 23:00,BS日テレ,日本全域,BS放送 / 『アニメにむちゅ〜』枠,放送,,2021-07-08,
2021年7月8日 - 8月26日2021年10月11日 - 2022年1月4日,木曜 1:40 - 2:10（水曜深夜）火曜 1:30 - 2:00（月曜深夜）,テレビ愛知,愛知県,最終回のみ曜日変更,放送,,2021-07-08,
2021年7月8日 - 8月26日2021年11月18日 - 12月30日,木曜 21:00 - 21:30水曜 18:00 - 18:30,AT-X,日本全域,CS放送 / 字幕放送[15] / リピート放送あり,放送,,2021-07-08,
2021年7月7日2021年10月6日,水曜 22:30 更新,,,,配信,ABEMA,2021-07-07,
2021年7月12日2021年10月,月曜 12:00 更新,,,,配信,dアニメストア,2021-07-12,
2021年7月12日2021年10月,月曜 12:00 更新,,,,配信,U-NEXT,2021-07-12,
2021年7月12日2021年10月,月曜 12:00 更新,,,,配信,アニメ放題,2021-07-12,
2021年7月12日2021年10月,月曜 12:00 更新,,,,配信,J:COMオンデマンド,2021-07-12,
2021年7月12日2021年10月,月曜 12:00 更新,,,,配信,みるプラス,2021-07-12,
2021年7月12日2021年10月,月曜 12:00 更新,,,,配信,Hulu,2021-07-12,
2021年7月12日2021年10月,月曜 12:00 更新,,,,配信,FOD,2021-07-12,
2021年7月12日2021年10月,月曜 12:00 更新,,,,配信,ひかりTV,2021-07-12,
2021年7月12日2021年10月,月曜 12:00 更新,,,,配信,ニコニコチャンネル,2021-07-12,
2021年7月12日2021年10月,月曜 12:00 更新,,,,配信,ニコニコ生放送,2021-07-12,
2021年7月12日2021年10月,月曜 12:00 更新,,,,配信,GYAO!,2021-07-12,
2021年7月12日2021年10月,月曜 12:00 更新,,,,配信,バンダイチャンネル,2021-07-12,
2021年7月12日2021年10月,月曜 12:00 更新,,,,配信,Amazon Prime Video,2021-07-12,
2021年7月12日2021年10月,月曜 12:00 更新,,,,配信,クランクイン！ビデオ,2021-07-12,
