期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2021年8月1日 - 12月19日,日曜 2:00 - 2:30（土曜深夜）,朝日放送テレビ（幹事局）、メ～テレ（製作参加）およびテレビ朝日系列全24局,日本国内（一部[注 2]を除く）,『ANiMAZiNG!!!』枠,放送,,2021-08-01,2021-12-19
2021年8月4日 - 12月22日,水曜 22:00 - 22:30,AT-X,CS放送,リピート放送あり,放送,,2021-08-04,2021-12-22
2021年10月3日 - 2022年2月13日,日曜 23:30 - 月曜 0:00,BS11,BS放送,『ANIME+』枠,放送,,2021-10-03,2022-02-13
2021年8月1日,日曜 2:30（土曜深夜） 更新,,,,配信,dアニメストア,2021-08-01,
2021年8月6日,金曜 2:30（木曜深夜） 更新,,,,配信,Amazon Prime Video,2021-08-06,
2021年8月6日,金曜 2:30（木曜深夜） 更新,,,,配信,U-NEXT,2021-08-06,
2021年8月6日,金曜 2:30（木曜深夜） 更新,,,,配信,アニメ放題,2021-08-06,
2021年8月6日,金曜 2:30（木曜深夜） 更新,,,,配信,ニコニコチャンネル,2021-08-06,
2021年8月6日,金曜 2:30（木曜深夜） 更新,,,,配信,バンダイチャンネル,2021-08-06,
2021年8月6日,金曜 2:30（木曜深夜） 更新,,,,配信,Hulu,2021-08-06,
2021年8月6日,金曜 2:30（木曜深夜） 更新,,,,配信,FOD,2021-08-06,
2021年8月6日,金曜 2:30（木曜深夜） 更新,,,,配信,ひかりTV,2021-08-06,
2021年8月6日,金曜 2:30（木曜深夜） 更新,,,,配信,AnimeFesta,2021-08-06,
2021年8月6日,金曜 2:30（木曜深夜） 更新,,,,配信,ビデオマーケット,2021-08-06,
2021年8月6日,金曜 2:30（木曜深夜） 更新,,,,配信,music.jp,2021-08-06,
2021年8月6日,金曜 2:30（木曜深夜） 更新,,,,配信,GYAO!ストア,2021-08-06,
2021年8月6日,金曜 2:30（木曜深夜） 更新,,,,配信,クランクイン！ビデオ,2021-08-06,
2021年8月6日,金曜 10:00 更新,,,,配信,DMM.com,2021-08-06,
2021年8月6日,金曜 12:00 更新,,,,配信,HAPPY!動画,2021-08-06,
2021年8月6日,金曜 12:00 更新,,,,配信,TVer,2021-08-06,
2021年8月6日,金曜 12:00 更新,,,,配信,GYAO!,2021-08-06,
2021年8月6日,金曜 22:00 - 22:30,,,,配信,ニコニコ生放送,2021-08-06,
2021年8月6日,金曜 23:30 - 土曜 0:00,,,,配信,ABEMA[25],2021-08-06,
2021年8月7日,土曜 0:00（金曜深夜） 更新,,,,配信,TELASA,2021-08-07,
2021年8月7日,土曜 0:00（金曜深夜） 更新,,,,配信,J:COMオンデマンド メガパック,2021-08-07,
2021年8月7日,土曜 0:00（金曜深夜） 更新,,,,配信,milplus,2021-08-07,
2021年8月7日,土曜 0:00（金曜深夜） 更新,,,,配信,auスマートパスプレミアム,2021-08-07,
2021年8月7日,土曜 0:00（金曜深夜） 更新,,,,配信,マンガUP!,2021-08-07,
