期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2022年7月2日 - 9月3日,土曜 1:53 - 2:23（金曜深夜）,テレビ東京,関東広域圏,製作局・製作参加,放送,,2022-07-02,2022-09-03
2022年7月2日 - 9月3日,土曜 21:00 - 21:30,AT-X,日本全域,製作参加 / CS放送 / 字幕放送[21] / リピート放送あり,放送,,2022-07-02,2022-09-03
2022年7月2日 - 9月3日,土曜 22:00 - 22:30,BS11,日本全域,製作参加 / BS放送 / 『ANIME+』枠,放送,,2022-07-02,2022-09-03
2022年7月5日 - 9月6日,火曜 1:30 - 2:00（月曜深夜）,テレビ愛媛,愛媛県,,放送,,2022-07-05,2022-09-06
2022年7月22日 - 9月23日,金曜 0:35 - 1:05（木曜深夜）,テレビ和歌山,和歌山県,,放送,,2022-07-22,2022-09-23
2022年8月15日 - 10月24日,月曜 1:30 - 2:00（日曜深夜）,びわ湖放送,滋賀県,,放送,,2022-08-15,2022-10-24
2022年7月2日,土曜 12:00 更新,,,,配信,dTV,2022-07-02,
2022年7月2日,土曜 12:00 更新,,,,配信,アニメタイムズ,2022-07-02,
2022年7月2日,土曜 12:00 更新,,,,配信,ABEMAビデオ,2022-07-02,
2022年7月3日,日曜 1:00 - 1:30（土曜深夜）,,,,配信,ABEMA[22],2022-07-03,
2022年7月6日,水曜 0:00（火曜深夜） 更新,,,,配信,ひかりTV,2022-07-06,
2022年7月6日,水曜 0:00（火曜深夜） 更新,,,,配信,Rakuten TV,2022-07-06,
2022年7月6日,水曜 0:00（火曜深夜） 更新,,,,配信,ニコニコチャンネル,2022-07-06,
2022年7月6日,水曜 0:00（火曜深夜） 更新,,,,配信,クランクイン！ビデオ,2022-07-06,
2022年7月7日,木曜 0:00（水曜深夜） 更新,,,,配信,バンダイチャンネル,2022-07-07,
2022年7月7日,木曜 0:00（水曜深夜） 更新,,,,配信,Google Play,2022-07-07,
2022年7月7日,木曜 0:00（水曜深夜） 更新,,,,配信,U-NEXT,2022-07-07,
2022年7月7日,木曜 0:00（水曜深夜） 更新,,,,配信,アニメ放題,2022-07-07,
2022年7月7日,木曜 0:00（水曜深夜） 更新,,,,配信,FOD,2022-07-07,
2022年7月7日,木曜 0:00（水曜深夜） 更新,,,,配信,TVer,2022-07-07,
2022年7月7日,木曜 0:00（水曜深夜） 更新,,,,配信,ネットもテレ東,2022-07-07,
2022年7月7日,木曜 0:00（水曜深夜） 更新,,,,配信,Hulu,2022-07-07,
2022年7月7日,木曜 0:00（水曜深夜） 更新,,,,配信,AnimeFesta,2022-07-07,
2022年7月7日,木曜 0:30 - 1:00（水曜深夜）,,,,配信,ニコニコ生放送[23],2022-07-07,
2022年8月1日,木曜 0:00（水曜深夜） 更新,,,,配信,アニマックスオンデマンド,2022-08-01,
