期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2022年1月6日 - 3月24日,木曜 0:00 - 0:30（水曜深夜）,テレビ東京,関東広域圏,製作参加 / 字幕放送[40],放送,,2022-01-06,2022-03-24
2022年1月6日 - 3月24日,木曜 0:30 - 0:59（水曜深夜）,BSテレ東,日本全域,BS/BS4K放送 / 字幕放送[41],放送,,2022-01-06,2022-03-24
2022年1月6日 - 3月24日,木曜 21:00 - 21:30,AT-X,日本全域,製作参加 / CS放送 / 字幕放送[42] / リピート放送あり,放送,,2022-01-06,2022-03-24
2022年2月14日 -,月曜 1:30 - 2:00（日曜深夜）,びわ湖放送,滋賀県,,放送,,2022-02-14,
2022年1月6日,木曜 1:00（水曜深夜） 更新,,,,配信,アニメタイムズ（Amazon Prime Video）,2022-01-06,
2022年1月6日,木曜 1:00（水曜深夜） 更新,,,,配信,dTV,2022-01-06,
2022年1月6日,木曜 1:00（水曜深夜） 更新,,,,配信,Hulu,2022-01-06,
2022年1月10日,月曜 0:00（日曜深夜） 更新,,,,配信,アニメ放題,2022-01-10,
2022年1月10日,月曜 0:00（日曜深夜） 更新,,,,配信,U-NEXT,2022-01-10,
2022年1月10日,月曜 0:00（日曜深夜） 更新,,,,配信,FOD,2022-01-10,
2022年1月10日,月曜 0:00（日曜深夜） 更新,,,,配信,バンダイチャンネル,2022-01-10,
2022年1月10日,月曜 0:00（日曜深夜） 更新,,,,配信,TELASA,2022-01-10,
2022年1月10日,月曜 0:00（日曜深夜） 更新,,,,配信,J:COMオンデマンド,2022-01-10,
2022年1月10日,月曜 0:00（日曜深夜） 更新,,,,配信,auスマートパスプレミアム,2022-01-10,
2022年1月10日,月曜 0:00（日曜深夜） 更新,,,,配信,milplus,2022-01-10,
2022年1月10日,月曜 0:00（日曜深夜） 更新,,,,配信,ABEMA,2022-01-10,
2022年1月10日,月曜 0:00（日曜深夜） 更新,,,,配信,ひかりTV,2022-01-10,
2022年1月10日,月曜 0:00（日曜深夜） 更新,,,,配信,Rakuten TV,2022-01-10,
2022年1月10日,月曜 0:00（日曜深夜） 更新,,,,配信,DMM.com,2022-01-10,
2022年1月10日,月曜 0:00（日曜深夜） 更新,,,,配信,ビデオマーケット,2022-01-10,
2022年1月10日,月曜 0:00（日曜深夜） 更新,,,,配信,GYAO!ストア,2022-01-10,
2022年1月10日,月曜 0:00（日曜深夜） 更新,,,,配信,music.jp,2022-01-10,
2022年1月10日,月曜 0:00（日曜深夜） 更新,,,,配信,ニコニコチャンネル,2022-01-10,
2022年1月10日,月曜 0:00（日曜深夜） 更新,,,,配信,クランクイン！ビデオ,2022-01-10,
2022年1月10日,月曜 12:00 更新,,,,配信,HAPPY!動画,2022-01-10,
2022年1月10日,月曜 17:00 更新,,,,配信,Disney+,2022-01-10,
2022年1月11日,火曜12:00 更新,,,,配信,MOVIEFULL,2022-01-11,
2022年7月12日 - 9月27日,火曜 1:30 - 2:00（月曜深夜）,テレビ東京,関東広域圏,製作参加,放送,,2022-07-12,2022-09-27
2022年7月12日 - 9月27日,火曜 23:00 - 23:30,AT-X,日本全域,製作参加 / CS放送 / 字幕放送[43] / リピート放送あり,放送,,2022-07-12,2022-09-27
2022年7月15日 -,金曜 0:30 - 1:00（木曜深夜）,BSテレ東,日本全域,BS/BS4K放送,放送,,2022-07-15,
2022年7月12日,火曜 2:00（水曜深夜） 更新,,,,配信,アニメタイムズ（Amazon Prime Video）,2022-07-12,
2022年7月12日,火曜 2:00（水曜深夜） 更新,,,,配信,dTV,2022-07-12,
2022年7月12日,火曜 2:00（水曜深夜） 更新,,,,配信,Hulu,2022-07-12,
2022年7月16日,土曜 0:00（金曜深夜） 更新,,,,配信,アニメ放題,2022-07-16,
2022年7月16日,土曜 0:00（金曜深夜） 更新,,,,配信,U-NEXT,2022-07-16,
2022年7月16日,土曜 0:00（金曜深夜） 更新,,,,配信,バンダイチャンネル,2022-07-16,
2022年7月16日,土曜 0:00（金曜深夜） 更新,,,,配信,TELASA,2022-07-16,
2022年7月16日,土曜 0:00（金曜深夜） 更新,,,,配信,J:COMオンデマンド,2022-07-16,
2022年7月16日,土曜 0:00（金曜深夜） 更新,,,,配信,auスマートパスプレミアム,2022-07-16,
2022年7月16日,土曜 0:00（金曜深夜） 更新,,,,配信,milplus,2022-07-16,
2022年7月16日,土曜 0:00（金曜深夜） 更新,,,,配信,ひかりTV,2022-07-16,
2022年7月16日,土曜 0:00（金曜深夜） 更新,,,,配信,Disney+,2022-07-16,
2022年7月16日,土曜 0:00（金曜深夜） 更新,,,,配信,ABEMA,2022-07-16,
2022年7月16日,土曜 0:00（金曜深夜） 更新,,,,配信,dアニメストア,2022-07-16,
2022年7月16日,土曜 0:00（金曜深夜） 更新,,,,配信,Rakuten TV,2022-07-16,
2022年7月16日,土曜 0:00（金曜深夜） 更新,,,,配信,DMM.com,2022-07-16,
2022年7月16日,土曜 0:00（金曜深夜） 更新,,,,配信,ビデオマーケット,2022-07-16,
2022年7月16日,土曜 0:00（金曜深夜） 更新,,,,配信,GYAO!ストア,2022-07-16,
2022年7月16日,土曜 0:00（金曜深夜） 更新,,,,配信,music.jp,2022-07-16,
2022年7月16日,土曜 0:00（金曜深夜） 更新,,,,配信,ニコニコチャンネル,2022-07-16,
2022年7月16日,土曜 0:00（金曜深夜） 更新,,,,配信,クランクイン！ビデオ,2022-07-16,
2022年7月17日,日曜 12:00 更新,,,,配信,GYAO!,2022-07-17,
