期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2021年4月4日 - 6月20日,日曜 22:00 - 22:30,TOKYO MX,東京都,,放送,,2021-04-04,2021-06-20
2021年4月6日 - 6月22日,火曜 2:59 - 3:29（月曜深夜）,読売テレビ,近畿広域圏,『MANPA』第3部,放送,,2021-04-06,2021-06-22
2021年4月7日 - 6月23日,水曜 0:00 - 0:30（火曜深夜）,BSフジ,日本全域,BS/BS4K放送 / 『アニメギルド』枠,放送,,2021-04-07,2021-06-23
2021年5月8日 - 7月24日,土曜 20:30 - 21:00,アニマックス,日本全域,BS/CS放送同年4月24日に1・2軒目を先行放送[23],放送,,2021-05-08,2021-07-24
2021年4月4日,日曜 23:00 更新,,,,配信,ABEMA,2021-04-04,
2021年4月11日,日曜 0:00（土曜深夜） 更新,,,,配信,ニコニコチャンネル,2021-04-11,
2021年4月11日,日曜 0:00（土曜深夜） 更新,,,,配信,Rakuten TV,2021-04-11,
2021年4月11日,日曜 0:00（土曜深夜） 更新,,,,配信,Video Market,2021-04-11,
2021年4月11日,日曜 0:00（土曜深夜） 更新,,,,配信,GYAO!ストア,2021-04-11,
2021年4月11日,日曜 0:00（土曜深夜） 更新,,,,配信,クランクイン！ビデオ,2021-04-11,
2021年4月11日,日曜 0:00（土曜深夜） 更新,,,,配信,DMM.com,2021-04-11,
2021年4月11日,日曜 0:00（土曜深夜） 更新,,,,配信,バンダイチャンネル,2021-04-11,
2021年4月11日,日曜 0:00（土曜深夜） 更新,,,,配信,auスマートパスプレミアム,2021-04-11,
2021年4月11日,日曜 0:00（土曜深夜） 更新,,,,配信,TELASA,2021-04-11,
2021年4月11日,日曜 0:00（土曜深夜） 更新,,,,配信,dアニメストア,2021-04-11,
2021年4月11日,日曜 0:00（土曜深夜） 更新,,,,配信,Amazon Prime Video,2021-04-11,
2021年4月11日,日曜 0:00（土曜深夜） 更新,,,,配信,Hulu,2021-04-11,
2021年4月11日,日曜 0:00（土曜深夜） 更新,,,,配信,Netflix,2021-04-11,
2021年4月11日,日曜 0:00（土曜深夜） 更新,,,,配信,ひかりTV,2021-04-11,
2021年4月11日,日曜 0:00（土曜深夜） 更新,,,,配信,U-NEXT,2021-04-11,
2021年4月11日,日曜 0:00（土曜深夜） 更新,,,,配信,アニメ放題,2021-04-11,
2021年4月11日,日曜 0:00（土曜深夜） 更新,,,,配信,FOD,2021-04-11,
2021年4月11日,日曜 0:00（土曜深夜） 更新,,,,配信,ytv MyDo!,2021-04-11,
2021年4月11日,日曜 0:00（土曜深夜） 更新,,,,配信,GYAO!,2021-04-11,
2021年4月11日,日曜 23:30 - 月曜 0:00,,,,配信,ニコニコ生放送,2021-04-11,
