期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2021年1月8日 - 3月26日,金曜 21:00 - 21:30,AT-X,日本全域,製作参加 / CS放送 / リピート放送あり,放送,,2021-01-08,2021-03-26
2021年1月8日 - 3月26日,金曜 22:00 - 22:30,TOKYO MX,東京都,製作参加 / リピート放送あり,放送,,2021-01-08,2021-03-26
2021年1月9日 - 3月27日,土曜 22:00 - 22:30,BS11,日本全域,製作参加 / BS放送 / 『ANIME+』枠,放送,,2021-01-09,2021-03-27
2021年1月8日,金曜 22:00 - 22:30,,,,配信,ABEMA,2021-01-08,
2021年1月8日,金曜 22:00 更新,,,,配信,dアニメストア,2021-01-08,
2021年1月13日,水曜 0:00（火曜深夜） 更新,,,,配信,Amazon Prime Video,2021-01-13,
2021年1月13日,水曜 0:00（火曜深夜） 更新,,,,配信,Netflix,2021-01-13,
2021年1月13日,水曜 0:00（火曜深夜） 更新,,,,配信,U-NEXT,2021-01-13,
2021年1月13日,水曜 0:00（火曜深夜） 更新,,,,配信,アニメ放題,2021-01-13,
2021年1月13日,水曜 0:00（火曜深夜） 更新,,,,配信,J:COMオンデマンド,2021-01-13,
2021年1月13日,水曜 0:00（火曜深夜） 更新,,,,配信,みるプラス,2021-01-13,
2021年1月13日,水曜 0:00（火曜深夜） 更新,,,,配信,TELASA,2021-01-13,
2021年1月13日,水曜 0:00（火曜深夜） 更新,,,,配信,スマートパスプレミアム,2021-01-13,
2021年1月13日,水曜 0:00（火曜深夜） 更新,,,,配信,バンダイチャンネル,2021-01-13,
2021年1月13日,水曜 0:00（火曜深夜） 更新,,,,配信,Hulu,2021-01-13,
2021年1月13日,水曜 0:00（火曜深夜） 更新,,,,配信,FOD,2021-01-13,
2021年1月13日,水曜 0:00（火曜深夜） 更新,,,,配信,GYAO!,2021-01-13,
2021年1月13日,水曜 0:00（火曜深夜） 更新,,,,配信,ひかりTV,2021-01-13,
2021年1月13日,水曜 0:00（火曜深夜） 更新,,,,配信,ニコニコチャンネル,2021-01-13,
2021年1月13日,水曜 0:00（火曜深夜） 更新,,,,配信,TSUTAYA TV,2021-01-13,
2021年1月13日,水曜 0:00（火曜深夜） 更新,,,,配信,ビデオマーケット,2021-01-13,
2021年1月13日,水曜 0:00（火曜深夜） 更新,,,,配信,DMM.com,2021-01-13,
2021年1月13日,水曜 0:00（火曜深夜） 更新,,,,配信,Rakuten TV,2021-01-13,
2021年1月13日,水曜 0:00（火曜深夜） 更新,,,,配信,Google Play,2021-01-13,
2021年1月13日,水曜 0:00（火曜深夜） 更新,,,,配信,クランクイン！ビデオ,2021-01-13,
2021年1月13日,水曜 0:00（火曜深夜） 更新,,,,配信,HAPPY!動画,2021-01-13,
2021年1月13日,水曜 0:00 - 0:30（火曜深夜）,,,,配信,ニコニコ生放送,2021-01-13,
