期間,時間,放送局,対象地域,備考,タイプ,開始,終了
2022年1月13日 - 3月31日,木曜 0:00 - 0:30（水曜深夜）,TOKYO MX,東京都,,放送,2022-01-13,2022-03-31
2022年1月13日 - 3月31日,木曜 0:00 - 0:30（水曜深夜）,BS日テレ,日本全域,BS/BS4K放送 / 『アニメにむちゅ〜』枠,放送,2022-01-13,2022-03-31
2022年1月13日 - 3月31日,木曜 22:30 - 23:00,AT-X,日本全域,CS放送 / 字幕放送[40] / リピート放送あり,放送,2022-01-13,2022-03-31
2022年1月14日 - 4月1日,金曜 0:00 - 0:30（木曜深夜）,サンテレビ,兵庫県,,放送,2022-01-14,2022-04-01
2022年1月14日 - 4月1日,金曜 1:00 - 1:30（木曜深夜）,KBS京都,京都府,,放送,2022-01-14,2022-04-01
