期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2015年10月4日 - 2016年3月27日,日曜 17:00 - 17:30,毎日放送（製作局）ほか・TBS系列全28局,日本国内[注釈 31],字幕放送 / 連動データ放送,放送,,2015-10-04,2016-03-27
2016年1月3日 - 6月19日,日曜 19:30 - 20:00,BS11,日本全域,BS放送 / 『アニメ+』枠,放送,,2016-01-03,2016-06-19
2016年2月4日 - 7月27日,木曜 19:00 - 19:30,アニマックス,日本全域,BS/CS放送 / 字幕放送 / リピート放送あり,放送,,2016-02-04,2016-07-27
2015年10月4日,日曜 17:30 更新,,,[422],配信,ガンダムファンクラブ,2015-10-04,
2015年10月4日,日曜 17:30 更新,,,,配信,MBS番組サイト,2015-10-04,
2015年10月11日,日曜 17:30 更新,,,,配信,バンダイチャンネル / dアニメストア,2015-10-11,
2016年10月2日 -  2017年4月2日,日曜 17:00 - 17:30,毎日放送（製作局）ほか・TBS系列全28局,日本国内[注釈 31],字幕放送 / 連動データ放送,放送,,2016-10-02,2017-04-02
2016年12月25日 - 2017年6月11日,日曜 19:30 - 20:00,BS11,日本全域,BS放送 / 『アニメ+』枠,放送,,2016-12-25,2017-06-11
2017年2月26日 - 8月20日,日曜 18:30 - 19:00,アニマックス,日本全域,BS/CS放送 / 字幕放送 / リピート放送あり[424],放送,,2017-02-26,2017-08-20
2016年10月2日,日曜 17:30 更新,,,,配信,ガンダムファンクラブ,2016-10-02,
2016年10月2日,日曜 17:30 更新,,,,配信,MBS動画イズム,2016-10-02,
2016年10月9日,日曜 12:00 更新,,,見放題サービス会員は全話見放題,配信,バンダイチャンネル / dアニメストアアニメイトチャンネル / プレミアムGYAO!,2016-10-09,
