期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2021年1月8日 - 6月18日,金曜 21:30 - 22:00,AT-X,日本全域,製作参加 / CS放送 / リピート放送あり,放送,,2021-01-08,2021-06-18
2021年1月8日 - 6月18日,金曜 22:30 - 23:00,TOKYO MX,東京都,,放送,,2021-01-08,2021-06-18
2021年1月8日 - 6月18日,金曜 23:00 - 23:30,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2021-01-08,2021-06-18
2021年1月9日 - 6月19日,土曜 0:00 - 0:30（金曜深夜）,KBS京都,京都府,,放送,,2021-01-09,2021-06-19
2021年1月9日 - 6月19日,土曜 0:00 - 0:30（金曜深夜）,サンテレビ,兵庫県,,放送,,2021-01-09,2021-06-19
2021年1月9日 - 6月19日,土曜 3:05 - 3:35（金曜深夜）,テレビ愛知,愛知県,,放送,,2021-01-09,2021-06-19
2021年7月3日,土曜 21:00 - 21:30,AT-X,日本全域,製作参加 / CS放送 / リピート放送あり,放送,,2021-07-03,
2021年7月5日,月曜 0:00 - 0:30（日曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2021-07-05,
2021年7月6日,火曜 1:00 - 1:30（月曜深夜）,TOKYO MX,東京都,,放送,,2021-07-06,
2021年7月8日,木曜 3:05 - 3:35（水曜深夜）,テレビ愛知,愛知県,,放送,,2021-07-08,
2021年7月10日,土曜 0:30 - 1:00（金曜深夜）,KBS京都,京都府,,放送,,2021-07-10,
2021年7月10日,土曜 0:30 - 1:00（金曜深夜）,サンテレビ,兵庫県,,放送,,2021-07-10,
2021年1月8日,金曜 22:00 更新,,,,配信,ひかりTV,2021-01-08,
2021年1月12日,火曜 22:30 更新,,,,配信,dTV,2021-01-12,
2021年1月13日,水曜 22:00 - 22:30,,,,配信,ABEMA,2021-01-13,
2020年1月15日,金曜 22:00以降 更新,,,,配信,dアニメストア,2020-01-15,
2020年1月15日,金曜 22:00以降 更新,,,,配信,Netflix,2020-01-15,
2020年1月15日,金曜 22:00以降 更新,,,,配信,FOD,2020-01-15,
2020年1月15日,金曜 22:00以降 更新,,,,配信,バンダイチャンネル,2020-01-15,
2020年1月15日,金曜 22:00以降 更新,,,,配信,Hulu,2020-01-15,
2020年1月15日,金曜 22:00以降 更新,,,,配信,Amazon Prime Video,2020-01-15,
2020年1月15日,金曜 22:00以降 更新,,,,配信,J:COMオンデマンド,2020-01-15,
2020年1月15日,金曜 22:00以降 更新,,,,配信,ビデオパス,2020-01-15,
2020年1月15日,金曜 22:00以降 更新,,,,配信,TELASA,2020-01-15,
2020年1月15日,金曜 22:00以降 更新,,,,配信,アニメ放題,2020-01-15,
2020年1月15日,金曜 22:00以降 更新,,,,配信,U-NEXT,2020-01-15,
2020年1月15日,金曜 22:00以降 更新,,,,配信,あにてれ,2020-01-15,
2020年1月15日,金曜 22:00以降 更新,,,,配信,Rakuten TV,2020-01-15,
2020年1月15日,金曜 22:00以降 更新,,,,配信,PlayStation Video,2020-01-15,
2020年1月15日,金曜 22:00以降 更新,,,,配信,DMM.com,2020-01-15,
2020年1月15日,金曜 22:00以降 更新,,,,配信,ビデオマーケット,2020-01-15,
2020年1月15日,金曜 22:00以降 更新,,,,配信,HAPPY!動画,2020-01-15,
2020年1月15日,金曜 22:00以降 更新,,,,配信,クランクイン！ビデオ,2020-01-15,
2020年1月15日,金曜 22:00以降 更新,,,,配信,ムービーフルplus,2020-01-15,
2020年1月18日,月曜 22:00以降 更新,,,,配信,GYAO!,2020-01-18,
2020年1月18日,月曜 22:00以降 更新,,,,配信,niconico,2020-01-18,
