期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2018年1月4日 - 3月22日,木曜 23:00 - 23:30,AT-X,日本全域,製作参加 / CS放送 / リピート放送あり,放送,,2018-01-04,2018-03-22
2018年1月4日 - 3月22日,木曜 23:30 - 金曜 0:00,TOKYO MX,東京都,,放送,,2018-01-04,2018-03-22
2018年1月5日 - 3月23日,金曜 0:30 - 1:00（木曜深夜）,サンテレビ,兵庫県,,放送,,2018-01-05,2018-03-23
2018年1月5日 - 3月23日,金曜 1:00 - 1:30（木曜深夜）,KBS京都,京都府,,放送,,2018-01-05,2018-03-23
2018年1月5日 - 3月23日,金曜 1:30 - 2:00（木曜深夜）,BS11,日本全域,製作参加 / BS放送 / 『ANIME+』枠,放送,,2018-01-05,2018-03-23
2018年4月29日 - 6月3日,日曜 1:00 - 2:00（土曜深夜）,山梨放送,山梨県,舞台地 / 2話連続放送[58],放送,,2018-04-29,2018-06-03
2021年8月15日 - 9月26日[59],日曜 10:00 - 10:55,長野朝日放送,長野県,舞台地 / 2話連続放送[59],放送,,2021-08-15,2021-09-26
2018年1月5日,金曜 12:00 更新,,,,配信,dアニメストア,2018-01-05,
2018年1月5日,金曜 23:00 - 23:30,,,,配信,ニコニコ生放送,2018-01-05,
2018年1月9日,火曜 0:00（月曜深夜） 更新,,,,配信,Amazon Prime Video,2018-01-09,
2018年1月9日,火曜 0:00（月曜深夜） 更新,,,,配信,J:COMオンデマンド,2018-01-09,
2018年1月9日,火曜 0:00（月曜深夜） 更新,,,,配信,みるプラス,2018-01-09,
2018年1月9日,火曜 0:00（月曜深夜） 更新,,,,配信,ビデオパス,2018-01-09,
2018年1月9日,火曜 0:00（月曜深夜） 更新,,,,配信,フジテレビオンデマンド,2018-01-09,
2018年1月9日,火曜 0:00（月曜深夜） 更新,,,,配信,U-NEXT,2018-01-09,
2018年1月9日,火曜 0:00（月曜深夜） 更新,,,,配信,アニメ放題,2018-01-09,
2018年1月9日,火曜 0:00（月曜深夜） 更新,,,,配信,GYAO!,2018-01-09,
2018年1月9日,火曜 0:00（月曜深夜） 更新,,,,配信,バンダイチャンネル,2018-01-09,
2018年1月9日,火曜 0:00（月曜深夜） 更新,,,,配信,Hulu,2018-01-09,
2018年1月9日,火曜 0:00（月曜深夜） 更新,,,,配信,Google Play,2018-01-09,
2018年1月9日,火曜 0:00（月曜深夜） 更新,,,,配信,ひかりTV,2018-01-09,
2018年1月9日,火曜 0:00（月曜深夜） 更新,,,,配信,アクトビラ,2018-01-09,
2018年1月9日,火曜 0:00（月曜深夜） 更新,,,,配信,dTV,2018-01-09,
2018年1月9日,火曜 0:00（月曜深夜） 更新,,,,配信,ビデオマーケット,2018-01-09,
2018年1月9日,火曜 0:00（月曜深夜） 更新,,,,配信,Rakuten TV,2018-01-09,
2018年1月9日,火曜 0:00 - 0:30（月曜深夜）,,,,配信,AbemaTV,2018-01-09,
2018年1月9日,火曜 0:30（月曜深夜） 更新,,,,配信,Abemaビデオ,2018-01-09,
2018年1月10日,火曜 0:30（月曜深夜） 更新,,,,配信,PlayStation Video,2018-01-10,
2018年1月23日,火曜 0:00（月曜深夜） 更新,,,,配信,GYAO!ストア,2018-01-23,
2021年1月7日 - 4月1日,木曜 23:00 - 23:30,AT-X,日本全域,製作参加 / CS放送 / リピート放送あり,放送,,2021-01-07,2021-04-01
2021年1月7日 - 4月1日,木曜 23:30 - 金曜 0:00,TOKYO MX,東京都,,放送,,2021-01-07,2021-04-01
2021年1月7日 - 4月1日,木曜 23:30 - 金曜 0:00,BS11,日本全域,製作参加 / BS放送 / 『ANIME+』枠,放送,,2021-01-07,2021-04-01
2021年1月8日 - 4月2日,金曜 0:30 - 1:00（木曜深夜）,岐阜放送,岐阜県,,放送,,2021-01-08,2021-04-02
2021年1月8日 - 4月2日,金曜 0:30 - 1:00（木曜深夜）,サンテレビ,兵庫県,,放送,,2021-01-08,2021-04-02
2021年1月8日 - 4月2日,金曜 1:00 - 1:30（木曜深夜）,KBS京都,京都府,,放送,,2021-01-08,2021-04-02
2021年1月9日 - 4月10日,土曜 9:30 - 10:00,山梨放送,山梨県,舞台地 / [注 8],放送,,2021-01-09,2021-04-10
2021年1月11日 - 4月5日,月曜 0:00 - 0:30（日曜深夜）,三重テレビ,三重県,,放送,,2021-01-11,2021-04-05
2021年1月12日 - 1月26日[62]2021年2月2日 - 4月6日,火曜 1:28 - 1:58（月曜深夜）火曜 1:20 - 1:50（月曜深夜）,北海道テレビ,北海道,,放送,,2021-01-12,
2021年1月13日 - 4月7日,水曜 1:55 - 2:25（火曜深夜）,静岡放送,静岡県,舞台地 / 『アニメ6区』枠第1話のみ2:04 - 2:34枠にて放送[62],放送,,2021-01-13,2021-04-07
2022年8月20日 -,土曜 15:30 - 16:30,長野朝日放送,長野県,舞台地 / 2話連続放送,放送,,2022-08-20,
