期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2020年1月6日 - 3月23日,月曜 0:30 - 1:00（日曜深夜）,TOKYO MX,東京都,,放送,,2020-01-06,2020-03-23
2020年1月6日 - 3月23日,月曜 0:30 - 1:00（日曜深夜）,BS11,日本全域,製作参加 / BS放送 / 『ANIME+』枠,放送,,2020-01-06,2020-03-23
2020年1月6日 - 3月23日,月曜 0:30 - 1:00（日曜深夜）,サンテレビ,兵庫県,,放送,,2020-01-06,2020-03-23
2020年1月6日 - 3月23日,月曜 0:45 - 1:15（日曜深夜）,KBS京都,京都府,,放送,,2020-01-06,2020-03-23
2020年1月6日 - 3月23日,月曜 22:00 - 22:30,AT-X,日本全域,CS放送 / リピート放送あり,放送,,2020-01-06,2020-03-23
2020年1月8日 - 3月25日,水曜 1:35 - 2:05（火曜深夜）,テレビ愛知,愛知県,,放送,,2020-01-08,2020-03-25
2020年1月6日,月曜 0:00 更新,,,,配信,ひかりTV,2020-01-06,
2020年1月9日,木曜 23:30 - 金曜 0:00,,,,配信,dTVチャンネル,2020-01-09,
2020年1月13日,月曜 0:00 - 0:30,,,,配信,ニコニコ生放送,2020-01-13,
2020年1月13日,月曜 0:00 - 0:30,,,,配信,AbemaTV,2020-01-13,
2020年1月13日,月曜 0:00 更新,,,,配信,ニコニコチャンネル,2020-01-13,
2020年1月13日,月曜 0:00 更新,,,,配信,dアニメストア,2020-01-13,
2020年1月13日,月曜 0:00 更新,,,,配信,Netflix,2020-01-13,
2020年1月13日,月曜 0:00 更新,,,,配信,GYAO!,2020-01-13,
2020年1月13日,月曜 0:00 更新,,,,配信,FOD,2020-01-13,
2020年1月13日,月曜 0:00 更新,,,,配信,バンダイチャンネル,2020-01-13,
2020年1月13日,月曜 0:00 更新,,,,配信,Hulu,2020-01-13,
2020年1月13日,月曜 0:00 更新,,,,配信,J:COMオンデマンド,2020-01-13,
2020年1月13日,月曜 0:00 更新,,,,配信,ビデオパス,2020-01-13,
2020年1月13日,月曜 0:00 更新,,,,配信,アニメ放題,2020-01-13,
2020年1月13日,月曜 0:00 更新,,,,配信,U-NEXT,2020-01-13,
2020年1月13日,月曜 0:00 更新,,,,配信,Amazonビデオ,2020-01-13,
2020年1月13日,月曜 0:00 更新,,,,配信,Rakuten TV,2020-01-13,
2020年1月13日,月曜 0:00 更新,,,,配信,DMM.com,2020-01-13,
2020年1月13日,月曜 0:00 更新,,,,配信,ビデオマーケット,2020-01-13,
2020年1月13日,月曜 0:00 更新,,,,配信,HAPPY!動画,2020-01-13,
2020年1月13日,月曜 0:00 更新,,,,配信,クランクイン!ビデオ,2020-01-13,
2020年1月13日,月曜 0:00 更新,,,,配信,ムービーフルPlus,2020-01-13,
