期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2021年10月9日 - 12月25日,土曜 1:53 - 2:23（金曜深夜）,テレビ東京,関東広域圏,製作参加,放送,,2021-10-09,2021-12-25
2021年10月9日 - 12月25日,土曜 2:10 - 2:40（金曜深夜）,テレビ大阪,大阪府,,放送,,2021-10-09,2021-12-25
2021年10月9日 - 12月25日,土曜 21:00 - 21:30,AT-X,日本全域,製作参加 / CS放送字幕放送[22] / リピート放送あり,放送,,2021-10-09,2021-12-25
2021年10月9日 - 12月25日,土曜 22:00 - 22:30,BS11,日本全域,製作参加 / BS放送 / 『ANIME+』枠,放送,,2021-10-09,2021-12-25
2021年11月5日 - 2022年1月28日,金曜 0:35 - 1:05（木曜深夜）,テレビ和歌山,和歌山県,[23],放送,,2021-11-05,2022-01-28
2021年10月9日,土曜 2:53（金曜深夜） 更新,,,,配信,ABEMAビデオ（ABEMAプレミアム会員限定）[25],2021-10-09,
2021年10月9日,土曜 2:53 - 3:23（金曜深夜）,,,,配信,ABEMA[26],2021-10-09,
2021年10月13日,水曜 0:00（火曜深夜） 更新,,,,配信,アニメカ,2021-10-13,
2021年10月13日,水曜 0:00（火曜深夜） 更新,,,,配信,Paravi,2021-10-13,
2021年10月13日,水曜 0:00（火曜深夜） 更新,,,,配信,Amazon Prime Video,2021-10-13,
2021年10月13日,水曜 0:00（火曜深夜） 更新,,,,配信,バンダイチャンネル,2021-10-13,
2021年10月13日,水曜 0:00（火曜深夜） 更新,,,,配信,TELASA,2021-10-13,
2021年10月13日,水曜 0:00（火曜深夜） 更新,,,,配信,dTV,2021-10-13,
2021年10月13日,水曜 0:00（火曜深夜） 更新,,,,配信,dアニメストア,2021-10-13,
2021年10月13日,水曜 0:00（火曜深夜） 更新,,,,配信,Hulu,2021-10-13,
2021年10月13日,水曜 0:00（火曜深夜） 更新,,,,配信,ひかりTV,2021-10-13,
2021年10月13日,水曜 0:00（火曜深夜） 更新,,,,配信,U-NEXT,2021-10-13,
2021年10月13日,水曜 0:00（火曜深夜） 更新,,,,配信,アニメ放題,2021-10-13,
2021年10月13日,水曜 0:00（火曜深夜） 更新,,,,配信,FOD,2021-10-13,
2021年10月13日,水曜 0:00（火曜深夜） 更新,,,,配信,ニコニコチャンネル[27],2021-10-13,
2021年10月13日,水曜 0:00（火曜深夜） 更新,,,,配信,TSUTAYA TV,2021-10-13,
2021年10月13日,水曜 0:00（火曜深夜） 更新,,,,配信,Rakuten TV,2021-10-13,
2021年10月13日,水曜 0:00（火曜深夜） 更新,,,,配信,ビデオマーケット,2021-10-13,
2021年10月13日,水曜 0:00（火曜深夜） 更新,,,,配信,GYAO!,2021-10-13,
2021年10月13日,水曜 0:00（火曜深夜） 更新,,,,配信,GYAO!ストア,2021-10-13,
2021年10月13日,水曜 0:00（火曜深夜） 更新,,,,配信,DMM.com,2021-10-13,
2021年10月13日,水曜 0:00 - 0:30（火曜深夜）,,,,配信,ニコニコ生放送[27],2021-10-13,
