期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2022年10月11日 - 2023年3月28日,火曜 1:30 - 1:45（月曜深夜）,テレビ東京,関東広域圏,製作参加,放送,,2022-10-11,2023-03-28
2022年10月11日 - 2023年3月28日,火曜 23:00 - 23:15,AT-X,日本全域,製作参加 / CS放送 / 字幕放送[42] / リピート放送あり,放送,,2022-10-11,2023-03-28
2022年10月13日 - 2023年3月30日,木曜 23:30 - 23:45,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2022-10-13,2023-03-30
2022年10月11日,火曜 1:45（月曜深夜） 更新,,,,配信,アニメタイムズ,2022-10-11,
2022年10月11日,火曜 1:45（月曜深夜） 更新,,,,配信,dTV,2022-10-11,
2022年10月14日,金曜 1:45（木曜深夜） 更新,,,,配信,dアニメストア,2022-10-14,
2022年10月14日,金曜 1:45（木曜深夜） 更新,,,,配信,アニメ放題,2022-10-14,
2022年10月14日,金曜 1:45（木曜深夜） 更新,,,,配信,U-NEXT,2022-10-14,
2022年10月14日,金曜 1:45（木曜深夜） 更新,,,,配信,Hulu,2022-10-14,
2022年10月14日,金曜 1:45（木曜深夜） 更新,,,,配信,Paravi,2022-10-14,
2022年10月14日,金曜 1:45（木曜深夜） 更新,,,,配信,ひかりTV,2022-10-14,
2022年10月14日,金曜 1:45（木曜深夜） 更新,,,,配信,FOD,2022-10-14,
2022年10月14日,金曜 1:45（木曜深夜） 更新,,,,配信,Disney+,2022-10-14,
2022年10月14日,金曜 1:45（木曜深夜） 更新,,,,配信,ABEMAビデオ,2022-10-14,
2022年10月14日,金曜 1:45（木曜深夜） 更新,,,,配信,AnimeFesta,2022-10-14,
2022年10月14日,金曜 1:45（木曜深夜） 更新,,,,配信,Rakuten TV,2022-10-14,
2022年10月14日,金曜 1:45（木曜深夜） 更新,,,,配信,DMM.com,2022-10-14,
2022年10月14日,金曜 1:45（木曜深夜） 更新,,,,配信,GYAO!ストア,2022-10-14,
2022年10月14日,金曜 1:45（木曜深夜） 更新,,,,配信,music.jp,2022-10-14,
2022年10月14日,金曜 1:45（木曜深夜） 更新,,,,配信,ビデオマーケット,2022-10-14,
2022年10月14日,金曜 1:45（木曜深夜） 更新,,,,配信,クランクイン!ビデオ,2022-10-14,
2022年10月14日,金曜 1:45（木曜深夜） 更新,,,,配信,バンダイチャンネル,2022-10-14,
2022年10月14日,金曜 12:00 更新,,,,配信,HAPPY!動画,2022-10-14,
2022年10月14日,金曜 12:00 更新,,,,配信,ムービーフルPlus,2022-10-14,
2022年10月14日,金曜 12:00 更新,,,,配信,ムービーフル,2022-10-14,
2022年10月14日,金曜 12:00 更新,,,,配信,OnGenムービー,2022-10-14,
2022年10月15日,土曜 0:00（金曜深夜） 更新,,,,配信,J:COMオンデマンド,2022-10-15,
2022年10月15日,土曜 0:00（金曜深夜） 更新,,,,配信,TELASA,2022-10-15,
2022年10月15日,土曜 0:00（金曜深夜） 更新,,,,配信,milplus,2022-10-15,
2022年10月15日,土曜 0:00（金曜深夜） 更新,,,,配信,スマートパスプレミアム,2022-10-15,
2022年10月13日以降順次,未発表,,,,配信,ABEMA,2022-10-13,
2022年10月13日以降順次,未発表,,,,配信,GYAO!,2022-10-13,
2022年10月13日以降順次,未発表,,,,配信,TVer,2022-10-13,
2022年10月13日以降順次,未発表,,,,配信,マンガUP!,2022-10-13,
