期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2020年1月9日 - 3月26日,木曜 21:00 - 21:30,AT-X,日本全域,製作参加 / CS放送 / リピート放送あり,放送,,2020-01-09,2020-03-26
2020年1月9日 - 3月26日,木曜 22:00 - 22:30,TOKYO MX,東京都,,放送,,2020-01-09,2020-03-26
2020年1月10日 - 3月27日,金曜 0:30 - 1:00（木曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2020-01-10,2020-03-27
2020年4月9日 - 6月25日,金曜 2:00 - 2:30（木曜深夜）,テレビ北海道,北海道,,放送,,2020-04-09,2020-06-25
2020年1月9日 - 3月26日,木曜 22:00 更新,,,,配信,dTV,2020-01-09,2020-03-26
2020年1月9日 - 3月26日,木曜 22:00 更新,,,,配信,dアニメストア,2020-01-09,2020-03-26
2020年1月9日 - 3月26日,木曜 22:00 更新,,,,配信,ひかりTV,2020-01-09,2020-03-26
2020年1月9日 - 3月26日,木曜 22:00 更新,,,,配信,Rakuten TV,2020-01-09,2020-03-26
2020年1月9日 - 3月26日,木曜 22:00 更新,,,,配信,DMM,2020-01-09,2020-03-26
2020年1月9日 - 3月26日,木曜 22:00 更新,,,,配信,ビデオマーケット,2020-01-09,2020-03-26
2020年1月9日 - 3月26日,木曜 22:00 更新,,,,配信,GYAO!ストア,2020-01-09,2020-03-26
2020年1月9日 - 3月26日,木曜 22:00 更新,,,,配信,ミレール,2020-01-09,2020-03-26
2020年1月9日 - 3月26日,木曜 22:00 更新,,,,配信,ニコニコチャンネル,2020-01-09,2020-03-26
2020年1月9日 - 3月26日,木曜 22:00 更新,,,,配信,ビデオパス,2020-01-09,2020-03-26
2020年1月9日 - 3月26日,木曜 22:00 更新,,,,配信,J:COMオンデマンド,2020-01-09,2020-03-26
2020年1月9日 - 3月26日,木曜 22:00 更新,,,,配信,バンダイチャンネル,2020-01-09,2020-03-26
2020年1月9日 - 3月26日,木曜 22:00 更新,,,,配信,クランクイン！ビデオ,2020-01-09,2020-03-26
2020年1月10日 - 3月27日,金曜 12:00 更新,,,,配信,HAPPY!動画,2020-01-10,2020-03-27
2020年1月10日 - 3月27日,金曜 12:00 更新,,,,配信,MOVIEFULL,2020-01-10,2020-03-27
2020年1月10日 - 3月27日,金曜 19:00 更新,,,,配信,TSUTAYA TV,2020-01-10,2020-03-27
2020年1月15日 - 4月1日,水曜 12:00 更新,,,,配信,アニメ放題,2020-01-15,2020-04-01
2020年1月15日 - 4月1日,水曜 12:00 更新,,,,配信,U-NEXT,2020-01-15,2020-04-01
