期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2014年4月6日 - 9月21日,日曜 17:00 - 17:30,毎日放送（製作局）をはじめとするTBS系列全28局,日本国内[注 7],字幕放送 / 連動データ放送,放送,,2014-04-06,2014-09-21
2014年5月26日 - 11月10日,月曜 19:00 - 19:30,アニマックス,日本全域,BS/CS放送 / リピート放送あり[107],放送,,2014-05-26,2014-11-10
2014年4月20日,日曜 12:00 更新,,,,配信,バンダイチャンネル,2014-04-20,
2014年4月22日,火曜 0:00（月曜深夜） 更新,,,,配信,GyaO!,2014-04-22,
2015年10月4日 - 2016年3月27日,日曜 2:58 - 3:28（土曜深夜）,毎日放送,近畿広域圏,製作参加 / 字幕放送 / 『アニメシャワー』第3部,放送,,2015-10-04,2016-03-27
2015年10月4日 - 2016年3月27日,日曜 3:23 - 3:53（土曜深夜）,CBCテレビ,中京広域圏,,放送,,2015-10-04,2016-03-27
2015年10月5日 - 2016年3月28日,月曜 0:00 - 0:30（日曜深夜）,TOKYO MX,東京都,,放送,,2015-10-05,2016-03-28
2015年10月5日 - 2016年3月28日,月曜 0:30 - 1:00（日曜深夜）,BS11,日本全域,BS放送 / 『ANIME+』枠 / リピート放送あり,放送,,2015-10-05,2016-03-28
2015年10月5日 - 2016年3月28日,月曜 2:30 - 3:00（日曜深夜）,RKB毎日放送,福岡県,第6話より字幕放送,放送,,2015-10-05,2016-03-28
2015年10月6日 - 2016年3月29日,火曜 2:10 - 2:40（月曜深夜）,北海道放送,北海道,,放送,,2015-10-06,2016-03-29
2015年10月7日 - 2016年3月30日,水曜 1:48 - 2:18（火曜深夜）,東北放送,宮城県,,放送,,2015-10-07,2016-03-30
2015年10月10日 - 2016年4月2日,土曜 17:00 - 17:30,テレビユー福島,福島県,最終土曜のみ13分繰り上げ,放送,,2015-10-10,2016-04-02
2015年12月11日 - 2016年6月3日,金曜 0:41 - 1:11（木曜深夜）,IBC岩手放送,岩手県,,放送,,2015-12-11,2016-06-03
2016年1月13日 - 6月29日,水曜 2:11 - 2:41（火曜深夜）,静岡放送,静岡県,,放送,,2016-01-13,2016-06-29
2016年1月14日 - 3月31日2016年4月8日 - 7月8日,木曜 1:48 - 2:18（水曜深夜）金曜 1:49 - 2:19（木曜深夜）,あいテレビ,愛媛県,,放送,,2016-01-14,
2016年2月12日 - 8月5日,金曜 19:00 - 19:30,アニマックス,日本全域,BS/CS放送 / 字幕放送 / リピート放送あり,放送,,2016-02-12,2016-08-05
2015年10月7日,水曜 更新,,,,配信,ニコニコチャンネル,2015-10-07,
2015年10月7日,水曜 更新,,,,配信,アクトビラ,2015-10-07,
2015年10月7日,水曜 更新,,,,配信,アニメ放題,2015-10-07,
2015年10月7日,水曜 更新,,,,配信,Amazon Prime Video,2015-10-07,
2015年10月7日,水曜 更新,,,,配信,GYAO!ストア,2015-10-07,
2015年10月7日,水曜 更新,,,,配信,GYAO!,2015-10-07,
2015年10月7日,水曜 更新,,,,配信,TSUTAYA TV,2015-10-07,
2015年10月7日,水曜 更新,,,,配信,dアニメストア,2015-10-07,
2015年10月7日,水曜 更新,,,,配信,DMM.com,2015-10-07,
2015年10月7日,水曜 更新,,,,配信,HAPPY!動画,2015-10-07,
2015年10月7日,水曜 更新,,,,配信,ひかりTV,2015-10-07,
2015年10月7日,水曜 更新,,,,配信,ムービーフル,2015-10-07,
2015年10月7日,水曜 更新,,,,配信,U-NEXT,2015-10-07,
2015年10月7日,水曜 更新,,,,配信,楽天ショウタイム,2015-10-07,
2015年10月7日,水曜 更新,,,,配信,ビデオマーケット,2015-10-07,
2015年10月8日,木曜 更新,,,,配信,J:COMオンデマンド,2015-10-08,
2015年10月8日,木曜 更新,,,,配信,ビデオパス,2015-10-08,
2015年10月8日,木曜 更新,,,,配信,milplus,2015-10-08,
2015年10月14日,水曜 更新,,,,配信,dTV,2015-10-14,
2015年10月14日,水曜 更新,,,,配信,バンダイチャンネル,2015-10-14,
2015年10月14日,水曜 更新,,,,配信,PlayStation Video,2015-10-14,
2016年10月8日 - 12月10日,土曜 1:55 - 2:25（金曜深夜）,TBSテレビ,関東広域圏,字幕放送,放送,,2016-10-08,2016-12-10
2016年10月8日 - 12月10日,土曜 2:10 - 2:40（金曜深夜）,毎日放送,近畿広域圏,製作参加 / 字幕放送,放送,,2016-10-08,2016-12-10
2016年10月8日 - 12月10日,土曜 2:50 - 3:20（金曜深夜）,CBCテレビ,中京広域圏,,放送,,2016-10-08,2016-12-10
2016年10月9日 - 12月11日,日曜 0:00 - 0:30（土曜深夜）,BS-TBS,日本全域,BS放送,放送,,2016-10-09,2016-12-11
2016年10月9日 - 12月11日,日曜 2:28 - 2:58（土曜深夜）,北海道放送,北海道,,放送,,2016-10-09,2016-12-11
2016年10月9日 - 12月11日,日曜 2:40 - 3:10（土曜深夜）,RKB毎日放送,福岡県,字幕放送,放送,,2016-10-09,2016-12-11
2016年10月12日 - 12月14日,水曜 2:05 - 2:35（火曜深夜）,東北放送,宮城県,,放送,,2016-10-12,2016-12-14
2016年10月15日 - 12月17日,土曜 17:00 - 17:30,テレビユー福島,福島県,,放送,,2016-10-15,2016-12-17
2016年10月19日 - 12月21日,水曜 2:26 - 2:56（火曜深夜）,静岡放送,静岡県,,放送,,2016-10-19,2016-12-21
2016年10月21日 - 12月23日,金曜 1:50 - 2:20（木曜深夜）,あいテレビ,愛媛県,,放送,,2016-10-21,2016-12-23
2016年10月28日 - 12月30日,金曜 1:28 - 1:58 （木曜深夜）,IBC岩手放送,岩手県,,放送,,2016-10-28,2016-12-30
2016年10月9日,日曜 12:00 更新,,,,配信,ニコニコチャンネル,2016-10-09,
2016年10月9日,日曜 12:00 更新,,,,配信,Amazon Prime Video,2016-10-09,
2016年10月9日,日曜 12:00 更新,,,,配信,ひかりTV,2016-10-09,
2016年10月9日,日曜 12:00 更新,,,,配信,楽天ショウタイム,2016-10-09,
2016年10月9日,日曜 12:00 更新,,,,配信,GYAO!,2016-10-09,
2016年10月9日,日曜 12:00 更新,,,,配信,ビデックスJP,2016-10-09,
