期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2022年10月3日 - 12月19日,月曜 21:00 - 21:30,AT-X,日本全域,製作参加 / CS放送 / 字幕放送[30] / リピート放送あり,放送,,2022-10-03,2022-12-19
2022年10月3日 - 12月19日,月曜 22:30 - 23:00,TOKYO MX,東京都,,放送,,2022-10-03,2022-12-19
2022年10月3日 - 12月19日,月曜 23:30 - 火曜 0:00,BS日テレ,日本全域,BS/BS4K放送 / 『アニメにむちゅ〜』枠,放送,,2022-10-03,2022-12-19
2022年10月4日 - 12月20日,火曜 0:00 - 0:30（月曜深夜）,KBS京都,京都府,,放送,,2022-10-04,2022-12-20
2022年10月4日 - 12月20日,火曜 0:00 - 0:30（月曜深夜）,サンテレビ,兵庫県,,放送,,2022-10-04,2022-12-20
2022年10月3日,月曜 22:00 更新,,,,配信,dアニメストア,2022-10-03,
2022年10月6日,木曜 22:00 - 22:30,,,,配信,ABEMA,2022-10-06,
2022年10月10日以降,順次更新,,,,配信,ニコニコ生放送,2022-10-10,
2022年10月10日以降,順次更新,,,,配信,ニコニコチャンネル,2022-10-10,
2022年10月10日以降,順次更新,,,,配信,GYAO!,2022-10-10,
2022年10月10日以降,順次更新,,,,配信,ひかりTV,2022-10-10,
2022年10月10日以降,順次更新,,,,配信,FOD,2022-10-10,
2022年10月10日以降,順次更新,,,,配信,バンダイチャンネル,2022-10-10,
2022年10月10日以降,順次更新,,,,配信,Hulu,2022-10-10,
2022年10月10日以降,順次更新,,,,配信,TELASA,2022-10-10,
2022年10月10日以降,順次更新,,,,配信,J:COMオンデマンド,2022-10-10,
2022年10月10日以降,順次更新,,,,配信,milplus,2022-10-10,
2022年10月10日以降,順次更新,,,,配信,アニメ放題,2022-10-10,
2022年10月10日以降,順次更新,,,,配信,Amazon Prime Video,2022-10-10,
2022年10月10日以降,順次更新,,,,配信,U-NEXT,2022-10-10,
2022年10月10日以降,順次更新,,,,配信,Rakuten TV,2022-10-10,
2022年10月10日以降,順次更新,,,,配信,DMM.com,2022-10-10,
2022年10月10日以降,順次更新,,,,配信,music.jp,2022-10-10,
2022年10月10日以降,順次更新,,,,配信,ビデオマーケット,2022-10-10,
2022年10月10日以降,順次更新,,,,配信,HAPPY!動画,2022-10-10,
2022年10月10日以降,順次更新,,,,配信,クランクイン！ビデオ,2022-10-10,
2022年10月10日以降,順次更新,,,,配信,ムービーフルplus,2022-10-10,
