期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2022年1月6日 - 4月7日,木曜 0:30 - 1:00（水曜深夜）,TOKYO MX,東京都,製作参加,放送,,2022-01-06,2022-04-07
2022年1月6日 - 4月7日,木曜 0:30 - 1:00（水曜深夜）,とちぎテレビ,栃木県,,放送,,2022-01-06,2022-04-07
2022年1月6日 - 4月7日,木曜 0:30 - 1:00（水曜深夜）,群馬テレビ,群馬県,,放送,,2022-01-06,2022-04-07
2022年1月6日 - 4月7日,木曜 0:30 - 1:00（水曜深夜）,BS11,日本全域,製作参加 / BS放送 / 『ANIME+』枠,放送,,2022-01-06,2022-04-07
2022年1月6日 - 4月7日,木曜 2:11 - 2:41（水曜深夜）,メ〜テレ,中京広域圏,製作参加,放送,,2022-01-06,2022-04-07
2022年1月6日 - 4月7日,木曜 2:14 - 2:44（水曜深夜）,朝日放送テレビ,近畿広域圏,『水曜アニメ〈水もん〉』第1部,放送,,2022-01-06,2022-04-07
2022年1月9日 - 4月11日[16],日曜 21:00 - 21:30,AT-X,日本全域,CS放送 / 字幕放送[17] / リピート放送あり,放送,,2022-01-09,2022-04-11
2022年1月6日,木曜 0:30 - 1:00（水曜深夜）,,,,配信,ABEMA,2022-01-06,
2022年1月8日,土曜 12:00 更新,,,,配信,dアニメストア（本店・ニコニコ支店・for Prime Video）,2022-01-08,
2022年1月8日,土曜 12:00 更新,,,,配信,ニコニコチャンネル,2022-01-08,
2022年1月8日,土曜 12:00 更新,,,,配信,GYAO!,2022-01-08,
2022年1月8日,土曜 12:00 更新,,,,配信,バンダイチャンネル,2022-01-08,
2022年1月8日,土曜 12:00 更新,,,,配信,Hulu,2022-01-08,
2022年1月8日,土曜 12:00 更新,,,,配信,J:COMオンデマンド,2022-01-08,
2022年1月8日,土曜 12:00 更新,,,,配信,TELASA,2022-01-08,
2022年1月8日,土曜 12:00 更新,,,,配信,milplus,2022-01-08,
2022年1月8日,土曜 12:00 更新,,,,配信,ひかりTV,2022-01-08,
2022年1月8日,土曜 12:00 更新,,,,配信,FOD,2022-01-08,
2022年1月8日,土曜 12:00 更新,,,,配信,U-NEXT,2022-01-08,
2022年1月8日,土曜 12:00 更新,,,,配信,アニメ放題,2022-01-08,
2022年1月8日,土曜 12:00 更新,,,,配信,Amazon Prime Video,2022-01-08,
2022年1月8日,土曜 12:00 更新,,,,配信,TVer,2022-01-08,
2022年1月8日,土曜 23:30 - 日曜 0:00,,,,配信,ニコニコ生放送,2022-01-08,
