期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2020年7月11日 - 9月26日,土曜 1:35 - 1:50（金曜深夜）,TOKYO MX,東京都,,放送,,2020-07-11,2020-09-26
2020年7月12日 - 9月27日,日曜 0:30 - 0:45（土曜深夜）,AT-X,日本全国,超賢者ver.[17] / CS放送 / R15+指定 / リピート放送あり,放送,,2020-07-12,2020-09-27
2020年7月14日 - 9月29日,火曜 0:30 - 0:45（月曜深夜）,とちぎテレビ,栃木県,,放送,,2020-07-14,2020-09-29
2020年7月11日,土曜 1:35（金曜深夜） 更新,,,6日遅れで大賢者ver.を配信,配信,dアニメストア,2020-07-11,
2020年7月16日,木曜 0:00（水曜深夜） 更新,,,6日遅れで大賢者ver.を配信,配信,J:COMオンデマンド,2020-07-16,
2020年7月16日,木曜 0:00（水曜深夜） 更新,,,6日遅れで大賢者ver.を配信,配信,みるプラス,2020-07-16,
2020年7月16日,木曜 0:00（水曜深夜） 更新,,,6日遅れで大賢者ver.を配信,配信,TELASA,2020-07-16,
2020年7月16日,木曜 0:00（水曜深夜） 更新,,,6日遅れで大賢者ver.を配信,配信,Amazon Prime Video,2020-07-16,
2020年7月16日,木曜 0:00（水曜深夜） 更新,,,6日遅れで大賢者ver.を配信,配信,U-NEXT,2020-07-16,
2020年7月16日,木曜 0:00（水曜深夜） 更新,,,6日遅れで大賢者ver.を配信,配信,AbemaTV,2020-07-16,
2020年7月16日,木曜 0:00（水曜深夜） 更新,,,6日遅れで大賢者ver.を配信,配信,ひかりTV,2020-07-16,
2020年7月16日,木曜 0:00（水曜深夜） 更新,,,6日遅れで大賢者ver.を配信,配信,ニコニコ生放送,2020-07-16,
2020年7月16日,木曜 0:00（水曜深夜） 更新,,,6日遅れで大賢者ver.を配信,配信,ニコニコチャンネル,2020-07-16,
2020年7月16日,木曜 0:00（水曜深夜） 更新,,,6日遅れで大賢者ver.を配信,配信,ビデオマーケット,2020-07-16,
2020年7月16日,木曜 0:00（水曜深夜） 更新,,,6日遅れで大賢者ver.を配信,配信,DMM.com,2020-07-16,
2020年7月16日,木曜 0:00（水曜深夜） 更新,,,6日遅れで大賢者ver.を配信,配信,バンダイチャンネル,2020-07-16,
2020年7月16日,木曜 0:00（水曜深夜） 更新,,,通常ver.のみ配信,配信,auスマートパスプレミアム,2020-07-16,
2020年7月16日,木曜 0:00（水曜深夜） 更新,,,通常ver.のみ配信,配信,FOD,2020-07-16,
2020年7月16日,木曜 0:00（水曜深夜） 更新,,,通常ver.のみ配信,配信,GYAO!ストア,2020-07-16,
2020年7月16日,木曜 0:00（水曜深夜） 更新,,,通常ver.のみ配信,配信,Rakuten TV,2020-07-16,
2020年7月16日,木曜 0:00（水曜深夜） 更新,,,通常ver.のみ配信,配信,Google Play,2020-07-16,
2020年7月16日,木曜 0:00（水曜深夜） 更新,,,通常ver.のみ配信,配信,クランクイン!ビデオ,2020-07-16,
2020年7月16日,木曜 0:00（水曜深夜） 更新,,,通常ver.のみ配信,配信,HAPPY!動画,2020-07-16,
2020年7月16日,木曜 0:00（水曜深夜） 更新,,,大賢者ver.のみ配信,配信,TSUTAYA TV,2020-07-16,
2022年10月10日 - 12月26日,月曜 1:15 - 1:30（日曜深夜）,TOKYO MX,東京都,,放送,,2022-10-10,2022-12-26
2022年10月11日 - 12月27日,火曜 23:15 - 23:30,AT-X,日本全国,超賢者ver. / CS放送 / R15+指定 / リピート放送あり,放送,,2022-10-11,2022-12-27
2022年10月12日 - 12月28日,水曜 0:45 - 1:00（火曜深夜）,BSフジ,日本全国,製作参加 / BS/BS4K放送 / 『アニメギルド』枠,放送,,2022-10-12,2022-12-28
