期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2020年1月5日 - 3月29日,日曜 0:00 - 0:30（土曜深夜）,TOKYO MX,東京都,,放送,,2020-01-05,2020-03-29
2020年1月5日 - 3月29日,日曜 0:00 - 0:30（土曜深夜）,とちぎテレビ,栃木県,,放送,,2020-01-05,2020-03-29
2020年1月5日 - 3月29日,日曜 0:00 - 0:30（土曜深夜）,群馬テレビ,群馬県,,放送,,2020-01-05,2020-03-29
2020年1月5日 - 3月29日,日曜 0:00 - 0:30（土曜深夜）,BS11,日本全域,BS放送 /『ANIME+』枠,放送,,2020-01-05,2020-03-29
2020年1月5日 - 3月29日,日曜 2:08 - 2:38 （土曜深夜）,毎日放送,近畿広域圏,『アニメシャワー』第1部,放送,,2020-01-05,2020-03-29
2020年1月5日 - 3月29日,日曜 22:00 - 22:30,AT-X,日本全域,CS放送 / リピート放送あり,放送,,2020-01-05,2020-03-29
2020年1月5日,日曜 0:30 更新（土曜深夜）,,,,配信,dアニメストア,2020-01-05,
2020年1月5日,日曜 0:30 更新（土曜深夜）,,,,配信,dアニメストア for Prime Video,2020-01-05,
2020年1月5日,日曜 0:30 更新（土曜深夜）,,,,配信,AbemaTV,2020-01-05,
2020年1月8日,水曜 0:30 更新（火曜深夜）,,,,配信,Netflix,2020-01-08,
2020年1月8日,水曜 0:30 更新（火曜深夜）,,,,配信,バンダイチャンネル,2020-01-08,
2020年1月8日,水曜 0:30 更新（火曜深夜）,,,,配信,Hulu,2020-01-08,
2020年1月8日,水曜 0:30 更新（火曜深夜）,,,,配信,Amazon Prime Video,2020-01-08,
2020年1月8日,水曜 0:30 更新（火曜深夜）,,,,配信,アニメ放題,2020-01-08,
2020年1月8日,水曜 0:30 更新（火曜深夜）,,,,配信,FOD,2020-01-08,
2020年1月8日,水曜 0:30 更新（火曜深夜）,,,,配信,GYAO!,2020-01-08,
2020年1月8日,水曜 0:30 更新（火曜深夜）,,,,配信,ニコニコチャンネル,2020-01-08,
2020年1月8日,水曜 0:30 更新（火曜深夜）,,,,配信,ビデオパス,2020-01-08,
2020年1月8日,水曜 0:30 更新（火曜深夜）,,,,配信,J:COMオンデマンド,2020-01-08,
2020年1月8日,水曜 0:30 更新（火曜深夜）,,,,配信,ひかりTV,2020-01-08,
2020年1月8日,水曜 0:30 更新（火曜深夜）,,,,配信,ビデオマーケット,2020-01-08,
2020年1月8日,水曜 0:30 更新（火曜深夜）,,,,配信,music.jp,2020-01-08,
2020年1月8日,水曜 0:30 更新（火曜深夜）,,,,配信,DMM.com,2020-01-08,
2020年1月8日,水曜 0:30 更新（火曜深夜）,,,,配信,Tver,2020-01-08,
2020年1月8日,水曜 0:30 更新（火曜深夜）,,,,配信,MBS動画イズム,2020-01-08,
2020年1月8日,水曜 0:45 更新（火曜深夜）,,,,配信,ニコニコ生放送,2020-01-08,
2020年1月8日,水曜 1:00 更新（火曜深夜）,,,,配信,U-NEXT,2020-01-08,
