期間,時間,放送局,対象地域,備考,タイプ,開始,終了
2021年7月16日 - 10月1日,金曜 0:30 - 1:00（木曜深夜）,TOKYO MX,東京都,,放送,2021-07-16,2021-10-01
2021年7月16日 - 10月1日,金曜 0:30 - 1:00（木曜深夜）,KBS京都,京都府,,放送,2021-07-16,2021-10-01
2021年7月16日 - 10月1日,金曜 1:00 - 1:30（木曜深夜）,サンテレビ,兵庫県,,放送,2021-07-16,2021-10-01
2021年7月16日 - 10月1日,金曜 1:29 - 1:59（木曜深夜）,くまもと県民テレビ,熊本県,,放送,2021-07-16,2021-10-01
2021年7月16日 - 10月1日,金曜 21:00 - 21:30,AT-X,日本全域,CS放送 / リピート放送あり,放送,2021-07-16,2021-10-01
2021年7月16日 - 10月1日,金曜 23:00 - 23:30,BS朝日,日本全域,製作局 / BS/BS4K放送 / 『アニメA』枠,放送,2021-07-16,2021-10-01
2021年7月17日 - 10月2日,土曜 1:56 - 2:26（金曜深夜）,青森放送,青森県,,放送,2021-07-17,2021-10-02
2021年7月22日 - 10月7日,木曜 1:40 - 2:10（水曜深夜）,九州朝日放送,福岡県,,放送,2021-07-22,2021-10-07
2021年8月6日 - 10月22日,金曜 1:40 - 2:10（木曜深夜）,山形テレビ,山形県,,放送,2021-08-06,2021-10-22
