期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2022年7月2日 - 9月24日,土曜 22:30 - 23:00,TOKYO MX,東京都,製作参加 / リピート放送あり（日曜 10:30 - 11:00）,放送,,2022-07-02,2022-09-24
2022年7月3日 - 9月25日,日曜 0:00 - 0:30（土曜深夜）,BS日テレ,日本全域,BS放送 / 『アニメにむちゅ〜』枠 / 第2話は未放送[注釈 2][23]。,放送,,2022-07-03,2022-09-25
2022年7月3日 - 9月25日,日曜 1:55 - 2:25（土曜深夜）,中京テレビ,中京広域圏,,放送,,2022-07-03,2022-09-25
2022年7月3日 - 9月25日,日曜 23:30 - 月曜 0:00,サンテレビ,兵庫県,,放送,,2022-07-03,2022-09-25
2022年7月6日 - 9月28日,水曜 1:55 - 2:25（火曜深夜）,北海道テレビ,北海道,,放送,,2022-07-06,2022-09-28
2022年7月7日 - 9月29日,木曜 22:30 - 23:00,AT-X,日本全域,CS放送 / 字幕放送[24] / リピート放送あり,放送,,2022-07-07,2022-09-29
2022年7月25日 - 10月24日[25],月曜 2:00 - 2:30（日曜深夜）[注釈 3],北陸朝日放送,石川県,,放送,,2022-07-25,2022-10-24
2022年9月4日 - [注釈 4],日曜 2:30 - 3:00（土曜深夜）,テレビ長崎,長崎県,[18],放送,,2022-09-04,
2022年7月2日,土曜 22:00 - 22:30,,,,配信,ABEMA,2022-07-02,
2022年7月4日,月曜 22:00 更新,,,,配信,Amazon Prime Video,2022-07-04,
2022年7月4日,月曜 22:00 更新,,,,配信,dアニメストア（本店・ニコニコ支店・for Prime Video）,2022-07-04,
2022年7月4日,月曜 22:00 更新,,,,配信,U-NEXT,2022-07-04,
2022年7月4日,月曜 22:00 更新,,,,配信,GYAO!,2022-07-04,
2022年7月4日,月曜 22:00 更新,,,,配信,FOD,2022-07-04,
2022年7月4日,月曜 22:00 更新,,,,配信,ひかりTV,2022-07-04,
2022年7月4日,月曜 22:00 更新,,,,配信,ニコニコチャンネル,2022-07-04,
2022年7月4日,月曜 22:00 更新,,,,配信,バンダイチャンネル,2022-07-04,
2022年7月4日,月曜 22:00 更新,,,,配信,Hulu,2022-07-04,
2022年7月4日,月曜 22:00 更新,,,,配信,アニメ放題,2022-07-04,
2022年7月4日,月曜 22:00 更新,,,,配信,ビデオマーケット,2022-07-04,
2022年7月4日,月曜 22:00 更新,,,,配信,music.jp,2022-07-04,
2022年7月4日,月曜 22:00 更新,,,,配信,GYAO!ストア,2022-07-04,
2022年7月4日,月曜 22:00 更新,,,,配信,Rakuten TV,2022-07-04,
2022年7月4日,月曜 22:00 - 22:30,,,,配信,ニコニコ生放送,2022-07-04,
2022年7月5日,火曜 12:00 更新,,,,配信,HAPPY!動画,2022-07-05,
2022年7月6日,水曜 0:00 更新,,,,配信,J:COMオンデマンド,2022-07-06,
2022年7月6日,水曜 0:00 更新,,,,配信,TELASA,2022-07-06,
2022年7月6日,水曜 0:00 更新,,,,配信,みるプラス,2022-07-06,
2022年7月6日,水曜 0:00 更新,,,,配信,auスマートパスプレミアム,2022-07-06,
