期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2021年4月3日 - 6月26日,土曜 0:55 - 1:25（金曜深夜）,CBCテレビ,中京広域圏,製作参加,放送,,2021-04-03,2021-06-26
2021年4月5日 - 6月21日,月曜 22:30 - 23:00,TOKYO MX,東京都,製作参加 / リピート放送あり,放送,,2021-04-05,2021-06-21
2021年4月5日 - 6月21日,月曜 23:00 - 23:30,BS11,日本全域,製作参加 / BS放送 / 『ANIME+』枠,放送,,2021-04-05,2021-06-21
2021年4月9日 - 6月25日,金曜 2:30 - 3:00（木曜深夜）,毎日放送,近畿広域圏,同局の親会社のグループ会社が製作参加,放送,,2021-04-09,2021-06-25
2021年4月26日 - 7月12日,月曜 20:00 - 20:30,AT-X,日本全域,CS放送 / リピート放送あり,放送,,2021-04-26,2021-07-12
2021年10月2日 - 12月18日,土曜 1:55 - 2:25（金曜深夜）,CBCテレビ,中京広域圏,,放送,,2021-10-02,2021-12-18
2021年10月3日 - 12月26日,日曜 3:38 - 4:08（土曜深夜）,毎日放送,近畿広域圏,『アニメシャワー』第4部第9話以降は野球中継に伴い、1週遅れで放送。,放送,,2021-10-03,2021-12-26
2021年10月4日 - 12月20日,月曜 22:30 - 23:00,TOKYO MX,東京都,,放送,,2021-10-04,2021-12-20
2021年10月4日 - 12月20日,月曜 23:00 - 23:30,BS11,日本全域,BS放送 / 『ANIME+』枠,放送,,2021-10-04,2021-12-20
2021年10月5日 - 12月21日,火曜 21:00 - 21:30,AT-X,日本全域,CS放送 / リピート放送あり第10話のみ放送トラブルにより、当初の2回目の放送である12月9日 木曜 9:00 - 9:30に放送[30]。,放送,,2021-10-05,2021-12-21
2021年4月5日（第1期）2021年10月2日（第2期）,月曜 22:30 更新（第1期）土曜 2:25（金曜深夜） 更新,,,,配信,dアニメストア,2021-04-05,
2021年4月10日以降（第1期）2021年10月6日（第2期）,土曜 1:30（金曜深夜）以降 更新（第1期）水曜 22:30以降 更新（第2期）,,,,配信,TVer,2021-04-10,
2021年4月10日以降（第1期）2021年10月6日（第2期）,土曜 1:30（金曜深夜）以降 更新（第1期）水曜 22:30以降 更新（第2期）,,,,配信,MBS動画イズム,2021-04-10,
2021年4月10日以降（第1期）2021年10月6日（第2期）,土曜 1:30（金曜深夜）以降 更新（第1期）水曜 22:30以降 更新（第2期）,,,,配信,GYAO!,2021-04-10,
2021年4月10日以降（第1期）2021年10月6日（第2期）,土曜 1:30（金曜深夜）以降 更新（第1期）水曜 22:30以降 更新（第2期）,,,,配信,ニコニコ動画,2021-04-10,
2021年4月10日以降（第1期）2021年10月6日（第2期）,土曜 1:30（金曜深夜）以降 更新（第1期）水曜 22:30以降 更新（第2期）,,,,配信,ABEMA,2021-04-10,
2021年4月10日以降（第1期）2021年10月6日（第2期）,土曜 1:30（金曜深夜）以降 更新（第1期）水曜 22:30以降 更新（第2期）,,,,配信,ビデオマーケット,2021-04-10,
2021年4月10日以降（第1期）2021年10月6日（第2期）,土曜 1:30（金曜深夜）以降 更新（第1期）水曜 22:30以降 更新（第2期）,,,,配信,music.jp,2021-04-10,
2021年4月10日以降（第1期）2021年10月6日（第2期）,土曜 1:30（金曜深夜）以降 更新（第1期）水曜 22:30以降 更新（第2期）,,,,配信,DMM.com,2021-04-10,
2021年4月10日以降（第1期）2021年10月6日（第2期）,土曜 1:30（金曜深夜）以降 更新（第1期）水曜 22:30以降 更新（第2期）,,,,配信,バンダイチャンネル,2021-04-10,
2021年4月10日以降（第1期）2021年10月6日（第2期）,土曜 1:30（金曜深夜）以降 更新（第1期）水曜 22:30以降 更新（第2期）,,,,配信,Amazon Prime Video,2021-04-10,
2021年4月10日以降（第1期）2021年10月6日（第2期）,土曜 1:30（金曜深夜）以降 更新（第1期）水曜 22:30以降 更新（第2期）,,,,配信,ひかりTV,2021-04-10,
2021年4月10日以降（第1期）2021年10月6日（第2期）,土曜 1:30（金曜深夜）以降 更新（第1期）水曜 22:30以降 更新（第2期）,,,,配信,Hulu,2021-04-10,
2021年4月10日以降（第1期）2021年10月6日（第2期）,土曜 1:30（金曜深夜）以降 更新（第1期）水曜 22:30以降 更新（第2期）,,,,配信,TELASA,2021-04-10,
2021年4月10日以降（第1期）2021年10月6日（第2期）,土曜 1:30（金曜深夜）以降 更新（第1期）水曜 22:30以降 更新（第2期）,,,,配信,auスマートパスプレミアム,2021-04-10,
2021年4月10日以降（第1期）2021年10月6日（第2期）,土曜 1:30（金曜深夜）以降 更新（第1期）水曜 22:30以降 更新（第2期）,,,,配信,J:COMオンデマンド,2021-04-10,
2021年4月10日以降（第1期）2021年10月6日（第2期）,土曜 1:30（金曜深夜）以降 更新（第1期）水曜 22:30以降 更新（第2期）,,,,配信,milplus,2021-04-10,
2021年4月10日以降（第1期）2021年10月6日（第2期）,土曜 1:30（金曜深夜）以降 更新（第1期）水曜 22:30以降 更新（第2期）,,,,配信,U-NEXT,2021-04-10,
2021年4月10日以降（第1期）2021年10月6日（第2期）,土曜 1:30（金曜深夜）以降 更新（第1期）水曜 22:30以降 更新（第2期）,,,,配信,アニメ放題,2021-04-10,
