期間,時間,放送局,対象地域,備考,タイプ,配信サイト,開始,終了
2020年4月4日 - 6月20日,土曜 2:25 - 2:55（金曜深夜）,毎日放送,近畿広域圏,製作参加 / 字幕放送 / 『アニメイズム』B2枠,放送,,2020-04-04,2020-06-20
2020年4月4日 - 6月20日,土曜 2:25 - 2:55（金曜深夜）,TBSテレビ,関東広域圏,字幕放送 / 『アニメイズム』B2枠,放送,,2020-04-04,2020-06-20
2020年4月4日 - 6月20日,土曜 3:00 - 3:30（金曜深夜）,BS-TBS,日本全域,BS/BS4K放送 / 『アニメイズム』B2枠,放送,,2020-04-04,2020-06-20
2020年4月6日 - 6月22日,月曜 1:25 - 1:55（日曜深夜）,北海道放送,北海道,作品の舞台 / 字幕放送,放送,,2020-04-06,2020-06-22
2020年4月7日 - 6月23日,火曜 23:00 - 23:30,AT-X,日本全域,CS放送 / 字幕放送 /  リピート放送あり,放送,,2020-04-07,2020-06-23
2020年4月18日 - 7月4日,土曜 1:55 - 2:25（金曜深夜）,山陰放送,鳥取県・島根県,『森谷佳奈のアニ物語』枠,放送,,2020-04-18,2020-07-04
2020年4月22日 - 7月8日,水曜 1:55 - 2:24（火曜深夜）,静岡放送,静岡県,『アニメ6区』第1部,放送,,2020-04-22,2020-07-08
2020年4月4日,土曜 2:55（金曜深夜） 更新,,,,配信,dアニメストア,2020-04-04,
2020年4月4日,土曜 2:55（金曜深夜） 更新,,,,配信,U-NEXT,2020-04-04,
2020年4月4日,土曜 2:55（金曜深夜） 更新,,,,配信,アニメ放題,2020-04-04,
2020年4月7日,火曜 2:55（月曜深夜） 更新,,,,配信,DMM.com,2020-04-07,
2020年4月7日,火曜 2:55（月曜深夜） 更新,,,,配信,FOD,2020-04-07,
2020年4月7日,火曜 2:55（月曜深夜） 更新,,,,配信,GYAO!,2020-04-07,
2020年4月7日,火曜 2:55（月曜深夜） 更新,,,,配信,Netflix,2020-04-07,
2020年4月7日,火曜 2:55（月曜深夜） 更新,,,,配信,ひかりTV,2020-04-07,
2020年4月7日,火曜 2:55（月曜深夜） 更新,,,,配信,MBS動画イズム,2020-04-07,
2020年4月7日,火曜 2:55（月曜深夜） 更新,,,,配信,ニコニコチャンネル,2020-04-07,
2020年4月7日,火曜 2:55（月曜深夜） 更新,,,,配信,dTV,2020-04-07,
2020年4月7日,火曜 2:55（月曜深夜） 更新,,,,配信,ビデオマーケット,2020-04-07,
2020年4月7日,火曜 2:55（月曜深夜） 更新,,,,配信,TVer,2020-04-07,
2020年4月7日,火曜 2:55（月曜深夜） 更新,,,,配信,クランクイン!ビデオ,2020-04-07,
2020年4月7日,火曜 2:55（月曜深夜） 更新,,,,配信,music.jp,2020-04-07,
2020年4月7日,火曜 2:55（月曜深夜） 更新,,,,配信,Amazonプライム・ビデオ,2020-04-07,
2020年4月7日,火曜 12:00 更新,,,,配信,バンダイチャンネル,2020-04-07,
2020年4月7日,火曜 12:00 更新,,,,配信,J:COMオンデマンド,2020-04-07,
2020年4月7日,火曜 12:00 更新,,,,配信,Hulu,2020-04-07,
2020年4月7日,火曜 12:00 更新,,,,配信,auスマートパスプレミアム,2020-04-07,
2020年4月7日,火曜 12:00 更新,,,,配信,TELASA,2020-04-07,
2020年4月7日,火曜 22:30 - 23:00,,,,配信,ニコニコ生放送,2020-04-07,
